,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
39436,PD-L1,7,8,60,65,"Clinically approved antibodies block extracellular PD-1 and PD-L1 binding, yet the role of intracellular PD-L1 in cancer remains poorly understood.",31053471_1,0,-1,-1,-1,-1,0,39436,0
39438,PD-L1,6,7,39,44,"Here, we discovered that intracellular PD-L1 acts as an RNA binding protein that regulates the mRNA stability of NBS1, BRCA1, and other DNA damage-related genes.",31053471_2,0,-1,-1,-1,-1,0,39438,0
39439,RNA binding protein,10,13,56,75,"Here, we discovered that intracellular PD-L1 acts as an RNA binding protein that regulates the mRNA stability of NBS1, BRCA1, and other DNA damage-related genes.",31053471_2,0,-1,-1,-1,-1,0,39439,0
39445,PD-L1,8,9,56,61,"Through competition with the RNA exosome, intracellular PD-L1 protects targeted RNAs from degradation, thereby increasing cellular resistance to DNA damage.",31053471_3,0,-1,-1,-1,-1,0,39445,0
39451,PD-L1,7,8,66,71,RNA immunoprecipitation and RNA-seq experiments demonstrated that PD-L1 regulates RNA stability genome-wide.,31053471_4,0,-1,-1,-1,-1,0,39451,0
39453,PD-L1,5,6,28,33,"Furthermore, we developed a PD-L1 antibody, H1A, which abrogates the interaction of PD-L1 with CMTM6, thereby promoting PD-L1 degradation.",31053471_5,0,-1,-1,-1,-1,0,39453,0
39455,PD-L1,15,16,84,89,"Furthermore, we developed a PD-L1 antibody, H1A, which abrogates the interaction of PD-L1 with CMTM6, thereby promoting PD-L1 degradation.",31053471_5,0,-1,-1,-1,-1,0,39455,0
39457,PD-L1,21,22,120,125,"Furthermore, we developed a PD-L1 antibody, H1A, which abrogates the interaction of PD-L1 with CMTM6, thereby promoting PD-L1 degradation.",31053471_5,0,-1,-1,-1,-1,0,39457,0
39458,PD-L1,1,2,14,19,Intracellular PD-L1 may be a potential therapeutic target to enhance the efficacy of radiotherapy and chemotherapy in cancer through the inhibition of DNA damage response and repair.,31053471_6,0,-1,-1,-1,-1,0,39458,0
39463,Werner syndrome,25,27,151,166,"Werner helicase-interacting protein 1 (WRNIP1) was originally identified as a protein that interacts with WRN, the product of the gene responsible for Werner syndrome.",31061318_0,0,-1,-1,-1,-1,0,39463,0
39466,DNA polymerase,24,26,156,170,"Our previous studies suggested that WRNIP1 is implicated in translesion synthesis (TLS), a process in which specialized TLS polymerases replace replicative DNA polymerase and take over DNA synthesis on damaged templates.",31061318_1,0,-1,-1,-1,-1,0,39466,0
39506,RNA Polymerase I,44,47,264,280,"This unexpected EMT feature is independent of species and initiating signal, and is accompanied by release of the repressive nucleolar chromatin remodeling complex (NoRC) from rDNA, together with recruitment of the EMT-driving transcription factor Snai1 (Snail1), RNA Polymerase I (Pol I) and the Upstream Binding Factor (UBF).",31068593_2,0,-1,-1,-1,-1,0,39506,0
39516,mTORC2,26,27,187,193,"EMT-associated ribosome biogenesis is also coincident with increased nucleolar recruitment of Rictor, an essential component of the EMT-promoting mammalian target of rapamycin complex 2 (mTORC2).",31068593_3,0,-1,-1,-1,-1,0,39516,0
39520,Estrogen Receptor-alpha (,13,16,80,105,"Inhibition of rRNA synthesis in vivo differentiates primary tumors to a benign, Estrogen Receptor-alpha (ERα) positive, Rictor-negative phenotype and reduces metastasis.",31068593_4,0,-1,-1,-1,-1,0,39520,0
39521,ERα,16,17,105,108,"Inhibition of rRNA synthesis in vivo differentiates primary tumors to a benign, Estrogen Receptor-alpha (ERα) positive, Rictor-negative phenotype and reduces metastasis.",31068593_4,0,-1,-1,-1,-1,0,39521,0
39539,RNA polymerase II,6,9,30,47,Exons marked by H1.5 had more RNA polymerase II (RNAP II) stalling near the 3' splice site than did exons not associated with H1.5.,31076740_4,0,-1,-1,-1,-1,0,39539,0
39563,catalytic subunit,6,8,33,50,"Depletion of EXOSC10, an exosome catalytic subunit, leads to increased dilncRNA and DNA-RNA hybrid levels.",31086179_3,0,-1,-1,-1,-1,0,39563,0
39588,NIMA-related kinase (,3,6,15,36,Members of the NIMA-related kinase (NEK) family have been related to DNA damage response and repair and the first insight about NEK5 in this context is related to its role in centrosome separation resulting in defects in chromosome integrity.,31090963_1,0,-1,-1,-1,-1,0,39588,0
39589,NEK,6,7,36,39,Members of the NIMA-related kinase (NEK) family have been related to DNA damage response and repair and the first insight about NEK5 in this context is related to its role in centrosome separation resulting in defects in chromosome integrity.,31090963_1,0,-1,-1,-1,-1,0,39589,0
39640,rapamycin,10,11,61,70,We show that treatment of wild type Dictyostelium cells with rapamycin (a specific TOR complex inhibitor) or antisense inhibition of expression of Rheb (Ras homologue enriched in the brain) (an upstream TOR complex activator) phenocopied the Tpp1 mutants.,31100984_6,0,-1,-1,-1,-1,0,39640,0
39688,polycomb,23,24,146,154,"In many premalignant and malignant cells, loss of 1q12 satellite DNA methylation causes the deposition of polycomb factors and formation of large polycomb aggregates referred to as polycomb bodies.",31114908_1,0,-1,-1,-1,-1,0,39688,0
39737,hepatocyte nuclear factors,2,5,12,38,"Analysis of hepatocyte nuclear factors (HNFs) showed that transcription of HNF4α, which is known to enhance 2.4-kb mRNA transcription, was regulated by Rab5B.",31118260_5,0,-1,-1,-1,-1,0,39737,0
39772,Rab5,19,20,110,114,"In this study, siRNA-based screening of Rab proteins using HBV-expressing cells showed that Rab5B, one of the Rab5 isoforms, has important roles in late steps of the HBV life cycle.",31118260_13,0,-1,-1,-1,-1,0,39772,0
39775,Rab5,1,2,9,13,"Although Rab5 is known to work on early endosomes, this study showed that Rab5B plays a role in the transport of LHBs between the ER and MVB.",31118260_14,0,-1,-1,-1,-1,0,39775,0
39835,cytosolic,31,32,219,228,"Herein, electron microscope imaging analysis and proximity labeling revealed that EXD2 is anchored to the mitochondrial outer membrane through a conserved N-terminal transmembrane domain, while the C-terminal region is cytosolic.",31127291_2,0,-1,-1,-1,-1,0,39835,0
39865,survivin,7,8,48,56,"A duplex sequence of cancer-cell-specific mRNA, survivin, was selected to hybridize with complementary sequence of gold nanoparticle-DNA (AuNP-DNA) conjugates in cancer cell cytoplasm, resulting in the specific and precise formation of intracellular assemblies.",31137931_3,0,-1,-1,-1,-1,0,39865,0
39884,DDR,4,5,21,24,DNA damage response (DDR) is essential for the maintenance of genomic integrity.,31147920_0,0,-1,-1,-1,-1,0,39884,0
39891,DDR,28,29,175,178,"We have recently discovered the generation of noncoding RNA from a DNA double-strand break (DSB) in an MRE11-RAD50-NBS1 complex-dependent manner, which are necessary for full DDR activation.",31147920_1,0,-1,-1,-1,-1,0,39891,0
39904,DDR,11,12,60,63,This approach can be used to identify the role of different DDR proteins in generating dilncRNA.,31147920_5,0,-1,-1,-1,-1,0,39904,0
39913,ribonucleoprotein,15,16,82,99,Some protein factors interact with this ncRNA and function as a component of a nc ribonucleoprotein (RNP) complex in mitotic regulation.,31166646_2,0,-1,-1,-1,-1,0,39913,0
39927,Aurora B,15,17,106,114,"Interaction between DHX38 and ncRNA was interphase-specific, but DHX38 depletion affected the function of Aurora B, which associated with satellite I ncRNA at mitotic phase.",31166646_5,0,-1,-1,-1,-1,0,39927,0
39950,phosphorylation,11,12,58,73,"Here, we report a cluster of phosphosites on FANCD2 whose phosphorylation by CK2 inhibits both FANCD2 recruitment to ICLs and its monoubiquitination in vitro and in vivo.",31167143_5,0,-1,-1,-1,-1,0,39950,0
39979,EGR-1,25,26,168,173,"TB, a photosensiters with aggregation-induced emission characteristic, was employed for photodynamic therapy, while DNAzyme, acting as catalysts for the degradation of EGR-1 mRNA, was exploited for gene silencing.",31171226_4,0,-1,-1,-1,-1,0,39979,0
39986,EGR-1,8,9,51,56,"Subsequently, MDT could decrease the expression of EGR-1 by gene silencing that enabling inhibition of cell growth.",31171226_6,0,-1,-1,-1,-1,0,39986,0
40024,subtypes,44,45,310,318,We demonstrate the effectiveness of CSMF with four representative applications including pairwise ChIP-seq data describing the chromatin modification map between K562 and Huvec cell lines; pairwise RNA-seq data representing the expression profiles of two different cancers; RNA-seq data of three breast cancer subtypes; and single-cell RNA-seq data of human embryonic stem cell differentiation at six time points.,31175825_4,0,-1,-1,-1,-1,0,40024,0
40106,tight junction proteins,11,14,77,100,"An RT-PCR array, immunoblots and immunohistochemistry were used to determine tight junction proteins that CDKN2B-AS1 regulates.",31207308_7,0,-1,-1,-1,-1,0,40106,0
40120,Claudin-2,4,5,32,41,"We subsequently determined that Claudin-2, a ""leaky Claudin"" known to decrease barrier function, was decreased in CDKN2B-AS1 knockdown cells.",31207308_12,0,-1,-1,-1,-1,0,40120,0
40136,nucleolar protein,4,6,28,45,"We previously reported that nucleolar protein pNO40 overexpression mediates SR family splicing factors into the nucleolus and impairs mRNA metabolism, while the function of pNO40 in nucleolar homeostasis is unclear.",31217076_2,0,-1,-1,-1,-1,0,40136,0
40152,transcription factor,15,17,116,136,"Moreover, co-immunoprecipitation experiments revealed that ectopically expressed pNO40 interacts with UBF, a master transcription factor involved in pre-initiation complex (PIC) (containing SL-1 complex and RNA polymerase I complex) to activate and promote RNA polymerase I-mediated transcription, but disturbs its rDNA promoter binding ability.",31217076_4,0,-1,-1,-1,-1,0,40152,0
40220,Epidermal Growth Factor Receptor,13,17,76,108,"Lung cancer cells harbor various gene mutations in the mRNA sequence of the Epidermal Growth Factor Receptor (EGFR), especially the mutations of exon19del E746-A750, T790M, and L858R.",31241068_0,0,-1,-1,-1,-1,0,40220,0
40267,lipopolysaccharide,11,12,46,64,"Here, in HEK 293T cells, we demonstrated that lipopolysaccharide (LPS) increased the transcription process at ENPP2 locus through a NF-кB pathway and a reduction of H3K27me3 level, a histone repressive mark, by the demethylase UTX.",31251802_2,0,-1,-1,-1,-1,0,40267,0
40273,demethylase,40,41,215,226,"Here, in HEK 293T cells, we demonstrated that lipopolysaccharide (LPS) increased the transcription process at ENPP2 locus through a NF-кB pathway and a reduction of H3K27me3 level, a histone repressive mark, by the demethylase UTX.",31251802_2,0,-1,-1,-1,-1,0,40273,0
40309,transcription factor,9,11,57,77,"We employed a label-free AgNC to detect an intracellular transcription factor known as forkhead box p3 (FOXP3), which is the master regulator of regulatory T cells (Tregs) suppressive function.",31260647_1,0,-1,-1,-1,-1,0,40309,0
40338,nucleic acid,11,13,70,82,"In summary, our approach enables the detection of intracellular FOXP3 nucleic acid and holds considerable potential in establishing a non-lethal intracellular detection system which would be crucial for the isolation of regulatory T-cells (Tregs) when combined with other cell surface markers.",31260647_7,0,-1,-1,-1,-1,0,40338,0
40418,U2AF65,4,5,30,36,The essential splicing factor U2AF65 is known to help anchoring U2 snRNP at the branch site.,31271494_0,0,-1,-1,-1,-1,0,40418,0
40419,U2 snRNP,10,13,64,72,The essential splicing factor U2AF65 is known to help anchoring U2 snRNP at the branch site.,31271494_0,0,-1,-1,-1,-1,0,40419,0
40421,C-terminal,1,2,4,14,"Its C-terminal UHM domain interacts with ULM motifs of SF3b155, an U2 snRNP protein.",31271494_1,0,-1,-1,-1,-1,0,40421,0
40425,U2,12,13,67,69,"Its C-terminal UHM domain interacts with ULM motifs of SF3b155, an U2 snRNP protein.",31271494_1,0,-1,-1,-1,-1,0,40425,0
40427,U2AF65,8,9,41,47,"Here, we report a cooperative binding of U2AF65 and the related protein CAPERα to the multi-ULM domain of SF3b155.",31271494_2,0,-1,-1,-1,-1,0,40427,0
40431,U2AF65,10,11,43,49,"In addition, we show that the RS domain of U2AF65 drives a liquid-liquid phase separation that is amplified by intronic RNA with repeated pyrimidine tracts.",31271494_3,0,-1,-1,-1,-1,0,40431,0
40434,U2AF65,6,7,30,36,"In cells, knockdown of either U2AF65 or CAPERα improves the inclusion of cassette exons that are preceded by such repeated pyrimidine-rich motifs.",31271494_4,0,-1,-1,-1,-1,0,40434,0
40438,U2AF65,10,11,65,71,"These results support a model in which liquid-like assemblies of U2AF65 and CAPERα on repetitive pyrimidine-rich RNA sequences are driven by their RS domains, and facilitate the recruitment of the multi-ULM domain of SF3b155.",31271494_5,0,-1,-1,-1,-1,0,40438,0
40448,Cas9 protein,16,18,65,77,"In this study, it is found that both single guide RNA (gRNA) and Cas9 protein could be exported from the CRISPR/Cas9-expressing cells by endogenous exosomes independently.",31271518_1,0,-1,-1,-1,-1,0,40448,0
40452,Cas9,19,20,135,139,"Further experiments demonstrate that these naturally produced endogenous exosomes could be used as a vehicle to deliver the functional Cas9 and hepatitis B virus (HBV)-specific gRNA to cut HBV DNA transfected in HuH7 cells or human papilloma virus (HPV)-specific gRNA to cut the integrated HPV DNA in HeLa cells, respectively.",31271518_2,0,-1,-1,-1,-1,0,40452,0
40464,Cas9 protein,23,25,141,153,"In conclusion, this study indicates the potential of endogenous exosomes as a safe and effective delivery vehicle of the functional gRNA and Cas9 protein.",31271518_3,0,-1,-1,-1,-1,0,40464,0
40474,DNA polymerase,18,20,151,165,The enzymatic amplification strategy in living cells faces challenges of highly efficient intracellular codelivery of amplification reagents including DNA polymerase.,31274280_0,0,-1,-1,-1,-1,0,40474,0
40481,nucleic acid,29,31,171,183,"In this work, we develop biomineralized metal-organic framework nanoparticles (MOF NPs) as a carrier system for intracellular codelivery of ϕ29 DNA polymerase (ϕ29DP) and nucleic acid probes and realize a polymerization amplification reaction in living cells.",31274280_1,0,-1,-1,-1,-1,0,40481,0
40487,nucleic acid,19,21,124,136,A pH-sensitive biodegradable MOF NP of zeolitic imidazolate framework-8 (ZIF-8) is utilized to encapsulate ϕ29DP and adsorb nucleic acid probes.,31274280_2,0,-1,-1,-1,-1,0,40487,0
40549,inducible,13,14,76,85,This tool allows for rapid generation of a stable transgenic cell line with inducible expression of the desired gene.,31299065_4,0,-1,-1,-1,-1,0,40549,0
40552,IL-6,19,20,111,115,"In this study, we analysed how the Sleeping Beauty system itself influences expression of chosen genes, namely IL-6, Regnase-1 and VEGF.",31299065_5,0,-1,-1,-1,-1,0,40552,0
40554,VEGF,23,24,131,135,"In this study, we analysed how the Sleeping Beauty system itself influences expression of chosen genes, namely IL-6, Regnase-1 and VEGF.",31299065_5,0,-1,-1,-1,-1,0,40554,0
40555,IL-6,10,11,59,63,We found that the system alone may influence expression of IL-6.,31299065_6,0,-1,-1,-1,-1,0,40555,0
40559,IRF3,26,27,186,190,"Pathogenic and other cytoplasmic DNAs activate the cyclic GMP-AMP synthase (cGAS)-stimulator of interferon genes (STING) pathway to induce inflammation via transcriptional activation by IRF3 and nuclear factor κB (NF-κB), but the functional consequences of exposing cGAS to chromosomes upon mitotic nuclear envelope breakdown are unknown.",31299200_0,0,-1,-1,-1,-1,0,40559,0
