,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_cytokine_substr,lf_transcription_factor_distsv,lf_transcription_factor_substr,lf_t_lymphocyte_distsv,lf_t_lymphocyte_substr,olabel,orig_index,label,prob_0,prob_1,prob_2
20995,T-cell cytokine,12,14,68,83,"Hence, our data suggest that although PARP14 has similar effects on T-cell cytokine production in several allergic disease models, the outcome of those effects is distinct, depending on the target organ of disease.",28653395_6,-1,-1,-1,-1,-1,-1,-1,20995,-1,0.7338942,0.1827093,0.083396494
20999,T cell,12,14,75,81,"Our study investigates the effects of tolerogenic GC-treated DCs on NK and T cell anti-tumor responses in OT-1/Rag-/- mice, expressing a transgenic TCR in CD8+ T cells.",28675711_1,0,0,1,1,2,2,-1,20999,-1,0.0006199711,0.00096253905,0.9984175
21068,T cell,20,22,146,152,"Moreover, reactivated wild-type splenocytes showed increased Notch1 expression, arguing for a specific involvement of this receptor in autoimmune T cell activation in secondary lymphoid tissues.",28762472_7,0,0,1,1,2,2,-1,21068,-1,0.00060536276,0.00087402563,0.99852055
21070,interferon regulatory factor 4,13,18,76,106,We speculated that ubiquitin specific peptidase 4 (USP4) may deubiquitinate interferon regulatory factor 4 (IRF4) and affect T helper type 2 (Th2) cell function.,28791349_0,-1,-1,-1,-1,-1,-1,-1,21070,-1,0.4085791,0.5897823,0.0016385365
21087,T cell,19,21,116,122,"Staphylococcal enterotoxin C2 (SEC2), a superantigen, causes rapid clonal expansion of lymphocytes and secretion of T cell growth factors, leading to a severe inflammatory response within tissues.",28807764_0,0,0,1,1,2,2,-1,21087,-1,0.0012406242,0.001460524,0.9972989
21088,T-cell,18,19,105,111,"Although previous studies have shown that ST-4, a SEC2 mutant with enhanced recognition of Vβ regions of T-cell receptors (TCRVβ), can activate an increased number of T cells and produce more cytokines than SEC2.",28807764_1,0,0,1,1,2,2,-1,21088,-1,0.0037689807,0.009681764,0.9865492
21098,T cell,16,18,120,126,"Taken together, our findings demonstrate the involvement of PI3K/mTOR and NF-κB signaling pathways in SEC2/ST-4-induced T cell activation.",28807764_7,0,0,1,1,2,2,-1,21098,-1,0.0005924387,0.00084485905,0.99856275
21099,T cell,12,14,91,97,"ST-4 intensifies PI3K/mTOR and NF-ĸB signaling transduction, ultimately leading to enhance T cell activation.",28807764_8,0,0,1,1,2,2,-1,21099,-1,0.00059815624,0.00092960114,0.9984723
21100,T cell,19,22,128,134,"As a result of these metabolic changes and HIF1α accumulation, GS-inhibited macrophages display an increased capacity to induce T cell recruitment, reduced T cell suppressive potential, and an impaired ability to foster endothelial cell branching or cancer cell motility.",28813676_3,0,-1,1,-1,2,-1,-1,21100,-1,0.0006098156,0.0008864869,0.9985037
21101,T cell,25,28,156,162,"As a result of these metabolic changes and HIF1α accumulation, GS-inhibited macrophages display an increased capacity to induce T cell recruitment, reduced T cell suppressive potential, and an impaired ability to foster endothelial cell branching or cancer cell motility.",28813676_3,0,-1,1,-1,2,-1,-1,21101,-1,0.0006032354,0.00087079976,0.9985259
21115,T-cell IFN-γ,22,24,167,179,"These tumor-associated CD45RA-CCR7- Treg subset exerted superior immunosuppressive properties to effectively suppress CD8+ T cells' anti-tumor function including CD8+ T-cell IFN-γ and granzyme B (GrB) production as well as CD8+ T-cell proliferation in vitro, and also contributed to the growth and progression of human gastric tumors in vivo, via IL-10 secretion and cell-cell contact mechanisms.",28817117_5,-1,-1,-1,-1,-1,-1,-1,21115,-1,0.45771426,0.0139371995,0.52834857
21116,T-cell,36,37,228,234,"These tumor-associated CD45RA-CCR7- Treg subset exerted superior immunosuppressive properties to effectively suppress CD8+ T cells' anti-tumor function including CD8+ T-cell IFN-γ and granzyme B (GrB) production as well as CD8+ T-cell proliferation in vitro, and also contributed to the growth and progression of human gastric tumors in vivo, via IL-10 secretion and cell-cell contact mechanisms.",28817117_5,0,0,1,1,2,2,-1,21116,-1,0.00711323,0.0054519163,0.9874349
21119,T-cell,15,16,118,124,"Moreover, increased tumor-infiltrating CD45RA-CCR7- Treg subset as well as higher intratumoral CD45RA-CCR7- Treg/CD8+ T-cell ratio was associated with advanced disease progression and reduced GC patient survival.",28817117_6,0,0,1,1,2,2,-1,21119,-1,0.0026360606,0.0034970357,0.993867
21134,T-cell,27,28,172,178,"Through regulatory network analysis, we show that JunB is a core regulator of global transcriptional programs that promote Th17 cell identity and restrict alternative CD4+ T-cell potential.",28824171_6,0,0,1,1,2,2,-1,21134,-1,0.0027195795,0.006556359,0.990724
21156,T cell,10,12,57,63,"To determine whether a decrease in the expression of the T cell lineage transcription factor T‑bet can restore immune balance and alleviate the systemic inflammatory response present in PE, 30 patients diagnosed with PE were assessed and compared with healthy pregnant controls.",28849203_2,0,0,1,1,2,2,-1,21156,-1,0.00088405533,0.003231824,0.995884
21167,Th17 cell transcription factors,21,25,128,159,These results imply that Th1‑ and Th17‑type immunity is dominant in PE and that the siRNA‑mediated knockdown of certain Th1 and Th17 cell transcription factors may be an effective therapeutic target for promoting immune balance in CD4+ T cell subgroups and ameliorating local and generalized inflammation in PE.,28849203_9,-1,-1,-1,-1,-1,-1,-1,21167,-1,0.0045170863,0.8108722,0.18461077
21174,transcription factor interferon regulatory factor 9,1,7,4,55,The transcription factor interferon regulatory factor 9 (IRF9) is a component of type I interferon (IFN-I) signaling downstream of the IFN-I receptor (IFNAR).,28878077_4,-1,-1,-1,-1,-1,-1,-1,21174,-1,0.0023396632,0.99696094,0.0006993599
21180,transcription factor interferon regulatory factor 9,5,11,22,73,Here we show that the transcription factor interferon regulatory factor 9 (IRF9) plays a decisive role in preventing CD8+ T cell exhaustion.,28878077_10,-1,-1,-1,-1,-1,-1,-1,21180,-1,0.0018450528,0.9974433,0.0007116617
21188,CD4+T cell subsets,2,5,12,30,"We assessed CD4+T cell subsets and the mRNA expression of specific transcription factors T-bet, GATA3, RORγt, and Foxp3 in peripheral blood mononuclear cells over three time points.",28880742_3,-1,-1,-1,-1,-1,-1,-1,21188,-1,0.0019681877,0.0017041677,0.9963277
21195,CD4+T,2,3,9,14,RESULTS: CD4+T cell subsets increased progressively in non-IFI patients after allo-HSCT.,28880742_5,-1,-1,-1,-1,-1,-1,-1,21195,-1,0.004205739,0.0021941531,0.99360013
21202,T-cell,12,13,64,70,The minimum requirements for in vitro modelling of natural CD4+ T-cell differentiation into T follicular helper (Tfh) cells are still under investigation.,28881401_0,0,0,1,1,2,2,-1,21202,-1,0.0036252537,0.0060748262,0.99029994
21204,T-cell,4,5,29,35,We co-cultured wild-type and T-cell receptor (TCR) transgenic CD4+ T cells from naive mice with dendritic cells and B-cell receptor (BCR) transgenic B cells in the presence of HIV-derived virus-like particles containing matched B-cell and T-cell epitopes.,28881401_1,0,0,1,1,2,2,-1,21204,-1,0.019934434,0.030254241,0.9498114
21208,T-cell,40,41,239,245,We co-cultured wild-type and T-cell receptor (TCR) transgenic CD4+ T cells from naive mice with dendritic cells and B-cell receptor (BCR) transgenic B cells in the presence of HIV-derived virus-like particles containing matched B-cell and T-cell epitopes.,28881401_1,0,0,1,1,2,2,-1,21208,-1,0.005072679,0.0050153905,0.989912
21209,transcription factor BCL-6,7,10,64,90,This co-culturing induced co-expression of Tfh-master regulator transcription factor BCL-6 and CXCR5 in up to 10% of the wild-type and up to 40% of the TCR-transgenic CD4+ T cells.,28881401_2,-1,-1,-1,-1,-1,-1,-1,21209,-1,0.0015923415,0.9976215,0.00078622147
21215,T-cell,28,29,168,174,"Hence, our study presents a robust experimental system for efficient generation of functionally active Tfh cells in vitro and confirms the importance of cognate B- and T-cell cross-talk for the Tfh differentiation process.",28881401_5,0,0,1,1,2,2,-1,21215,-1,0.0032079,0.0037173454,0.9930748
21217,CD4+CD25+Foxp3+Treg cells,5,7,22,47,It is well known that CD4+CD25+Foxp3+Treg cells play an important role in the development of allergic rhinitis (AR); the defect of cell numbers and functions contribute to AR.,28894978_0,-1,-1,-1,-1,-1,-1,-1,21217,-1,0.30478287,0.0070664766,0.68815064
21218,CD4+CD25+Foxp3+T cells,10,12,59,81,The proportions of Th1/Th2 of the peripheral blood and the CD4+CD25+Foxp3+T cells in the CD4+T cells of the spleen and peripheral blood were determined by flow cytometry.,28894978_8,-1,-1,-1,-1,-1,-1,-1,21218,-1,0.08488686,0.0076369145,0.9074762
21249,T cell,45,47,245,251,"In T cells, Blimp1 is expressed in both effector (Teff) and regulatory (Treg) cells, and mice with T cell-specific deletion of Blimp1 (Blimp1CKO mice) spontaneously develop severe intestinal inflammation, indicating a crucial role for Blimp1 in T cell homeostasis regulation.",28935958_1,0,0,1,1,2,2,-1,21249,-1,0.00060849055,0.0008925218,0.99849904
21258,T cell,11,13,77,83,These findings document previously unappreciated aspects of Blimp1's role in T cell biology and shed light on the intricate mechanisms regulating Treg and Teff cell function.,28935958_5,0,0,1,1,2,2,-1,21258,-1,0.0006169927,0.00090932037,0.9984736
21260,T cell,0,2,0,6,"T cell antigen receptor (TCR) signaling in the thymus initiates positive selection, but the CD8+-lineage fate is thought to be induced by cytokines after TCR signaling has ceased, although this remains controversial and unproven.",28945245_0,0,0,1,1,2,2,-1,21260,-1,0.00093646155,0.002036053,0.99702746
21277,TH2 cytokines,18,20,109,122,"Through their proteolytic pathways, MCs may process the antigen for presentation to CD4+ cells which release TH2 cytokines and growth factors, which play an important role in asthma, allergy, anaphylaxis and inflammation.",28952282_3,-1,-1,-1,-1,-1,-1,-1,21277,-1,0.13104603,0.004800074,0.8641539
21280,Th2 cytokines,28,30,195,208,"The results obtained here indicated that OPCs treatment dramatically reduced airway inflammation, such as the infiltration of inflammatory cells and the levels of allergen-specific serum IgE and Th2 cytokines.",28963930_5,-1,-1,-1,-1,-1,-1,-1,21280,-1,0.007956137,0.002237909,0.989806
21285,T,31,32,168,169,"Incorporating 4-1BB costimulation in CARs may enable T cells to resist this functional exhaustion; however, the potential ramifications of tonic 4-1BB signaling in CAR T cells remain unclear.",28978471_1,-1,0,-1,1,-1,2,-1,21285,-1,0.00059154694,0.00086621044,0.9985422
21288,T cell,15,18,125,131,Attenuating CAR expression by substitution with a self-inactivating lentiviral vector minimized tonic signaling and improved T cell expansion and anti-tumor function.,28978471_4,0,-1,1,-1,2,-1,-1,21288,-1,0.0005963582,0.0009082075,0.99849546
21295,cytokine IL-10,43,45,265,279,"Ultimately, mouse Apc deficiency reduces the presence of NFAT in the nucleus of intestinal regulatory T cells (Tregs) and impairs Treg differentiation and the acquisition of a suppressive phenotype, which is characterized by the production of the anti-inflammatory cytokine IL-10.",28978472_4,-1,-1,-1,-1,-1,-1,-1,21295,-1,0.9988519,0.00056966644,0.0005784217
21302,thymic Treg cells,21,24,131,148,"Not only distinct from intestinal RORγt+ Treg cells in their transcriptomes, peripheral RORγt+ Treg cells were derived from Foxp3+ thymic Treg cells in an antigen-specific manner.",28978473_3,-1,-1,-1,-1,-1,-1,-1,21302,-1,0.70245564,0.0063851103,0.29115924
21310,cell,27,28,120,124,"It is known to function in mature CD4+ T follicular B cell helper (TFH) cells, but its potential involvement in early T cell ontogeny is unclear.",28978474_1,-1,0,-1,1,-1,2,-1,21310,-1,0.002933495,0.0021388053,0.99492776
21323,T cell,13,15,100,106,Treg-specific DOCK8 deletion led to spontaneous multiorgan inflammation in mice due to uncontrolled T cell activation and production of proinflammatory cytokines.,28978795_4,0,0,1,1,2,2,-1,21323,-1,0.0006130603,0.0009309358,0.998456
21353,cytokine IL-10,28,30,169,183,"While the PSA-responding T cells themselves are not canonical FoxP3+ regulatory T cells (Tregs), their ability to prevent inflammation is dependent upon the suppressive cytokine IL-10.",29087497_2,-1,-1,-1,-1,-1,-1,-1,21353,-1,0.99885845,0.0005993476,0.0005422457
21354,T cell,3,5,18,24,"Using an adoptive T cell transfer approach, we have discovered that PSA-experienced T cells require IL-10 expression by PSA-naïve recipient animals in order to prevent inflammation.",29087497_3,0,0,1,1,2,2,-1,21354,-1,0.00092415576,0.0021262465,0.9969496
21367,T cell,11,13,69,75,"Our findings highlight miR-31 as a possible target to modulate human T cell dependent antibody responses in the settings of infection, vaccination, or immune dysregulation.",29133396_7,0,0,1,1,2,2,-1,21367,-1,0.000665739,0.0010860788,0.9982482
21373,T cell,22,24,152,158,"We reasoned that NF-κB activation was protecting developing NKT cells from death signals emanating either from high affinity agonist recognition by the T cell receptor (TCR) or from a death receptor, such as tumor necrosis factor receptor 1 (TNFR1) or Fas.",29142275_3,0,0,1,1,2,2,-1,21373,-1,0.0006398246,0.00081797445,0.9985422
21381,Th17 cytokines,4,6,38,52,"Moreover, autoantibodies neutralizing Th17 cytokines have been related to chronic candidiasis in a rare inherited disorder called autoimmune polyendocriopathy candidiasis ectodermal dystrophy (APECED) caused by mutations in autoimmune regulator (AIRE) gene.",29150834_1,-1,-1,-1,-1,-1,-1,-1,21381,-1,0.0464238,0.0028178997,0.9507583
21392,T cell,1,4,10,16,Defective T cell gut colonization reduces MHCII expression in intestinal epithelial cells.,29203869_2,0,-1,1,-1,2,-1,-1,21392,-1,0.0008754297,0.0012399337,0.9978847
21395,T cell,11,14,56,62,"Thus, our results unravel a function of TRPM7 kinase in T cell activity and suggest a therapeutic potential of kinase inhibitors in averting acute graft-versus-host disease.",29203869_5,0,-1,1,-1,2,-1,-1,21395,-1,0.0006182132,0.0011516945,0.99823016
21397,T cell,30,32,147,153,"Both αβ and γδ T cells are established mediators of tissue damage in stroke, and the role of dendritic cells (DCs) in inducing the early events of T cell activation and differentiation in stroke is not well understood.",29212740_1,0,0,1,1,2,2,-1,21397,-1,0.00059960893,0.00087386847,0.9985266
21416,interleukin-6,21,22,137,150,AT-rich interactive domain-containing protein 5a (Arid5a) is an RNA-binding protein (RBP) required for autoimmunity via stabilization of interleukin-6 (Il6) and signal transducer and activator of transcription 3 (STAT3) mRNAs.,29244194_0,0,0,1,1,-1,-1,-1,21416,-1,0.9987759,0.0006878654,0.0005363156
21426,T,29,30,134,135,"In EAE, Arid5a-deficient mice exhibited resistance to EAE, with reduced OX40 expression in CD4+ T cells, and the number of CD4+ CD45+ T cells was decreased in CNS.",29244194_6,-1,0,-1,1,-1,2,-1,21426,-1,0.0005972819,0.00087405945,0.9985286
21488,T cell,13,15,93,99,INTRODUCTION: Impaired proliferation and production of IL2 are the hallmarks of experimental T cell tolerance.,29314730_0,0,0,1,1,2,2,-1,21488,-1,0.000588268,0.00091046584,0.9985013
21490,transcription factors Egr2,8,11,43,69,"METHODS: We have now demonstrated that the transcription factors Egr2 and 3 are important for the control of inflammatory cytokine production by tolerant T cells, but not for tolerance induction.",29314730_2,-1,-1,-1,-1,-1,-1,-1,21490,-1,0.0012125523,0.9979165,0.00087088806
21494,T cell,10,12,39,45,"RESULTS: In the absence of Egr2 and 3, T cell tolerance, as measured by impaired proliferation and production of IL2, can still be induced, but tolerant T cells produced high levels of inflammatory cytokines.",29314730_3,0,0,1,1,2,2,-1,21494,-1,0.00061126513,0.0009046556,0.9984842
21578,type I,1,3,4,10,"PKA type I specific cAMP analogs inhibited Mtb-stimulated IFN-g production by PBMC through suppression of Mtb-induced IFN-γ promoter binding activities of CREB, ATF-2, and c-Jun and also miR155, the target miRNA of these transcription factors.",29438524_4,0,0,1,1,-1,-1,-1,21578,-1,0.99117297,0.004633031,0.0041940333
