,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,olabel,orig_index,label,prob_0,prob_1,prob_2
21553,to the,13,15,91,97,"In the present study, we investigated whether the administration of salvigenin contributes to the augmentation of antitumor immunity and the regression of tumor tissues in a mouse model of breast cancer.",24270218_2,-1,-1,-1,-1,21553,-1,5.4727816e-06,0.9999895,5.0412436e-06
21554,immunity,18,19,124,132,"In the present study, we investigated whether the administration of salvigenin contributes to the augmentation of antitumor immunity and the regression of tumor tissues in a mouse model of breast cancer.",24270218_2,0,-1,2,-1,21554,-1,0.9998599,2.388262e-05,0.00011617252
21556,tumor tissues,23,25,155,168,"In the present study, we investigated whether the administration of salvigenin contributes to the augmentation of antitumor immunity and the regression of tumor tissues in a mouse model of breast cancer.",24270218_2,-1,-1,-1,-1,21556,-1,4.8900605e-05,0.99870706,0.0012439936
21558,the tumor,11,13,68,77,"Salvigenin was purified from Tanacetum canescens, and its effect on the tumor volume was investigated.",24270218_3,-1,-1,-1,-1,21558,-1,4.412439e-06,0.9999907,4.9265545e-06
21569,the IFN-γ,15,17,90,99,Our results demonstrated that a significant decrease in the level of IL-4 and increase in the IFN-γ in the animals treated with salvigenin and significant decreased in the level of splenic CD4+CD25+Foxp3+ T regulatory cells.,24270218_5,-1,-1,-1,-1,21569,-1,0.952213,0.04571759,0.0020694577
21576,that interferon,3,5,17,32,We have reported that interferon (IFN)-α can attack cancer cells by multiple antitumor mechanisms including the induction of direct cancer cell death and the enhancement of an immune response in several pancreatic cancer models.,24289533_0,-1,-1,-1,-1,21576,-1,0.44664702,0.5492888,0.0040641343
21582,the tumors,6,8,47,57,"However, an immunotolerant microenvironment in the tumors is often responsible for the failure of the cancer immunotherapy.",24289533_1,-1,-1,-1,-1,21582,-1,4.650301e-06,0.9999906,4.774984e-06
21589,immunity,19,20,110,118,Here we examined whether the suppression of regulatory T cells (Tregs) within tumors can enhance an antitumor immunity induced by an intratumoral IFN-α gene transfer.,24289533_2,0,-1,2,-1,21589,-1,0.9999231,1.6711203e-05,6.021856e-05
21590,IFN-α gene transfer,24,27,146,165,Here we examined whether the suppression of regulatory T cells (Tregs) within tumors can enhance an antitumor immunity induced by an intratumoral IFN-α gene transfer.,24289533_2,-1,-1,-1,-1,21590,-1,0.9969567,0.002540899,0.00050240615
21592,TNF receptor,12,14,99,111,"First we showed that an intraperitoneal administration of an agonistic anti-glucocorticoid induced TNF receptor (GITR) monoclonal antibody (mAb), which is reported to suppress the function of Tregs, significantly inhibited subcutaneous tumor growth in a murine pancreatic cancer model.",24289533_3,-1,-1,-1,-1,21592,-1,0.00045181232,0.9980003,0.0015478092
21594,the function,28,30,176,188,"First we showed that an intraperitoneal administration of an agonistic anti-glucocorticoid induced TNF receptor (GITR) monoclonal antibody (mAb), which is reported to suppress the function of Tregs, significantly inhibited subcutaneous tumor growth in a murine pancreatic cancer model.",24289533_3,-1,-1,-1,-1,21594,-1,7.161426e-06,0.99998605,6.7987753e-06
21600,the IFN-α-adenovirus,11,13,71,91,The anti-GITR mAb was then combined with the intratumoral injection of the IFN-α-adenovirus vector.,24289533_4,-1,-1,-1,-1,21600,-1,0.288634,0.70943683,0.0019292078
21601,The treatment,0,2,0,13,The treatment with the antibody synergistically augmented the antitumor effect of IFN-α gene therapy not only in the vector-injected tumors but also in the vector-uninjected tumors.,24289533_5,-1,-1,-1,-1,21601,-1,4.9504506e-06,0.9999906,4.526425e-06
21604,IFN-α gene therapy,11,14,82,100,The treatment with the antibody synergistically augmented the antitumor effect of IFN-α gene therapy not only in the vector-injected tumors but also in the vector-uninjected tumors.,24289533_5,-1,-1,-1,-1,21604,-1,0.9974732,0.0019594387,0.0005672776
21609,that the,2,4,22,30,"Immunostaining showed that the anti-GITR mAb decreased Foxp3(+) cells infiltrating in the tumors, while the intratumoral IFN-α gene transfer increased CD4(+) and CD8(+) T cells in the tumors.",24289533_6,-1,-1,-1,-1,21609,-1,4.0433124e-06,0.99999166,4.297738e-06
21612,the tumors,12,14,86,96,"Immunostaining showed that the anti-GITR mAb decreased Foxp3(+) cells infiltrating in the tumors, while the intratumoral IFN-α gene transfer increased CD4(+) and CD8(+) T cells in the tumors.",24289533_6,-1,-1,-1,-1,21612,-1,3.4900238e-06,0.99999166,4.82958e-06
21614,IFN-α gene transfer,18,21,121,140,"Immunostaining showed that the anti-GITR mAb decreased Foxp3(+) cells infiltrating in the tumors, while the intratumoral IFN-α gene transfer increased CD4(+) and CD8(+) T cells in the tumors.",24289533_6,-1,-1,-1,-1,21614,-1,0.99602157,0.003381732,0.0005967307
21616,the tumors,30,32,180,190,"Immunostaining showed that the anti-GITR mAb decreased Foxp3(+) cells infiltrating in the tumors, while the intratumoral IFN-α gene transfer increased CD4(+) and CD8(+) T cells in the tumors.",24289533_6,-1,-1,-1,-1,21616,-1,3.4901311e-06,0.9999919,4.643956e-06
21619,therapy,4,5,27,34,"Therefore, the combination therapy strongly inclined the immune balance of the tumor microenvironment in an antitumor direction, leading to a marked systemic antitumor effect.",24289533_7,0,1,-1,-1,21619,-1,4.1569406e-06,0.9999912,4.723621e-06
21621,the tumor,11,13,75,84,"Therefore, the combination therapy strongly inclined the immune balance of the tumor microenvironment in an antitumor direction, leading to a marked systemic antitumor effect.",24289533_7,-1,-1,-1,-1,21621,-1,4.5271904e-06,0.99998987,5.6027534e-06
21623,The CCR5,0,2,0,8,"The CCR5 expression on Tregs was downregulated in the antibody-treated mice, which may explain the decrease of tumor-infiltrating Tregs.",24289533_8,-1,-1,-1,-1,21623,-1,0.002456703,0.9472884,0.05025491
21627,tumor-infiltrating Tregs,18,20,111,135,"The CCR5 expression on Tregs was downregulated in the antibody-treated mice, which may explain the decrease of tumor-infiltrating Tregs.",24289533_8,-1,-1,-1,-1,21627,-1,1.0801248e-05,0.99998224,6.9690896e-06
21630,the tumor immunity,8,11,52,70,The combination of Treg-suppression by GITR mAb and the tumor immunity induction by IFN-α gene therapy could be a promising therapeutic strategy for pancreatic cancer.,24289533_9,-1,-1,-1,-1,21630,-1,0.018068066,0.9810766,0.00085535285
21631,IFN-α gene therapy,13,16,84,102,The combination of Treg-suppression by GITR mAb and the tumor immunity induction by IFN-α gene therapy could be a promising therapeutic strategy for pancreatic cancer.,24289533_9,-1,-1,-1,-1,21631,-1,0.99725866,0.002231924,0.0005094026
21634,functional,2,3,14,24,Generation of functional dendritic cells (DCs) with boosted immunity after the withdrawal of initial activation/maturation conditions remains a significant challenge.,24296809_0,0,1,2,-1,21634,-1,0.26510075,0.70411384,0.030785443
21636,immunity,10,11,60,68,Generation of functional dendritic cells (DCs) with boosted immunity after the withdrawal of initial activation/maturation conditions remains a significant challenge.,24296809_0,0,-1,2,-1,21636,-1,0.9997782,5.6579065e-05,0.0001652435
21642,the function,23,25,136,148,"In this study, we investigated the impact of a newly developed maturation cocktail consisting of OK-432 and interferon-gamma (IFN-γ) on the function of human monocyte-derived DCs (MoDCs).",24296809_1,-1,-1,-1,-1,21642,-1,1.1501963e-05,0.99997675,1.1730216e-05
21644,plus IFN-γ,4,6,21,31,"We found that OK-432 plus IFN-γ stimulation could induce significantly stronger expression of surface molecules, production of cytokines, as well as migration of DCs compared with OK-432 stimulation alone.",24296809_2,-1,-1,-1,-1,21644,-1,0.9947351,0.0045163343,0.0007486078
21646,plus IFN-γ-induced,7,9,42,60,"Most importantly, DCs matured with OK-432 plus IFN-γ-induced maintained secretion of interleukin-12 (IL-12)p70 in secondary culture after stimulus withdrawal.",24296809_3,-1,-1,-1,-1,21646,-1,0.9792964,0.01971018,0.0009934471
21648,Functionally,0,1,0,12,"Functionally, OK-432 plus IFN-γ-conditioned DCs induce remarkable Th1 and Tc1 responses more effectively than OK-432 alone, even more than the use of α-type-1 cytokine cocktail.",24296809_4,0,1,2,-1,21648,-1,8.252492e-06,0.9999856,6.173232e-06
21649,plus IFN-γ-conditioned,3,5,21,43,"Functionally, OK-432 plus IFN-γ-conditioned DCs induce remarkable Th1 and Tc1 responses more effectively than OK-432 alone, even more than the use of α-type-1 cytokine cocktail.",24296809_4,-1,-1,-1,-1,21649,-1,0.97955865,0.018549385,0.0018919418
21653,than the,20,22,134,142,"Functionally, OK-432 plus IFN-γ-conditioned DCs induce remarkable Th1 and Tc1 responses more effectively than OK-432 alone, even more than the use of α-type-1 cytokine cocktail.",24296809_4,-1,-1,-1,-1,21653,-1,6.62624e-06,0.9999883,5.0290646e-06
21655,plus IFN-γ,8,10,37,47,"As a result, DCs matured with OK-432 plus IFN-γ can prime stronger cytotoxic lymphocyte (CTL) and natural killer (NK) cell response against tumor cells in vitro.",24296809_5,-1,-1,-1,-1,21655,-1,0.99351877,0.0055505,0.0009306581
21656,cytotoxic lymphocyte,13,15,67,87,"As a result, DCs matured with OK-432 plus IFN-γ can prime stronger cytotoxic lymphocyte (CTL) and natural killer (NK) cell response against tumor cells in vitro.",24296809_5,-1,-1,-1,-1,21656,-1,1.4231379e-05,4.2418933e-06,0.9999815
21660,tumor cells,27,29,140,151,"As a result, DCs matured with OK-432 plus IFN-γ can prime stronger cytotoxic lymphocyte (CTL) and natural killer (NK) cell response against tumor cells in vitro.",24296809_5,-1,-1,-1,-1,21660,-1,0.0003719793,0.009896698,0.98973125
21661,blood,1,2,11,16,Peripheral blood mononuclear cells activated by DCs matured with OK-432 plus IFN-γ also showed greater tumor growth inhibition in vivo in null mice.,24296809_6,0,1,-1,-1,21661,-1,0.020914666,0.9529555,0.026129782
21663,plus IFN-γ,10,12,72,82,Peripheral blood mononuclear cells activated by DCs matured with OK-432 plus IFN-γ also showed greater tumor growth inhibition in vivo in null mice.,24296809_6,-1,-1,-1,-1,21663,-1,0.995462,0.0037286042,0.0008093862
21665,analysis,2,3,22,30,Molecular mechanistic analysis showed that DC maturation using IFN-γ in concert with OK-432 involves the activation of p38 and nuclear factor-kappa B (NF-κB) pathways.,24296809_7,0,1,-1,-1,21665,-1,9.707981e-06,0.9999821,8.137618e-06
21669,factor-kappa,20,21,135,147,Molecular mechanistic analysis showed that DC maturation using IFN-γ in concert with OK-432 involves the activation of p38 and nuclear factor-kappa B (NF-κB) pathways.,24296809_7,0,1,-1,-1,21669,-1,2.036659e-05,0.9999695,1.0114533e-05
21671,to generate,6,8,37,48,This study provided a novel strategy to generate more potent immune segments in DC vaccine.,24296809_8,-1,-1,-1,-1,21671,-1,7.7382865e-06,0.99998736,4.91445e-06
21673,tumor-infiltrating interleukin,11,13,69,99,"BACKGROUND AND AIM: Recent studies have shown that imbalance between tumor-infiltrating interleukin (IL)-17(+) T cells and regulatory T cells (Tregs) is an important regulator of progression in various cancers, but little is known regarding this imbalance in hepatocellular carcinoma (HCC).",24303990_0,-1,-1,-1,-1,21673,-1,0.10837805,0.8889114,0.0027105585
21688,tissue,13,14,55,61,"The expressions of IL-17, FoxP3, CD4, and CD8 in liver tissue were measured by immunochemistry for the evaluation of liver-infiltrating lymphocytes.",24303990_3,-1,1,2,-1,21688,-1,0.00023858712,0.98154193,0.018219464
21703,tumor-infiltrating FoxP3(+,11,13,66,92,"In surgical specimens of less differentiated HCC, the quantity of tumor-infiltrating FoxP3(+) Tregs was significantly lower and IL-17(+) T cells and CD8(+) T cells were significantly higher.",24303990_5,-1,-1,-1,-1,21703,-1,7.253098e-05,0.9998791,4.828252e-05
21725,lymphoid tissue chemokine,3,6,22,47,BACKGROUND: Secondary lymphoid tissue chemokine (SLC) is a key CC chemokine for chemotaxis of immune cells and has been an attractive candidate for anti-tumor treatments.,24304581_0,-1,-1,-1,-1,21725,-1,0.14659229,0.00058318255,0.8528245
21732,to tumors,9,11,49,58,"However, among the immune cells recruited by SLC to tumors, the CD25+ Foxp3+ regulatory T cells (Tregs) compromise the anti-tumor effects.",24304581_1,-1,-1,-1,-1,21732,-1,4.341445e-06,0.9999906,5.0770964e-06
21740,therapy,8,9,43,50,"In this study, we proposed the combination therapy of intratumoral co-administration of SLC and anti-CD25 monoclonal antibodies (mAbs).",24304581_2,0,1,-1,-1,21740,-1,4.710358e-06,0.99999094,4.3302825e-06
21741,that the,2,4,16,24,We hypothesized that the intratumoral injections of SLC and depletion of Tregs would have stronger inhibition effects on the progression of hepatocellular carcinoma (HCC) in mice.,24304581_3,-1,-1,-1,-1,21741,-1,4.3860464e-06,0.9999919,3.7262034e-06
21754,the tumors,18,20,81,91,"The percentages of Tregs, effector CD8+ T cells and CD4+ T cells were checked in the tumors, lymph nodes, spleen and liver at regular intervals.",24304581_5,-1,-1,-1,-1,21754,-1,4.2130278e-06,0.99999034,5.4080715e-06
21761,the tumor,7,9,46,55,The final anti-tumor effects were measured by the tumor volume and weight as well as the intratumoral activity of MMP2 and MMP9.,24304581_7,-1,-1,-1,-1,21761,-1,4.7653048e-06,0.99998987,5.422752e-06
21767,therapy,7,8,48,55,"RESULTS: Our experiments showed the combination therapy significantly decreased the frequency of Tregs, and increased CD8+ T cells and CD4+ T cells at tumor sites.",24304581_9,0,1,-1,-1,21767,-1,4.0992327e-06,0.9999913,4.6005557e-06
21783,therapy,33,34,176,183,"Unexpectedly, we observed a significantly decreased percentage of Tregs, and increased CD8+ T cells and CD4+ T cells in the lymph nodes, spleen and liver after the combination therapy.",24304581_11,0,1,-1,-1,21783,-1,4.880778e-06,0.99999,5.0900962e-06
21786,therapy,13,14,83,90,The growth and invasiveness of HCC was also maximally inhibited in the combination therapy compared with the SLC alone.,24304581_12,0,1,-1,-1,21786,-1,4.7281046e-06,0.9999901,5.214951e-06
21791,therapy,20,21,124,131,"Furthermore, we confirmed SLC induced the maturation of DCs via NF-κB p65 and this maturation would benefit the combination therapy.",24304581_13,0,1,-1,-1,21791,-1,4.5868446e-06,0.9999906,4.808095e-06
21811,TNF-α,2,3,7,12,"Foxp3, TNF-α and TGF-β mRNA expressions were assessed in tumor and lung tissues of LLC mice.",24325354_4,0,1,-1,-1,21811,-1,8.492675e-05,0.99988997,2.5142082e-05
21814,tissues,13,14,72,79,"Foxp3, TNF-α and TGF-β mRNA expressions were assessed in tumor and lung tissues of LLC mice.",24325354_4,-1,1,2,-1,21814,-1,6.902858e-05,0.99516135,0.0047695953
