,text,pmid,entities,start_chars,end_chars,label
4478,"In this study, we use computational protein design based on SOCS3 and JAK crystal structures to engineer a mutant SOCS3 with altered specificity.",31748225_5,specificity,133,144,1
4479,"In this study, we use mice deficient in Nedd4-family interacting protein 1 to show that overproduction of IL-4 in the periphery leads to an expanded VM population.",24795452_4,IL-4,106,110,0
4480,"In this study, we used a murine model of respiratory infection with Bordetella pertussis to examine the role of Treg cells in protective immunity in the lung.",22211712_3,Treg cells,112,122,2
4481,"In this study, we used the Th2-cell-deviated murine model of FI-RSV vaccination to test the ability of a dominant negative, cell-penetrating peptide inhibitor of STAT6 (STAT6 inhibitory peptide (IP)) to modulate the vaccine-induced predisposition to exaggerated inflammation during later RSV infection.",24796717_2,STAT6,162,167,1
4482,"In this system, using activated peripheral human CD4(+)  CD25(-) and CD8(+) T cells, T-bet knockdown led to attenuation of the interferon-γ response to both antigen-specific and non-specific TCR stimulation.",25495780_4,CD8(+) T cells,69,83,2
4483,In this work we investigated the mechanisms by which triiodothyronine (T3) controls T cell activity via dendritic cell (DC) modulation.,30816679_1,T3,71,73,1
4484,"In this work, we tested the hypothesis that, similarly to thymic Treg, the precursors of peripheral Treg are immature T cells.",23576744_3,Treg,100,104,2
4485,"In tolerized mice, phosphorylation of JAK/STAT-1, -4, ERK1/2 and NF-kappaBp65 were significantly reduced in splenocytes and the central nervous system.",19224632_2,NF-kappaBp65,65,77,1
4486,"In transgenic mice expressing both TCR that specifically recognizes moth cytochrome c and the moth cytochrome c ligand, a large proportion of CD4+ T cells expresses CD25 and secretes TGF-beta1 upon Ag stimulation.",17312153_1,"TGF-beta1,ligand,CD4+ T cells","183,112,142","192,118,154","0,0,2"
4487,"In transgenic mice in which all MHC class II molecules are incapable of binding to CD4, class II MHC-restricted T cells preferentially differentiated into immunosuppressive, regulatory T cells.",23770721_2,"MHC,class II,regulatory T cells","32,88,174","35,96,192","1,1,2"
4488,"In tumor-free mice and subcutaneous tumor-bearing mouse models, CD8 Foxp3+ T cells were a rare but naturally occurring cell subset.",21638127_3,cell subset,119,130,2
4489,"In turn, the ability of hPMSCs to induce the generation of CD4+IL-10+IFN-γ+ T cells could be promoted by IL-27 through increases in PDL2 expression in hPMSCs.",30651340_8,IL-27,105,110,0
4490,"In turn, the direct anti-proliferative action on CD4+ Teff cells seems to constitute the chief mechanism responsible for the anti-asthmatic effect of all the tested therapeutic strategies.",32339516_5,CD4+,49,53,2
4491,"In turn, the truncated form of Stat5 prevents transcription of the full-length form of Stat5.",27799311_6,"Stat5,Stat5","31,87","36,92","1,1"
4492,"In viral myocarditis, STAT3 opposes the initiation of the dilated phenotype by maintaining membrane integrity via the expression of dystrophin.",30619368_6,STAT3,22,27,1
4493,"In vitro Th17 differentiation in the presence of AhR agonists, including TCDD, promoted IL-17 and IL-22 expression, but did not induce Treg differentiation.",24244565_3,"Th17,AhR,TCDD,IL-17","9,49,73,88","13,52,77,93","2,1,1,0"
4494,"In vitro Th17 polarization studies indicated that T cell responses are not inherently defective, instead supporting the known roles for C/EBPβ in myeloid lineage cell activation as the likely mechanism for defective Th17 priming in vivo.",28088614_5,"Th17,C/EBPβ,cell activation,Th17","9,136,162,216","13,142,177,220","2,1,0,2"
4495,"In vitro activation of naive CD4(+) T lymphocytes by anti-CD3 and anti-CD28 was inhibited more effectively by the p110δ inhibitor than by the p110α inhibitor as measured by cytokine secretion (IL-2, IL-10, and IFN-γ), T-bet expression and NFAT activation.",26883061_4,"IL-2,IL-10,IFN-γ,NFAT","193,199,210,239","197,204,215,243","0,0,0,1"
4496,In vitro adhesion assays with PBMC and quantitative cell type analysis of adherent cells by FACS demonstrated that HIV-1 Tat selectively activates the adhesion of T-cells and monocytes but not of B-cells.,15246652_4,T-cells,163,170,2
4497,In vitro analyses revealed that induction of type 1 regulatory T (Tr1) cells was significantly elevated in miR-212/132(-/-) T cells with increased c-Maf expression.,25862525_8,c-Maf,147,152,1
4498,"In vitro analysis demonstrated a significant reduction in the expression of an important mediator of injury, CCL2, in response to CD8(+) T-cell recognition, or to TNF-α.",21142450_3,"CCL2,CD8(+) T-cell,TNF-α","109,130,163","113,143,168","0,2,0"
4499,In vitro analysis of CD103+ DCs indicates loss of Nlrx1 results in enhanced IL-4 production via elevated activation of the JNK/JunB pathways.,32956405_6,IL-4,76,80,0
4500,"In vitro analysis revealed that a low concentration of 0.01 microg/ml basiliximab reduced almost all of CD4+CD25high cells, but less of the CD4+ CD25low cells, and augmented IFN-gamma production of activated PBMCs.",19148493_6,"CD4+,IFN-gamma","140,174","144,183","2,0"
4501,In vitro assays indicate that BRG1 regulates a subset of TCR target genes including multiple chemokine receptor genes.,23321680_4,BRG1,30,34,1
4502,In vitro cell line study confirmed that CD4+ T cells increase the PCa Doc resistance.,31018021_12,CD4+ T cells,40,52,2
4503,"In vitro co-culture of Th1/Th17 cells isolated from different mice with HaCat cells was conducted to elucidate the effect of Th1/Th17 cells-mediated by NFKB1 on HaCat cells by MTT, wound healing and transwell invasion assay, respectively.",29748001_5,NFKB1,152,157,1
4504,In vitro culture of mouse systemic and pulmonary microvascular endothelial cells with IFN-γ showed increased endothelial cell apoptosis.,26244419_8,IFN-γ,86,91,0
4505,In vitro cytokine production at the 15 months' follow-up indicated immunomodulation.,20830731_1,cytokine,9,17,0
4506,In vitro differentiated Coro1a(-/-) Th17 CD4(+) T cells consistently produced more IL-17 than wild-type cells and displayed a Th17/Th1-like phenotype in regard to the expression of the Th1 markers T-bet and IFNγ.,21700422_5,"IFNγ,IL-17,Th1,Th17,CD4(+) T cells","207,83,185,36,41","211,88,188,40,55","0,0,2,2,2"
4507,In vitro differentiation studies showed that conversion of naïve T cells into FOXP3(+) cells (neo-generated inducible Treg (iTreg)) by TGF-beta was significantly inhibited by IFN-gamma in a STAT-1-dependent manner.,19337996_4,"IFN-gamma,TGF-beta","175,135","184,143","0,0"
4508,In vitro experiments further showed that HLA-DQA1 induced differentiation of CD4(+) T cells into CD4(+)CD25(+)FoxP3(+) regulatory T cells.,19017939_4,"CD4(+) T cells,regulatory T cells","77,119","91,137","2,2"
4509,In vitro experiments revealed that IL-35 can affect the phosphorylation of STAT5 during differentiation of naïve CD4+ T lymphocytes into Foxp3+Helios+ Tregs.,33494935_8,STAT5,75,80,1
4510,"In vitro experiments suggested that cytokines produced by Socs1(-/-) T(reg) cells and Ifnγ(-/-)Socs1(-/-) T(reg) cells modulated antigen-presenting cells for preferential Th1 and Th17 induction, respectively.",21893603_6,Th17,179,183,2
4511,"In vitro exposure of PBMCs to T. cruzi induced a downregulation of IL-27R in CD4+ T cells and an upregulation in CD8+ T cells in subjects without heart disease, while IL-27R expression remained unaltered in subjects with more severe clinical stages.",34061845_3,"CD4+ T cells,CD8+ T cells","77,113","89,125","2,2"
4512,"In vitro exposure to IL-15 allowed cells to complete division, restored the expression of PGC1α and TFAM, and regenerated mitochondrial fitness in the cycling Tregs of INRs.",30320604_8,"IL-15,PGC1α","21,90","26,95","0,1"
4513,In vitro induction of ASM deficient T cells in the presence of TGF-β and IL-2 lead to a significantly higher number of Foxp3+ induced Treg (iTreg) compared with control T-cells.,27512981_9,"IL-2,Treg,TGF-β","73,134,63","77,138,68","0,2,0"
4514,"In vitro stimulation of TLR2 in CD4(+) T cells from SLE patients increased CD40L and CD70 expression, as well as secretion of IL-6, IL-17A, IL-17F, and TNF-α, while Foxp3 transcription decreased.",26079624_4,"CD40L,TNF-α,IL-17F,CD4(+) T cells,CD70,IL-17A","75,152,140,32,85,132","80,157,146,46,89,138","0,0,0,2,0,0"
4515,"In vitro studies demonstrate that treatment of PU.1-deficient macrophages with IL-4 attenuated the expression of chitinase 3-like 3 (Ym-1) and resistin-like molecule alpha 1 (Fizz-1), two specific markers of AAM polarization.",26101328_6,IL-4,79,83,0
4516,"In vitro studies revealed that the cytokine IL-15 can potentiate the retention of circulating effector memory CD8+ T cells by down-regulating the expression of sphingosine-1-phosphate receptor, required for T cell exit from tissues, and its transcriptional activator, Kruppel-like factor 2 (KLF2).",27540722_6,"transcriptional activator,CD8+ T cells,cytokine,IL-15","241,110,35,44","266,122,43,49","1,2,0,0"
4517,"In vitro studies showed that 2'-FL inhibited differentiation of Th17 cells, phosphorylation of STAT3, and RORγt mRNA levels in T cells under Th17 polarization.",32544868_6,"Th17,Th17 cells,STAT3","141,64,95","145,74,100","2,2,1"
4518,"In vitro study showed that staphylococcal enterotoxin B (SEB) induced CD4(+) FoxP3(+) T cells to become FoxP3(+) IL-17(+) cells via facilitating the expression of IL-6, that in synergy with transforming growth factor-beta, induce the expression of IL-17 in FoxP3(+) cells.",21091665_7,"transforming growth factor-beta,IL-17","190,248","221,253","0,0"
4519,In vitro suppression was not mediated by IL-10 but involved interference with the IL-2 axis.,20821728_6,IL-10,41,46,0
4520,"In vitro treatment of PBMCs with IL-27 and IL-7 improved monofunctional and polyfunctional Th1 responses, accompanied by the induction of IL-10 and Bcl-2 expression in subjects without heart disease but did not improve those in subjects with cardiomyopathy.",34061845_5,"IL-7,IL-27,IL-10","43,33,138","47,38,143","0,0,0"
4521,"In vitro treatment with 1,25(OH)2D3 inhibited IFNgamma-induced tyrosine phosphorylation of STAT1, without affecting JAK2, in EOC-20 microglial cells.",16547967_5,STAT1,91,96,1
4522,In vitro treatment with WA decreased MDSC production of IL-10 and prevented additional MDSC production of IL-10 generated by MDSC-macrophage cross-talk.,23982485_6,"IL-10,IL-10","56,106","61,111","0,0"
4523,"In vitro, 1D11 enhanced while TGFβ potently inhibited the proliferation of Tregs.",24416401_3,TGFβ,30,34,0
4524,"In vitro, CWE inhibited anti-CD3 Ab-stimulated IFN-γ and IL-4 at the mRNA and secreted protein levels.",22053946_7,"IFN-γ,IL-4","47,57","52,61","0,0"
4525,"In vitro, GM-CSF secretion is selectively abrogated in polarized Bhlhe40(-/-) TH1 and TH17 cells, and these cells show increased production of IL-10.",24699451_5,"TH17 cells,IL-10,GM-CSF","86,143,10","96,148,16","2,0,0"
4526,"In vitro, IL-12 promotes induction of these ligands as well as differentiation of CD4+ T cells into IFN-gamma-producing Th1 but not Th2 cells.",17114437_1,"IL-12,CD4+ T cells,Th2 cells","10,82,132","15,94,141","0,2,2"
4527,"In vitro, IL-21 not only inhibited the expression of FoxP3, but also induced the expression of IL-17 in CD4(+) T cells of AA patients.",25784172_8,"IL-17,CD4(+) T cells","95,104","100,118","0,2"
4528,"In vitro, OX40-deficient Treg were found to be intrinsically hyporesponsive to IL-2, in terms of Stat5 phosphorylation and proliferation, according to elevated SOCS1 content and reduced miR155 expression.",20806292_4,"Treg,IL-2,Stat5","25,79,97","29,83,102","2,0,1"
4529,"In vitro, P. gingivalis, particularly the more virulent strain W83, stimulated myeloid antigen presenting cells (APC) to drive Th17 polarization.",22560973_3,Th17,127,131,2
4530,"In vitro, RSV impairs STAT3 phosphorylation induced by IL-21 in purified human memory CD8 T cells.",31780735_5,"STAT3,CD8 T cells","22,86","27,97","1,2"
4531,"In vitro, Th17 cells that convert to a Th1 phenotype maintain CD161 expression.",20679229_7,"Th17 cells,Th1","10,39","20,42","2,2"
4532,"In vitro, astilbin inhibited Th17 cell differentiation and IL-17 secretion of isolated T cells, and inhibited Jak/Stat3 signaling in Th17 cells, while up-regulating Stat3 inhibitor SCOSE3 expression in psoriatic lesions.",26784569_6,"Stat3,Th17 cells,cell differentiation,Th17,IL-17","165,133,34,29,59","170,143,54,33,64","1,2,0,2,0"
