,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_tf_distsv,lf_t_lymphocyte_distsv,label,olabel
8908,specificity,13.0,14.0,81.0,92.0,"In contrast, the STAT-6-IP did not affect production of IFN-gamma, demonstrating specificity for Th2 cytokine inhibition.",17675518_4,-1,1,-1,1,1
8959,Signal Transducer,25.0,27.0,160.0,177.0,"To understand the regulatory mechanism, we analyzed a 1.9-kb 5'-flanking region of the G6b-B translation start site and found a putative cis-acting element for Signal Transducer and Activator of Transcription (STAT)-6.",17678728_5,-1,1,-1,1,1
9038,Tr,5.0,6.0,36.0,38.0,"The clones also expressed different Tr markers depending on activation state: high levels of CD25 and LAG-3 when expanding nonspecifically, but FoxP3 after activation by the autoantigen they recognize.",17761830_3,-1,1,-1,1,1
9044,Tr,3.0,4.0,19.0,21.0,"Despite a discrete Tr phenotype, these cells stably expressed the T helper 1 (Th1) signature transcription factor T-bet, suggesting they derive from Th1 T cells.",17761830_4,-1,1,-1,1,1
9071,specificity,5.0,6.0,25.0,36.0,"However, Th17 cells with specificity for self-antigens are highly pathogenic and lead to the development of inflammation and severe autoimmunity.",17766098_2,-1,1,-1,1,1
9076,transcription factors,8.0,10.0,44.0,65.0,A combination of TGF-beta plus IL-6 and the transcription factors STAT3 and RORgammat were recently described to be essential for initial differentiation of Th17 cells and IL-23 for the later stabilization of the Th17 cell subset.,17766098_3,-1,1,-1,1,1
9077,STAT3,10.0,11.0,66.0,71.0,A combination of TGF-beta plus IL-6 and the transcription factors STAT3 and RORgammat were recently described to be essential for initial differentiation of Th17 cells and IL-23 for the later stabilization of the Th17 cell subset.,17766098_3,-1,1,-1,1,1
9139,transcriptional,27.0,28.0,182.0,197.0,Our results demonstrate that HLA-G expressed by antigen-presenting cells or present as soluble protein down-regulates the expression of CD4 and CD8 on allostimulated T cells at both transcriptional and posttranslational levels.,17804694_3,-1,1,-1,1,1
9270,transcription factor,35.0,37.0,202.0,222.0,"In vivo, CD4(+) naive T cells activated in the presence of TGF-beta and IL-21 failed to suppress colitis while inducing an inflammatory response characterized by high levels of IL-17 and RORgammat, the transcription factor expressed by Th17 cells.",17918200_5,-1,1,-1,1,1
9462,MHC,22.0,23.0,119.0,122.0,"IL-4 suppressed the response of myeloid DCs to both type I IFNs in vitro and in vivo by impairing the up-regulation of MHC and costimulatory molecules and the production of cytokines, such as IL-6 and IL-15, and anti-viral genes, such as Mx-1, upon type I IFN stimulation.",17982033_4,-1,1,-1,1,1
9472,STAT1,31.0,32.0,207.0,212.0,"In dissecting the mechanism underlying this inhibition, we characterized the positive feedback loop that is triggered by IFN-alpha in primary DCs and found that IL-4 inhibited the initial phosphorylation of STAT1 and STAT2 (the transducers of signaling downstream of IFN-alpha and -beta receptors (IFNARs)) and reduced the up-regulation of genes involved in the amplification of the IFN response such as IRF-7, STAT1, STAT2, IFN-beta, and the IFNARs in vitro and in vivo.",17982033_5,-1,1,-1,1,1
9473,STAT2,33.0,34.0,217.0,222.0,"In dissecting the mechanism underlying this inhibition, we characterized the positive feedback loop that is triggered by IFN-alpha in primary DCs and found that IL-4 inhibited the initial phosphorylation of STAT1 and STAT2 (the transducers of signaling downstream of IFN-alpha and -beta receptors (IFNARs)) and reduced the up-regulation of genes involved in the amplification of the IFN response such as IRF-7, STAT1, STAT2, IFN-beta, and the IFNARs in vitro and in vivo.",17982033_5,-1,1,-1,1,1
9480,IRF-7,65.0,66.0,404.0,409.0,"In dissecting the mechanism underlying this inhibition, we characterized the positive feedback loop that is triggered by IFN-alpha in primary DCs and found that IL-4 inhibited the initial phosphorylation of STAT1 and STAT2 (the transducers of signaling downstream of IFN-alpha and -beta receptors (IFNARs)) and reduced the up-regulation of genes involved in the amplification of the IFN response such as IRF-7, STAT1, STAT2, IFN-beta, and the IFNARs in vitro and in vivo.",17982033_5,-1,1,-1,1,1
9481,STAT1,67.0,68.0,411.0,416.0,"In dissecting the mechanism underlying this inhibition, we characterized the positive feedback loop that is triggered by IFN-alpha in primary DCs and found that IL-4 inhibited the initial phosphorylation of STAT1 and STAT2 (the transducers of signaling downstream of IFN-alpha and -beta receptors (IFNARs)) and reduced the up-regulation of genes involved in the amplification of the IFN response such as IRF-7, STAT1, STAT2, IFN-beta, and the IFNARs in vitro and in vivo.",17982033_5,-1,1,-1,1,1
9482,STAT2,69.0,70.0,418.0,423.0,"In dissecting the mechanism underlying this inhibition, we characterized the positive feedback loop that is triggered by IFN-alpha in primary DCs and found that IL-4 inhibited the initial phosphorylation of STAT1 and STAT2 (the transducers of signaling downstream of IFN-alpha and -beta receptors (IFNARs)) and reduced the up-regulation of genes involved in the amplification of the IFN response such as IRF-7, STAT1, STAT2, IFN-beta, and the IFNARs in vitro and in vivo.",17982033_5,-1,1,-1,1,1
9568,proximal,27.0,28.0,173.0,181.0,"Although EMSA analysis indicated that both kappaB-105 and kappaB-642, but not kappaB-513, bound to NF-kappaB in vitro, luciferase-based reporter assays showed that the most proximal kappaB site, kappaB-105, was uniquely indispensable to the induction of p19 transcription.",17982049_6,-1,1,-1,1,1
9573,RelA,7.0,8.0,66.0,70.0,"Chromatin immunoprecipitation demonstrated in vivo association of RelA, c-Rel, and p50 with kappaB-105 of the p19 promoter.",17982049_7,-1,1,-1,1,1
9574,c-Rel,9.0,10.0,72.0,77.0,"Chromatin immunoprecipitation demonstrated in vivo association of RelA, c-Rel, and p50 with kappaB-105 of the p19 promoter.",17982049_7,-1,1,-1,1,1
9575,p50,12.0,13.0,83.0,86.0,"Chromatin immunoprecipitation demonstrated in vivo association of RelA, c-Rel, and p50 with kappaB-105 of the p19 promoter.",17982049_7,-1,1,-1,1,1
9577,RelA,9.0,10.0,59.0,63.0,These results provide the evidence that the association of RelA and c-Rel with the proximal kappaB site in the p19 promoter is required to induce of p19 expression.,17982049_8,-1,1,-1,1,1
9578,c-Rel,11.0,12.0,68.0,73.0,These results provide the evidence that the association of RelA and c-Rel with the proximal kappaB site in the p19 promoter is required to induce of p19 expression.,17982049_8,-1,1,-1,1,1
9678,aryl hydrocarbon receptor,1.0,4.0,4.0,29.0,The aryl hydrocarbon receptor (AhR) is part of a powerful signaling system that is triggered by xenobiotic agents such as polychlorinated hydrocarbons and polycyclic aromatic hydrocarbons.,17982086_0,-1,1,-1,1,1
9679,AhR,5.0,6.0,31.0,34.0,The aryl hydrocarbon receptor (AhR) is part of a powerful signaling system that is triggered by xenobiotic agents such as polychlorinated hydrocarbons and polycyclic aromatic hydrocarbons.,17982086_0,-1,1,-1,1,1
9683,AhR,4.0,5.0,27.0,30.0,"Although activation of the AhR by 2,3,7,8-tetrachlorodibenzo-p-dioxin or certain polycyclic aromatic hydrocarbons can lead to immunosuppression, there is also increasing evidence that the AhR regulates certain normal developmental processes.",17982086_1,-1,1,-1,1,1
9686,AhR,24.0,25.0,188.0,191.0,"Although activation of the AhR by 2,3,7,8-tetrachlorodibenzo-p-dioxin or certain polycyclic aromatic hydrocarbons can lead to immunosuppression, there is also increasing evidence that the AhR regulates certain normal developmental processes.",17982086_1,-1,1,-1,1,1
9688,AhR,8.0,9.0,36.0,39.0,"In this study, we asked whether the AhR plays a role in host resistance using murine listeriosis as an experimental system.",17982086_2,-1,1,-1,1,1
9692,AhR,5.0,6.0,34.0,37.0,Our data clearly demonstrate that AhR null C57BL/6J mice (AhR(-/-)) are more susceptible to listeriosis than AhR heterozygous (AhR(+/-)) littermates when inoculated i.v. with log-phase Listeria monocytogenes.,17982086_3,-1,1,-1,1,1
9695,AhR,19.0,20.0,109.0,112.0,Our data clearly demonstrate that AhR null C57BL/6J mice (AhR(-/-)) are more susceptible to listeriosis than AhR heterozygous (AhR(+/-)) littermates when inoculated i.v. with log-phase Listeria monocytogenes.,17982086_3,-1,1,-1,1,1
9732,AhR,7.0,8.0,43.0,46.0,These data provide the first evidence that AhR is required for optimal resistance but is not essential for adaptive immune response to L. monocytogenes infection.,17982086_10,-1,1,-1,1,1
9770,p50,11.0,12.0,71.0,74.0,We also crossed IL-13-transgenic mice with mice with null mutations of p50 to generate mice that overproduced IL-13 in the presence and absence of this NF-kappaB component.,17982094_5,-1,1,-1,1,1
9821,NFAT,19.0,20.0,110.0,114.0,"Specific inhibitors for JAK/STAT, nuclear factor-kappaB (NF-kappaB), and nuclear factor for activated T cell (NFAT) were used to analyze signal transduction mechanisms.",18023521_5,-1,1,-1,1,1
9834,GATA-3,11.0,12.0,65.0,71.0,"T helper type 2 cells, whose IL-10 production mechanisms involve GATA-3, failed to show IL-2-mediated enhancement of IL-10.",18023521_9,-1,1,-1,1,1
9843,STAT5,5.0,6.0,48.0,53.0,Further inhibitor experiments demonstrated that STAT5 rather than STAT3 was critically involved in this mechanism.,18023521_11,-1,1,-1,1,1
9844,STAT3,8.0,9.0,66.0,71.0,Further inhibitor experiments demonstrated that STAT5 rather than STAT3 was critically involved in this mechanism.,18023521_11,-1,1,-1,1,1
9893,human immunodeficiency virus,27.0,30.0,167.0,195.0,In a previous study we showed that vaccination with the native Tat protein controlled virus replication in five out of seven monkeys against challenge with the simian human immunodeficiency virus (SHIV)-89.6P cy243 and that this protection correlated with T helper (Th)-1 response and cytotoxic T lymphocyte (CTL) activity.,18049888_0,-1,1,-1,1,1
9899,Tat protein,24.0,26.0,155.0,166.0,"To address the evolution of the SHIV-89.6P cy243 both in control and vaccinated infected monkeys, the sequence of the human immunodeficiency virus (HIV)-1 Tat protein and the C2-V3 Env region of the proviral-DNA-derived clones were analyzed in both control and vaccinated but unprotected animals.",18049888_1,-1,1,-1,1,1
9918,Tat protein,12.0,14.0,78.0,89.0,"We concluded that in the vaccinated unprotected animals, vaccination with the Tat protein induced a broad antiviral response, as demonstrated by the reduced ability to develop escape mutants, which is known to help in the control of viral replication.",18049888_7,-1,1,-1,1,1
10249,AP-1,23.0,24.0,141.0,145.0,The suppression of IL-2 induction was solely due to the inhibition of NF-kappaB activation as the mutations did not impair the activation of AP-1 and NFAT.,18207244_7,-1,1,-1,1,1
10250,NFAT,25.0,26.0,150.0,154.0,The suppression of IL-2 induction was solely due to the inhibition of NF-kappaB activation as the mutations did not impair the activation of AP-1 and NFAT.,18207244_7,-1,1,-1,1,1
10277,NFAT1,7.0,8.0,53.0,58.0,Immuno-blot showed increased expression of FOXP3 and NFAT1 in CD4+CD25- and CD4+CD25+ T cells exposed to rATG.,18250226_4,-1,1,-1,1,1
10301,NFAT1,14.0,15.0,103.0,108.0,"Our findings indicate that rATG expanded Treg, probably through transcriptional regulation by enhanced NFAT1 expression, in turn conferring CD4+CD25- T cell FOXP3 expression and regulatory activity.",18250226_8,-1,1,-1,1,1
10324,NF-kappaB,12.0,13.0,66.0,75.0,"Other key signaling pathways for the immune response, such as the NF-kappaB and TGF-beta signaling are prone to be modulated by these ubiquitin ligases.",18295731_4,-1,1,-1,1,1
10474,transcription factor,20.0,22.0,160.0,180.0,"Vaccines are delivered by attenuated Salmonella typhimurium to secondary lymphoid organs and respectively target vascular endothelial growth factor receptor-2, transcription factor Fos-related antigen-1, anti-apoptosis protein survivin and Legumain, an asparaginyl endopeptidase specifically overexpressed on tumor-associated macrophages (TAMs) in the tumor microenvironment (TME).",18363997_1,-1,1,-1,1,1
10532,major histocompatibility complex,28.0,31.0,200.0,232.0,"These include milk fat globule epidermal growth factor protein-8 expansion of forkhead box protein 3+ regulatory T cells, cytotoxic T-lymphocyte antigen-4-mediated negative costimulation, and soluble major histocompatibility complex class I chain-related protein A suppression of NKG2D-dependent innate and adaptive anti-tumor cytotoxicity.",18364009_4,-1,1,-1,1,1
10571,transcription factor,55.0,57.0,346.0,366.0,"In both models of intestinal inflammation, improved clinical outcome was associated with reduced inflammation and profound attenuation of T(h)1 responses and, consistent with these in vivo findings, we confirmed that during in vitro differentiation, IL-27 directly promotes CD4(+) T cell IFN-gamma production through effects on Tbet, a key T(h)1 transcription factor.",18375937_4,-1,1,-1,1,1
10706,Retinoic acid,0.0,2.0,0.0,13.0,Retinoic acid has also been shown to suppress loss of Foxp3 induced by TGF-beta1.,18400747_6,-1,1,-1,1,1
10709,Retinoic acid,0.0,2.0,0.0,13.0,"Retinoic acid in the presence of TGF-beta1 reduced STAT6 binding to the Foxp3 promoter and enhanced histone acetylation, thereby reverting the effect of IL-4.",18400747_7,-1,1,-1,1,1
10772,transcriptional activator,3.0,5.0,10.0,35.0,"JunB is a transcriptional activator of various cytokine genes, such as IL-2, IL-4, and IL-10; however, the post-translational modifications that regulate JunB activity in T cells are poorly characterized.",18424718_1,-1,1,-1,1,1
10835,NK,14.0,15.0,111.0,113.0,"Upon coculture with autologous NK cells, reovirus-activated DC up-regulated IFN-gamma production and increased NK cytolytic activity.",18424722_5,-1,1,-1,1,1
10893,Stat3,7.0,8.0,44.0,49.0,We show that mice with targeted-deletion of Stat3 in CD4(+) T cells (CD4(Stat3)(-/-)) do not develop experimental autoimmune uveoretinitis (EAU) or experimental autoimmune encephalomyelitis.,18424728_1,-1,1,-1,1,1
10906,STAT3,29.0,30.0,190.0,195.0,"Defective Th17 differentiation noted in CD4(Stat3)(-/-) mice is compensated by exaggerated increases in Foxp3-, IL-10-, IL-4-, and IFN-gamma-expressing T cells, suggesting critical roles of STAT3 in shaping Ag-specific CD4(+) T cell repertoire.",18424728_2,-1,1,-1,1,1
10934,STAT3,46.0,47.0,334.0,339.0,"Adoptive transfer of activated interphotoreceptor retinoid-binding protein-specific uveitogenic T cells induced in CD4(Stat3)(-/-) mice a severe EAU characterized by development of retinal folds, infiltration of inflammatory cells into the retina, and destruction of retinal architecture, underscoring our contention that the loss of STAT3 in CD4(+) T cells results in an intrinsic developmental defect that renders CD4(Stat3)(-/-) resistant to CNS inflammatory diseases.",18424728_5,-1,1,-1,1,1
10938,STAT3,0.0,1.0,0.0,5.0,"STAT3 requirement for IL-17 production by Th17, generation of double positive T cells expressing IL-17 and IFN-gamma, and for T cell trafficking into CNS tissues suggests that STAT3 may be a therapeutic target for modulating uveitis, sceritis, or multiple sclerosis.",18424728_6,-1,1,-1,1,1
10945,STAT3,29.0,30.0,176.0,181.0,"STAT3 requirement for IL-17 production by Th17, generation of double positive T cells expressing IL-17 and IFN-gamma, and for T cell trafficking into CNS tissues suggests that STAT3 may be a therapeutic target for modulating uveitis, sceritis, or multiple sclerosis.",18424728_6,-1,1,-1,1,1
10965,Stat3,1.0,2.0,8.0,13.0,"Because Stat3 is essential in IL-10 signaling, immune cell-specific Stat3-deficient mice were subjected to P. gingivalis infection to identify the key IL-10-responsive cells in preventing periodontitis.",18424741_4,-1,1,-1,1,1
