,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
18279,weight gain,30,32,182,193,Oral administration of CBZ as an aqueous suspension every 8 h at a dose of 250 mg/kg was continuously protective against HFDE-induced seizures and was minimally toxic as measured by weight gain over 8 weeks of treatment.,2924746_6,-1,1,1
18283,myocardial ischemia,1,3,21,40,Dipyridamole-induced myocardial ischemia.,2950248_0,-1,1,1
18285,dipyridamole,10,11,87,99,Angina and ischemic electrocardiographic changes occurred after administration of oral dipyridamole in four patients awaiting urgent myocardial revascularization procedures.,2950248_1,0,-1,0
18287,side effect,12,14,61,72,"To our knowledge, this has not previously been reported as a side effect of preoperative dipyridamole therapy, although dipyridamole-induced myocardial ischemia has been demonstrated to occur in animals and humans with coronary artery disease.",2950248_2,-1,1,1
18288,dipyridamole,16,17,89,101,"To our knowledge, this has not previously been reported as a side effect of preoperative dipyridamole therapy, although dipyridamole-induced myocardial ischemia has been demonstrated to occur in animals and humans with coronary artery disease.",2950248_2,0,-1,0
18289,myocardial ischemia,21,23,141,160,"To our knowledge, this has not previously been reported as a side effect of preoperative dipyridamole therapy, although dipyridamole-induced myocardial ischemia has been demonstrated to occur in animals and humans with coronary artery disease.",2950248_2,-1,1,1
18290,coronary artery disease,33,36,219,242,"To our knowledge, this has not previously been reported as a side effect of preoperative dipyridamole therapy, although dipyridamole-induced myocardial ischemia has been demonstrated to occur in animals and humans with coronary artery disease.",2950248_2,-1,1,1
18294,atrial natriuretic factor,5,8,42,67,Inhibition of sympathoadrenal activity by atrial natriuretic factor in dogs.,2951327_0,0,-1,0
18298,natriuretic factor,4,6,32,50,infusions of human alpha-atrial natriuretic factor.,2951327_2,0,-1,0
18303,/- 1,29,31,139,143,"Mean arterial pressure (as a percentage of control +/- SEM) during randomized infusions of 0.03, 0.1, 0.3, or 1.0 microgram/kg/min was 99 +/- 1, 95 +/- 1 (p less than 0.05), 93 +/- 1 (p less than 0.01), or 79 +/- 6% (p less than 0.001), respectively, but no tachycardia and no augmentation of the norepinephrine release rate (up to 0.3 microgram/kg/min) were observed, which is in contrast to comparable hypotension induced by hydralazine or nitroglycerin.",2951327_3,0,-1,0
18304,/- 1,34,36,149,153,"Mean arterial pressure (as a percentage of control +/- SEM) during randomized infusions of 0.03, 0.1, 0.3, or 1.0 microgram/kg/min was 99 +/- 1, 95 +/- 1 (p less than 0.05), 93 +/- 1 (p less than 0.01), or 79 +/- 6% (p less than 0.001), respectively, but no tachycardia and no augmentation of the norepinephrine release rate (up to 0.3 microgram/kg/min) were observed, which is in contrast to comparable hypotension induced by hydralazine or nitroglycerin.",2951327_3,0,-1,0
18305,/- 1,45,47,178,182,"Mean arterial pressure (as a percentage of control +/- SEM) during randomized infusions of 0.03, 0.1, 0.3, or 1.0 microgram/kg/min was 99 +/- 1, 95 +/- 1 (p less than 0.05), 93 +/- 1 (p less than 0.01), or 79 +/- 6% (p less than 0.001), respectively, but no tachycardia and no augmentation of the norepinephrine release rate (up to 0.3 microgram/kg/min) were observed, which is in contrast to comparable hypotension induced by hydralazine or nitroglycerin.",2951327_3,0,-1,0
18309,atrial natriuretic factor,19,22,106,131,"The release rate of epinephrine (control, 6.7 +/- 0.6 ng/kg/min) declined immediately during infusions of atrial natriuretic factor to a minimum of 49 +/- 5% of control (p less than 0.001) during 0.1 microgram/kg/min and to 63 +/- 5% (0.1 greater than p greater than 0.05) or 95 +/- 13% (not significant) during 0.3 or 1.0 microgram/kg/min.",2951327_4,0,-1,0
18315,atrial natriuretic factor,6,9,47,72,Steady state arterial plasma concentrations of atrial natriuretic factor were 39 +/- 10 pg/ml (n = 6) during infusions of saline and 284 +/- 24 pg/ml (n = 6) and 1520 +/- 300 pg/ml (n = 9) during 0.03 and 0.1 microgram/kg/min infusions of the factor.(ABSTRACT TRUNCATED AT 250 WORDS),2951327_5,0,-1,0
18321,iohexol,5,6,33,40,"Selective injection of iopentol, iohexol and metrizoate into the left coronary artery of the dog.",2980315_0,0,-1,0
18323,coronary artery,11,13,70,85,"Selective injection of iopentol, iohexol and metrizoate into the left coronary artery of the dog.",2980315_0,-1,1,1
18324,ventricular fibrillation,2,4,13,37,Induction of ventricular fibrillation and decrease of aortic pressure.,2980315_1,-1,1,1
18327,coronary artery,11,13,67,82,"In twenty beagle dogs selective injections were made into the left coronary artery with iopentol, iohexol and metrizoate in doses of 4 ml, 8 ml and 16 ml.",2980315_2,-1,1,1
18329,iohexol,16,17,98,105,"In twenty beagle dogs selective injections were made into the left coronary artery with iopentol, iohexol and metrizoate in doses of 4 ml, 8 ml and 16 ml.",2980315_2,0,-1,0
18332,iohexol,5,6,35,42,"Thirty-six iopentol injections, 35 iohexol injections and 37 metrizoate injections were made.",2980315_3,0,-1,0
18334,ventricular fibrillation,2,4,15,39,Frequencies of ventricular fibrillation were significantly lower (p less than 0.05) after iopentol (0%) and iohexol (3%) than after metrizoate (22%).,2980315_4,-1,1,1
18339,iohexol,2,3,13,20,Iopentol and iohexol also produced significantly less decrease in aortic blood pressure than metrizoate at the different doses.,2980315_5,0,-1,0
18340,blood pressure,10,12,73,87,Iopentol and iohexol also produced significantly less decrease in aortic blood pressure than metrizoate at the different doses.,2980315_5,-1,1,1
18344,adenylate cyclase,5,7,27,44,It has been suggested that adenylate cyclase inhibition may be important in the development of both nephrogenic diabetes insipidus and hypothyroidism during lithium treatment.,3001299_1,0,-1,0
18345,nephrogenic diabetes insipidus,16,19,100,130,It has been suggested that adenylate cyclase inhibition may be important in the development of both nephrogenic diabetes insipidus and hypothyroidism during lithium treatment.,3001299_1,-1,1,1
18349,desmopressin,13,14,82,94,We measured serum thyroxine and urine-concentrating ability (Umax) in response to desmopressin (DDAVP) in 85 patients receiving lithium.,3001299_2,0,-1,0
18350,DDAVP,15,16,96,101,We measured serum thyroxine and urine-concentrating ability (Umax) in response to desmopressin (DDAVP) in 85 patients receiving lithium.,3001299_2,0,-1,0
18356,Remodelling,0,1,0,11,Remodelling of nerve structure in experimental isoniazid neuropathy in the rat.,3015327_0,-1,1,1
18375,arginine vasopressin,5,7,40,60,Portal plasma concentrations of neither arginine vasopressin nor oxytocin are significantly altered in this paradigm.,3015567_2,0,-1,0
18378,glucocorticoid synthesis,23,25,159,183,"Application of a delayed feedback signal, in the form of a 2-h systemic corticosterone infusion in urethane-anesthetized rats with pharmacological blockade of glucocorticoid synthesis, is without effect on the resting secretion of arginine vasopressin and oxytocin at any corticosterone feedback dose tested.",3015567_3,0,-1,0
18380,arginine vasopressin,34,36,231,251,"Application of a delayed feedback signal, in the form of a 2-h systemic corticosterone infusion in urethane-anesthetized rats with pharmacological blockade of glucocorticoid synthesis, is without effect on the resting secretion of arginine vasopressin and oxytocin at any corticosterone feedback dose tested.",3015567_3,0,-1,0
18389,delta 9-tetrahydrocannabinol,6,8,50,78,Noradrenergic involvement in catalepsy induced by delta 9-tetrahydrocannabinol.,3031535_0,0,-1,0
18392,delta 9-tetrahydrocannabinol,15,17,95,123,"In order to elucidate the role of the catecholaminergic system in the cataleptogenic effect of delta 9-tetrahydrocannabinol (THC), the effect of pretreatment with 6-hydroxydopamine (6-OHDA) or with desipramine and 6-OHDA and lesions of the locus coeruleus were investigated in rats.",3031535_1,0,-1,0
18412,dopaminergic,20,21,131,143,"These results indicate that noradrenergic neurons have an important role in the manifestation of catalepsy induced by THC, whereas dopaminergic neurons are important in catalepsy induced by haloperidol.",3031535_4,0,-1,0
18419,chlorpheniramine,14,15,99,115,"Multicenter, double-blind, multiple-dose, parallel-groups efficacy and safety trial of azelastine, chlorpheniramine, and placebo in the treatment of spring allergic rhinitis.",3057041_0,0,-1,0
18420,allergic rhinitis,23,25,156,173,"Multicenter, double-blind, multiple-dose, parallel-groups efficacy and safety trial of azelastine, chlorpheniramine, and placebo in the treatment of spring allergic rhinitis.",3057041_0,-1,1,1
18422,antiallergic,4,5,20,32,"Azelastine, a novel antiallergic medication, was compared with chlorpheniramine maleate and placebo for efficacy and safety in the treatment of spring allergic rhinitis in a multicenter, double-blind, multiple-dose, parallel-groups study.",3057041_1,0,-1,0
18423,chlorpheniramine maleate,10,12,63,87,"Azelastine, a novel antiallergic medication, was compared with chlorpheniramine maleate and placebo for efficacy and safety in the treatment of spring allergic rhinitis in a multicenter, double-blind, multiple-dose, parallel-groups study.",3057041_1,0,-1,0
18424,allergic rhinitis,23,25,151,168,"Azelastine, a novel antiallergic medication, was compared with chlorpheniramine maleate and placebo for efficacy and safety in the treatment of spring allergic rhinitis in a multicenter, double-blind, multiple-dose, parallel-groups study.",3057041_1,-1,1,1
18430,allergic rhinitis,20,22,94,111,"Subjects ranged in age from 18 to 60 years of age and had at least a 2-year history of spring allergic rhinitis, confirmed by positive skin test to spring aeroallergens.",3057041_3,-1,1,1
18435,chlorpheniramine,33,34,169,185,"Medications were given four times daily; the azelastine groups received 0.5, 1.0, or 2.0 mg in the morning and evening with placebo in the early and late afternoon; the chlorpheniramine group received 4.0 mg four times daily.",3057041_4,0,-1,0
18443,body weights,3,5,13,25,"Vital signs, body weights, serum chemistry values, complete blood cell counts, urine studies, and electrocardiograms were obtained for each subject and compared among groups.",3057041_8,-1,1,1
18451,chlorpheniramine,5,6,26,42,"In contrast, although the chlorpheniramine group did have fewer symptoms than the placebo group during the study, the difference never reached statistical significance during any week of the study.",3057041_11,0,-1,0
18453,side effects,4,6,22,34,There were no serious side effects in any of the treatment groups.,3057041_12,-1,1,1
18455,altered taste,2,4,15,28,Drowsiness and altered taste perception were increased significantly over placebo only in the high-dose azelastine group.,3057041_13,-1,1,1
18458,seasonal allergic rhinitis,10,13,60,86,"Azelastine appears to be a safe, efficacious medication for seasonal allergic rhinitis.",3057041_14,-1,1,1
18459,renal insufficiency,3,5,35,54,Reversibility of captopril-induced renal insufficiency after prolonged use in an unusual case of renovascular hypertension.,3070035_0,-1,1,1
18460,renovascular hypertension,13,15,97,122,Reversibility of captopril-induced renal insufficiency after prolonged use in an unusual case of renovascular hypertension.,3070035_0,-1,1,1
18461,renal artery,10,12,57,69,"We report a case of severe hypertension with an occluded renal artery to a solitary kidney, who developed sudden deterioration of renal function following treatment with captopril.",3070035_1,-1,1,1
18462,solitary kidney,14,16,75,90,"We report a case of severe hypertension with an occluded renal artery to a solitary kidney, who developed sudden deterioration of renal function following treatment with captopril.",3070035_1,-1,1,1
18467,renal failure,5,7,50,63,This indicates reversibility in captopril-induced renal failure even after its prolonged use and suggests that no organic damage occurs to glomerular arterioles following chronic ACE inhibition.,3070035_3,-1,1,1
18470,HMG CoA reductase inhibitors,0,4,0,28,HMG CoA reductase inhibitors.,3076126_0,0,-1,0
