,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
9100,ischemic chest pain,6,9,43,62,"A 79-year-old woman presented with typical ischemic chest pain, elevated cardiac enzymes with significant ST-segment abnormalities on her electrocardiogram.",19300240_5,-1,-1,-1
9101,fluorouracil,5,6,39,51,She underwent recent chemotherapy with fluorouracil for metastatic colorectal cancer.,19300240_6,-1,-1,-1
9102,colorectal cancer,8,10,67,84,She underwent recent chemotherapy with fluorouracil for metastatic colorectal cancer.,19300240_6,-1,-1,-1
9103,akinetic,13,14,112,120,Echocardiography revealed a wall-motion abnormality involving the apical and periapical segments which appeared akinetic.,19300240_7,-1,1,1
9104,coronary lesions,5,7,45,61,Coronary angiography revealed no obstructive coronary lesions.,19300240_8,-1,-1,-1
9105,akinesis,12,13,82,90,Echocardiogram revealed a normal ejection fraction and a resolution of the apical akinesis.,19300240_11,-1,-1,-1
9106,cardiac complications,3,5,27,48,"Pathogenetic mechanisms of cardiac complications in cancer patients undergoing chemotherapy include coronary vasospasm, endothelial damage and consequent thrombus formation.",19300240_12,-1,-1,-1
9107,cancer,6,7,52,58,"Pathogenetic mechanisms of cardiac complications in cancer patients undergoing chemotherapy include coronary vasospasm, endothelial damage and consequent thrombus formation.",19300240_12,-1,1,1
9108,coronary vasospasm,11,13,100,118,"Pathogenetic mechanisms of cardiac complications in cancer patients undergoing chemotherapy include coronary vasospasm, endothelial damage and consequent thrombus formation.",19300240_12,-1,-1,-1
9109,thrombus,18,19,154,162,"Pathogenetic mechanisms of cardiac complications in cancer patients undergoing chemotherapy include coronary vasospasm, endothelial damage and consequent thrombus formation.",19300240_12,-1,-1,-1
9110,catecholamines,9,10,55,69,"In our patient, both supraphysiologic levels of plasma catecholamines and stress related neuropeptides caused by cancer diagnosis as well as chemotherapy may have contributed the development of ABS.",19300240_13,0,-1,0
9111,cancer,16,17,113,119,"In our patient, both supraphysiologic levels of plasma catecholamines and stress related neuropeptides caused by cancer diagnosis as well as chemotherapy may have contributed the development of ABS.",19300240_13,-1,1,1
9112,ABS,28,29,194,197,"In our patient, both supraphysiologic levels of plasma catecholamines and stress related neuropeptides caused by cancer diagnosis as well as chemotherapy may have contributed the development of ABS.",19300240_13,-1,-1,-1
9113,Bradykinin,0,1,0,10,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,0,-1,0
9114,nitric oxide,4,6,37,49,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,-1,-1,-1
9115,vincristine,9,10,73,84,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,0,-1,0
9116,streptozotocin,11,12,89,103,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,0,-1,0
9117,hyperalgesia,13,14,112,124,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,-1,1,1
9118,diabetic neuropathy,17,19,145,164,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,-1,-1,-1
9119,bradykinin,66,67,373,383,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,0,-1,0
9120,HOE 140,68,70,385,392,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,-1,-1,-1
9121,des Arg10,76,78,412,421,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,-1,-1,-1
9122,HOE 140,78,80,422,429,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,-1,-1,-1
9123,diabetic,90,91,472,480,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,-1,1,1
9124,neuropathy,99,100,538,548,"PURPOSE: The influence of an irreversible inhibitor of constitutive NO synthase (L-NOArg; 1.0 mg/kg ip), a relatively selective inhibitor of inducible NO synthase (L-NIL; 1.0 mg/kg ip) and a relatively specific inhibitor of neuronal NO synthase (7-NI; 0.1 mg/kg ip), on antihyperalgesic action of selective antagonists of B2 and B1 receptors: D-Arg-[Hyp3,Thi5,D-Tic7,Oic8] bradykinin (HOE 140; 70 nmol/kg ip) or des Arg10 HOE 140 (70 nmol/kg ip) respectively, in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated.",19300402_1,-1,1,1
9125,pain,5,6,24,28,METHODS: The changes in pain thresholds were determined using mechanical stimuli--the modification of the classic paw withdrawal test described by Randall-Selitto.,19300402_2,-1,1,1
9126,bradykinin,11,12,62,72,RESULTS: The results of this paper confirm that inhibition of bradykinin receptors and inducible NO synthase but not neuronal NO synthase activity reduces diabetic hyperalgesia.,19300402_3,0,-1,0
9127,diabetic hyperalgesia,24,26,155,176,RESULTS: The results of this paper confirm that inhibition of bradykinin receptors and inducible NO synthase but not neuronal NO synthase activity reduces diabetic hyperalgesia.,19300402_3,-1,-1,-1
9128,HOE 140,14,16,105,112,"Pretreatment with L-NOArg and L-NIL but not 7-NI, significantly increases antihyperalgesic activity both HOE 140 and des Arg10 HOE 140.",19300402_4,-1,-1,-1
9129,des Arg10 HOE 140,17,21,117,134,"Pretreatment with L-NOArg and L-NIL but not 7-NI, significantly increases antihyperalgesic activity both HOE 140 and des Arg10 HOE 140.",19300402_4,-1,-1,-1
9130,bradykinin,19,20,109,119,It was also shown that both products of inducible NO synthase and neuronal NO synthase activation as well as bradykinin are involved in hyperalgesia produced by vincristine.,19300402_5,0,-1,0
9131,hyperalgesia,23,24,136,148,It was also shown that both products of inducible NO synthase and neuronal NO synthase activation as well as bradykinin are involved in hyperalgesia produced by vincristine.,19300402_5,-1,1,1
9132,vincristine,26,27,161,172,It was also shown that both products of inducible NO synthase and neuronal NO synthase activation as well as bradykinin are involved in hyperalgesia produced by vincristine.,19300402_5,0,-1,0
9133,HOE 140,12,14,80,87,"Moreover, L-NOArg and 7-NI but not L-NIL intensify antihyperalgesic activity of HOE 140 or des-Arg10HOE 140 in toxic neuropathy.",19300402_6,-1,-1,-1
9134,toxic neuropathy,18,20,111,127,"Moreover, L-NOArg and 7-NI but not L-NIL intensify antihyperalgesic activity of HOE 140 or des-Arg10HOE 140 in toxic neuropathy.",19300402_6,-1,-1,-1
9135,diabetic,21,22,130,138,CONCLUSIONS: Results of these studies suggest that B1 and B2 receptors are engaged in transmission of nociceptive stimuli in both diabetic and toxic neuropathy.,19300402_7,-1,1,1
9136,toxic neuropathy,23,25,143,159,CONCLUSIONS: Results of these studies suggest that B1 and B2 receptors are engaged in transmission of nociceptive stimuli in both diabetic and toxic neuropathy.,19300402_7,-1,-1,-1
9137,hyperalgesia,2,3,26,38,"In streptozotocin-induced hyperalgesia, inducible NO synthase participates in pronociceptive activity of bradykinin, whereas in vincristine-induced hyperalgesia bradykinin seemed to activate neuronal NO synthase pathway.",19300402_8,-1,1,1
9138,bradykinin,12,13,105,115,"In streptozotocin-induced hyperalgesia, inducible NO synthase participates in pronociceptive activity of bradykinin, whereas in vincristine-induced hyperalgesia bradykinin seemed to activate neuronal NO synthase pathway.",19300402_8,0,-1,0
9139,hyperalgesia bradykinin,17,19,148,171,"In streptozotocin-induced hyperalgesia, inducible NO synthase participates in pronociceptive activity of bradykinin, whereas in vincristine-induced hyperalgesia bradykinin seemed to activate neuronal NO synthase pathway.",19300402_8,-1,-1,-1
9140,bradykinin,8,9,56,66,"Therefore, concomitant administration of small doses of bradykinin receptor antagonists and NO synthase inhibitors can be effective in alleviation of neuropathic pain, even in hospital care.",19300402_9,0,-1,0
9141,neuropathic pain,21,23,150,166,"Therefore, concomitant administration of small doses of bradykinin receptor antagonists and NO synthase inhibitors can be effective in alleviation of neuropathic pain, even in hospital care.",19300402_9,-1,1,1
9142,Confusion,0,1,0,9,"Confusion, a rather serious adverse drug reaction with valproic acid: a review of the French Pharmacovigilance database.",19308880_0,-1,1,1
9143,adverse drug reaction,5,8,28,49,"Confusion, a rather serious adverse drug reaction with valproic acid: a review of the French Pharmacovigilance database.",19308880_0,-1,-1,-1
9144,valproic acid,9,11,55,68,"Confusion, a rather serious adverse drug reaction with valproic acid: a review of the French Pharmacovigilance database.",19308880_0,-1,-1,-1
9145,Confusion,2,3,14,23,INTRODUCTION: Confusion is an adverse drug reaction frequently observed with valproic acid.,19308880_1,-1,1,1
9146,adverse drug reaction,5,8,30,51,INTRODUCTION: Confusion is an adverse drug reaction frequently observed with valproic acid.,19308880_1,-1,-1,-1
9147,valproic acid,11,13,77,90,INTRODUCTION: Confusion is an adverse drug reaction frequently observed with valproic acid.,19308880_1,-1,-1,-1
