,entities,start_chars,end_chars,text,pmid,label
2246,/- 1,139,143,"Mean arterial pressure (as a percentage of control +/- SEM) during randomized infusions of 0.03, 0.1, 0.3, or 1.0 microgram/kg/min was 99 +/- 1, 95 +/- 1 (p less than 0.05), 93 +/- 1 (p less than 0.01), or 79 +/- 6% (p less than 0.001), respectively, but no tachycardia and no augmentation of the norepinephrine release rate (up to 0.3 microgram/kg/min) were observed, which is in contrast to comparable hypotension induced by hydralazine or nitroglycerin.",2951327_3,0
2247,/- 1,178,182,"Mean arterial pressure (as a percentage of control +/- SEM) during randomized infusions of 0.03, 0.1, 0.3, or 1.0 microgram/kg/min was 99 +/- 1, 95 +/- 1 (p less than 0.05), 93 +/- 1 (p less than 0.01), or 79 +/- 6% (p less than 0.001), respectively, but no tachycardia and no augmentation of the norepinephrine release rate (up to 0.3 microgram/kg/min) were observed, which is in contrast to comparable hypotension induced by hydralazine or nitroglycerin.",2951327_3,0
2248,atrial natriuretic factor,106,131,"The release rate of epinephrine (control, 6.7 +/- 0.6 ng/kg/min) declined immediately during infusions of atrial natriuretic factor to a minimum of 49 +/- 5% of control (p less than 0.001) during 0.1 microgram/kg/min and to 63 +/- 5% (0.1 greater than p greater than 0.05) or 95 +/- 13% (not significant) during 0.3 or 1.0 microgram/kg/min.",2951327_4,0
2249,atrial natriuretic factor,47,72,Steady state arterial plasma concentrations of atrial natriuretic factor were 39 +/- 10 pg/ml (n = 6) during infusions of saline and 284 +/- 24 pg/ml (n = 6) and 1520 +/- 300 pg/ml (n = 9) during 0.03 and 0.1 microgram/kg/min infusions of the factor.(ABSTRACT TRUNCATED AT 250 WORDS),2951327_5,0
2250,iohexol,33,40,"Selective injection of iopentol, iohexol and metrizoate into the left coronary artery of the dog.",2980315_0,0
2251,iohexol,98,105,"In twenty beagle dogs selective injections were made into the left coronary artery with iopentol, iohexol and metrizoate in doses of 4 ml, 8 ml and 16 ml.",2980315_2,0
2252,iohexol,35,42,"Thirty-six iopentol injections, 35 iohexol injections and 37 metrizoate injections were made.",2980315_3,0
2253,iohexol,13,20,Iopentol and iohexol also produced significantly less decrease in aortic blood pressure than metrizoate at the different doses.,2980315_5,0
4971,nephrogenic diabetes insipidus,100,130,It has been suggested that adenylate cyclase inhibition may be important in the development of both nephrogenic diabetes insipidus and hypothyroidism during lithium treatment.,3001299_1,1
2254,adenylate cyclase,27,44,It has been suggested that adenylate cyclase inhibition may be important in the development of both nephrogenic diabetes insipidus and hypothyroidism during lithium treatment.,3001299_1,0
2256,DDAVP,96,101,We measured serum thyroxine and urine-concentrating ability (Umax) in response to desmopressin (DDAVP) in 85 patients receiving lithium.,3001299_2,0
2255,desmopressin,82,94,We measured serum thyroxine and urine-concentrating ability (Umax) in response to desmopressin (DDAVP) in 85 patients receiving lithium.,3001299_2,0
4972,Remodelling,0,11,Remodelling of nerve structure in experimental isoniazid neuropathy in the rat.,3015327_0,1
2257,arginine vasopressin,40,60,Portal plasma concentrations of neither arginine vasopressin nor oxytocin are significantly altered in this paradigm.,3015567_2,0
2259,arginine vasopressin,231,251,"Application of a delayed feedback signal, in the form of a 2-h systemic corticosterone infusion in urethane-anesthetized rats with pharmacological blockade of glucocorticoid synthesis, is without effect on the resting secretion of arginine vasopressin and oxytocin at any corticosterone feedback dose tested.",3015567_3,0
2258,glucocorticoid synthesis,159,183,"Application of a delayed feedback signal, in the form of a 2-h systemic corticosterone infusion in urethane-anesthetized rats with pharmacological blockade of glucocorticoid synthesis, is without effect on the resting secretion of arginine vasopressin and oxytocin at any corticosterone feedback dose tested.",3015567_3,0
2260,delta 9-tetrahydrocannabinol,50,78,Noradrenergic involvement in catalepsy induced by delta 9-tetrahydrocannabinol.,3031535_0,0
2261,delta 9-tetrahydrocannabinol,95,123,"In order to elucidate the role of the catecholaminergic system in the cataleptogenic effect of delta 9-tetrahydrocannabinol (THC), the effect of pretreatment with 6-hydroxydopamine (6-OHDA) or with desipramine and 6-OHDA and lesions of the locus coeruleus were investigated in rats.",3031535_1,0
2262,dopaminergic,131,143,"These results indicate that noradrenergic neurons have an important role in the manifestation of catalepsy induced by THC, whereas dopaminergic neurons are important in catalepsy induced by haloperidol.",3031535_4,0
2263,chlorpheniramine,99,115,"Multicenter, double-blind, multiple-dose, parallel-groups efficacy and safety trial of azelastine, chlorpheniramine, and placebo in the treatment of spring allergic rhinitis.",3057041_0,0
2264,chlorpheniramine maleate,63,87,"Azelastine, a novel antiallergic medication, was compared with chlorpheniramine maleate and placebo for efficacy and safety in the treatment of spring allergic rhinitis in a multicenter, double-blind, multiple-dose, parallel-groups study.",3057041_1,0
2266,chlorpheniramine,26,42,"In contrast, although the chlorpheniramine group did have fewer symptoms than the placebo group during the study, the difference never reached statistical significance during any week of the study.",3057041_11,0
4973,side effects,22,34,There were no serious side effects in any of the treatment groups.,3057041_12,1
4974,altered taste,15,28,Drowsiness and altered taste perception were increased significantly over placebo only in the high-dose azelastine group.,3057041_13,1
2265,chlorpheniramine,169,185,"Medications were given four times daily; the azelastine groups received 0.5, 1.0, or 2.0 mg in the morning and evening with placebo in the early and late afternoon; the chlorpheniramine group received 4.0 mg four times daily.",3057041_4,0
4976,renovascular hypertension,97,122,Reversibility of captopril-induced renal insufficiency after prolonged use in an unusual case of renovascular hypertension.,3070035_0,1
4975,renal insufficiency,35,54,Reversibility of captopril-induced renal insufficiency after prolonged use in an unusual case of renovascular hypertension.,3070035_0,1
4978,solitary kidney,75,90,"We report a case of severe hypertension with an occluded renal artery to a solitary kidney, who developed sudden deterioration of renal function following treatment with captopril.",3070035_1,1
4977,renal artery,57,69,"We report a case of severe hypertension with an occluded renal artery to a solitary kidney, who developed sudden deterioration of renal function following treatment with captopril.",3070035_1,1
4979,renal failure,50,63,This indicates reversibility in captopril-induced renal failure even after its prolonged use and suggests that no organic damage occurs to glomerular arterioles following chronic ACE inhibition.,3070035_3,1
2268,creatine kinase,20,35,Minor elevations of creatine kinase levels are reported in about 5% of patients.,3076126_11,0
2269,cyclosporin,192,203,"Myopathy, associated in some cases with myoglobinuria, and in 2 cases with transient renal failure, has been rarely reported with lovastatin, especially in patients concomitantly treated with cyclosporin, gemfibrozil or niacin.",3076126_12,0
2267,LDL-cholesterol,104,119,"Both agents show substantial clinical efficacy, with reductions in total cholesterol of over 30% and in LDL-cholesterol of 40% in clinical studies.",3076126_5,0
4980,rheumatoid arthritis,44,64,Toxicity due to remission inducing drugs in rheumatoid arthritis.,3084782_0,1
2270,HLA-B35,17,24,Association with HLA-B35 and Cw4 antigens.,3084782_1,0
2272,HLA,196,199,Twenty-five patients with rheumatoid arthritis (RA) who developed toxicity while taking remission inducing drugs and 30 without toxicity were studied for possible associations with class I and II HLA antigens.,3084782_2,0
4981,rheumatoid arthritis,26,46,Twenty-five patients with rheumatoid arthritis (RA) who developed toxicity while taking remission inducing drugs and 30 without toxicity were studied for possible associations with class I and II HLA antigens.,3084782_2,1
2271,class I,181,188,Twenty-five patients with rheumatoid arthritis (RA) who developed toxicity while taking remission inducing drugs and 30 without toxicity were studied for possible associations with class I and II HLA antigens.,3084782_2,0
2275,class I antigens,124,140,"A strong association has been found between nephritis and dermatitis due to Tiopronin (a D-Penicillamine like compound) and class I antigens B35-Cw4, and between dermatitis due to gold thiosulphate and B35.",3084782_3,0
2274,D-Penicillamine,89,104,"A strong association has been found between nephritis and dermatitis due to Tiopronin (a D-Penicillamine like compound) and class I antigens B35-Cw4, and between dermatitis due to gold thiosulphate and B35.",3084782_3,0
2273,Tiopronin,76,85,"A strong association has been found between nephritis and dermatitis due to Tiopronin (a D-Penicillamine like compound) and class I antigens B35-Cw4, and between dermatitis due to gold thiosulphate and B35.",3084782_3,0
2277,Tiopronin,99,108,Compared to healthy controls a lower DR5 frequency was observed in patients with RA except for the Tiopronin related nephritis group.,3084782_4,0
2276,DR5,37,40,Compared to healthy controls a lower DR5 frequency was observed in patients with RA except for the Tiopronin related nephritis group.,3084782_4,0
4982,long term,101,110,Clinical and biochemical monitoring at regular intervals for evidence of hepatitis is advised during long term treatment with ketoconazole to prevent possible serious hepatic injury.,3101906_14,1
9845,Glyburide-induced hepatitis,0,27,Glyburide-induced hepatitis.,3107448_0,0
4984,drug-induced hepatitis,122,144,"There was no serologic evidence of viral infection, and a liver biopsy sample showed a histologic pattern consistent with drug-induced hepatitis.",3107448_4,1
4983,viral infection,35,50,"There was no serologic evidence of viral infection, and a liver biopsy sample showed a histologic pattern consistent with drug-induced hepatitis.",3107448_4,1
2278,Mitomycin C,0,11,Mitomycin C associated hemolytic uremic syndrome.,3108839_0,0
2279,Mitomycin C,0,11,Mitomycin C associated Hemolytic Uremic Syndrome (HUS) is a potentially fatal but uncommon condition that is not yet widely recognised.,3108839_1,0
2280,mitomycin C,113,124,"It consists of microangiopathic hemolytic anemia, thrombocytopenia and progressive renal failure associated with mitomycin C treatment and affects about 10% of patients treated with this agent.",3108839_2,0
4985,microangiopathic hemolytic anemia,15,48,"It consists of microangiopathic hemolytic anemia, thrombocytopenia and progressive renal failure associated with mitomycin C treatment and affects about 10% of patients treated with this agent.",3108839_2,1
