,entities,text,pmid,label
11781,ifosfamide,The goal of the study was to deliver a dose rate and total cumulative dose of ifosfamide that would be comparable to standard bolus or short-term infusions administered with Mesna.,1899352_3,0
11783,Mesna,The goal of the study was to deliver a dose rate and total cumulative dose of ifosfamide that would be comparable to standard bolus or short-term infusions administered with Mesna.,1899352_3,0
11794,Mesna,"The frequency and predictability of hematuria are not precise, and at least daily monitoring by urine Hematest is essential, adding Mesna to the infusate in patients with persistent hematuria.",1899352_10,0
11797,ifosfamide,The protracted infusion schedule for ifosfamide permits convenient outpatient administration without Mesna and reduces the drug cost of clinical usage of this agent by up to  890 per cycle.,1899352_11,0
11798,Mesna,The protracted infusion schedule for ifosfamide permits convenient outpatient administration without Mesna and reduces the drug cost of clinical usage of this agent by up to  890 per cycle.,1899352_11,0
11813,ventricular tachycardia,A case of ventricular tachycardia related to caffeine pretreatment.,18997632_0,1
11821,ventricular tachycardia,We describe a patient with no previous history of cardiac disease or arrhythmia who developed sustained bigeminy and 2 brief runs of ventricular tachycardia after caffeine administration.,18997632_3,1
11822,ventricular arrhythmias,"Although intravenous caffeine is generally well tolerated, the clinician should be aware of the potential for unpredictable and serious ventricular arrhythmias.",18997632_4,1
11847,green tea,Effect of green tea and vitamin E combination in isoproterenol induced myocardial infarction in rats.,19058010_0,0
11851,green tea,"The present study was aimed to investigate the combined effects of green tea and vitamin E on heart weight, body weight, serum marker enzymes, lipid peroxidation, endogenous antioxidants and membrane bound ATPases in isoproterenol (ISO)-induced myocardial infarction in rats.",19058010_1,0
11871,green tea,"Administration of green tea (100 mg/kg/day, p.o.) and vitamin E (100 mg/kg/day, p.o.) together for 30 consecutive days and challenged with ISO on the day 29th and 30th, showed a significant (P<0.05) decrease in heart weight, serum marker enzymes, lipid peroxidation, Ca+2 ATPase and a significant increase in the body weight, endogenous antioxidants, Na+/K+ ATPase and Mg+2 ATPase when compared with ISO treated group and green tea or vitamin E alone treated groups.",19058010_3,0
11882,green tea,"Administration of green tea (100 mg/kg/day, p.o.) and vitamin E (100 mg/kg/day, p.o.) together for 30 consecutive days and challenged with ISO on the day 29th and 30th, showed a significant (P<0.05) decrease in heart weight, serum marker enzymes, lipid peroxidation, Ca+2 ATPase and a significant increase in the body weight, endogenous antioxidants, Na+/K+ ATPase and Mg+2 ATPase when compared with ISO treated group and green tea or vitamin E alone treated groups.",19058010_3,0
11885,green tea,These findings indicate the synergistic protective effect of green tea and vitamin E during ISO induced myocardial infarction in rats.,19058010_4,0
11899,bupropion,Effect of increasing intraperitoneal infusion rates on bupropion hydrochloride-induced seizures in mice.,19105845_0,0
11901,bupropion,"This is important, since different controlled release formulations of bupropion release the active drug at different rates.",19105845_2,0
11904,bupropion,"METHODS: We investigated the effect of varying the intraperitoneal infusion rates of bupropion HCl 120 mg/kg, a known convulsive dose 50 (CD50), on the incidence and severity of bupropion-induced convulsions in the Swiss albino mice.",19105845_3,0
11908,bupropion,"A total of 69 mice, approximately 7 weeks of age, and weighing 21.0 to 29.1 g were randomly assigned to bupropion HCl 120 mg/kg treatment by intraperitoneal (IP) administration in 7 groups (9 to 10 animals per group).",19105845_4,0
11914,bupropion,RESULTS: The results showed that IP administration of bupropion HCl 120 mg/kg by bolus injection induced convulsions in 6 out of 10 mice (60% of convulsing mice) in group 1.,19105845_7,0
11922,bupropion,Logistic regression analysis revealed that infusion time was significant (p = 0.0004; odds ratio = 0.974) and increasing the IP infusion time of bupropion HCl 120 mg/kg was associated with a 91% reduced odds of convulsions at infusion times of 15 to 90 min compared to bolus injection.,19105845_8,0
11928,bupropion,"CONCLUSION: In conclusion, the demonstration of an inverse relationship between infusion time of a fixed and convulsive dose of bupropion and the risk of convulsions in a prospective study is novel.",19105845_10,0
11931,everolimus,Graft-versus-host disease prophylaxis with everolimus and tacrolimus is associated with a high incidence of sinusoidal obstruction syndrome and microangiopathy: results of the EVTAC trial.,19135948_0,0
11932,tacrolimus,Graft-versus-host disease prophylaxis with everolimus and tacrolimus is associated with a high incidence of sinusoidal obstruction syndrome and microangiopathy: results of the EVTAC trial.,19135948_0,0
11943,Everolimus,"Everolimus, a derivative of sirolimus, seems to mediate antileukemia effects.",19135948_2,0
11944,sirolimus,"Everolimus, a derivative of sirolimus, seems to mediate antileukemia effects.",19135948_2,0
11946,everolimus,"We report on a combination of everolimus and tacrolimus in 24 patients (median age, 62 years) with either myelodysplastic syndrome (MDS; n = 17) or acute myeloid leukemia (AML; n = 7) undergoing intensive conditioning followed by HSCT from related (n = 4) or unrelated (n = 20) donors.",19135948_3,0
11947,tacrolimus,"We report on a combination of everolimus and tacrolimus in 24 patients (median age, 62 years) with either myelodysplastic syndrome (MDS; n = 17) or acute myeloid leukemia (AML; n = 7) undergoing intensive conditioning followed by HSCT from related (n = 4) or unrelated (n = 20) donors.",19135948_3,0
11954,mucositis,"All patients engrafted, and only 1 patient experienced grade IV mucositis.",19135948_4,1
11993,ototoxicity,"The estimated attributable risk of ototoxicity from exposure to the drug is 8.4% (95% confidence interval, -2.0% to 18.8%; P = 0.12).",19139001_10,1
12002,Renal papillary necrosis,Renal papillary necrosis (RPN) and a decreased urinary concentrating ability developed during continuous long-term treatment with aspirin and paracetamol in female Fischer 344 rats.,1919871_1,1
12004,paracetamol,Renal papillary necrosis (RPN) and a decreased urinary concentrating ability developed during continuous long-term treatment with aspirin and paracetamol in female Fischer 344 rats.,1919871_1,0
12024,sulphasalazine,Proteinase 3-antineutrophil cytoplasmic antibody-(PR3-ANCA) positive necrotizing glomerulonephritis after restarting sulphasalazine treatment.,19203554_0,0
12029,sulphasalazine,"A 59-year-old woman with ulcerative colitis developed red eyes, pleural effusion, eosinophilia and urinary abnormalities after restarting of sulphasalazine treatment.",19203554_1,0
12038,sulphasalazine,"Although cessation of sulphasalazine treatment resulted in improvements in fever, red eyes, chest pain, titer of C-reactive protein and volume of the pleural effusions, we initiated steroid therapy, because PR3-ANCA titer rose to 320 EU, eosinophil count increased to 1,100 cells/microl, and the pleural effusion remained.",19203554_5,0
12048,sulphasalazine,This case suggests that sulphasalazine can induce PR3-ANCA-positive necrotizing glomerulonephritis.,19203554_7,0
12068,renal injury,"In this study, the hypothesis was tested that there is a sexual dimorphism in HS-induced upregulation of intrarenal angiotensinogen mediated by testosterone that also causes increases in BP and renal injury.",19211690_4,1
12080,glomerular sclerosis,"HS diet for 4 wk caused a progressive increase in BP, protein and albumin excretion, and glomerular sclerosis in male DS rats, which were attenuated by castration.",19211690_9,1
12082,renal injury,"Testosterone replacement in castrated DS rats increased BP, renal injury, and upregulation of renal angiotensinogen associated with HS diet.",19211690_10,1
12087,renal injury,Testosterone contributes to the development of hypertension and renal injury in male DS rats on HS diet possibly through upregulation of the intrarenal renin-angiotensin system.,19211690_11,1
12120,parkinsonian,There was statistically significant improvement in all contralateral major parkinsonian motor signs in all patients followed for 6 months.,19234905_6,1
12153,cyclophosphamide,DSMM XI study: dose definition for intravenous cyclophosphamide in combination with bortezomib/dexamethasone for remission induction in patients with newly diagnosed myeloma.,19274460_0,0
12157,cyclophosphamide,A clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with bortezomib and dexamethasone as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (MM).,19274460_1,0
12166,cyclophosphamide,"Thirty patients were treated with three 21-day cycles of bortezomib 1.3 mg/m(2) on days 1, 4, 8, and 11 plus dexamethasone 40 mg on the day of bortezomib injection and the day after plus cyclophosphamide at 900, 1,200, or 1,500 mg/m(2) on day 1.",19274460_2,0
12168,cyclophosphamide,The maximum tolerated dose of cyclophosphamide was defined as 900 mg/m(2).,19274460_3,0
12176,cyclophosphamide,The results suggest that bortezomib in combination with cyclophosphamide at 900 mg/m(2) and dexamethasone is an effective induction treatment for patients with newly diagnosed MM that warrants further investigation.,19274460_8,0
12228,Cardiotoxicity,Cardiotoxicity is not an uncommon adverse effect of chemotherapeutic agents.,19300240_2,1
12238,akinetic,Echocardiography revealed a wall-motion abnormality involving the apical and periapical segments which appeared akinetic.,19300240_7,1
12250,streptozotocin,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,0
12251,hyperalgesia,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model.,19300402_0,1
