,text,pmid,entities,start_chars,end_chars,label
5226,"Notably, the degree of these coordinated histone modifications and subsequent recruitment of transcription factors and RNA polymerase II were significantly enhanced in alcohol-exposed CD4+ T cells and were commensurate with the pathologic increase in the levels of FasL mRNA.",24899502_4,"FasL,RNA polymerase II,transcription factors","265,119,93","269,136,114","0,1,1"
5227,"Notably, the requirement for the immunosuppressive cytokine TGF-beta along with the pro-inflammatory cytokine IL-6 for T(H)17 differentiation supports the intimate relationship between the T(H)17 subset and FOXP3(+) regulatory T cells.",20054607_2,TGF-beta,60,68,0
5228,"Notably, the secretion of IL-4 requires a so far unidentified trigger in neonatal T cells.",24778440_8,"IL-4,T cells","26,82","30,89","0,2"
5229,"Notably, with full strength of costimulatory signals, however, Id1 expression caused modest but significant suppression of Treg induction.",24920844_9,"Id1,Treg","63,123","66,127","1,2"
5230,Notch and IL-7 are both well-characterized factors involved in T-cell development.,19350552_0,IL-7,10,14,0
5231,Notch directs Th2 differentiation by inducing GATA3 and by directly regulating il4 gene transcription through RBPJkappa sites in a 3' enhancer.,15137944_7,"Th2,GATA3,il4,gene transcription","14,46,79,83","17,51,82,101","2,1,0,1"
5232,"Notch neither instructed Th cell differentiation nor did cytokines direct Notch activity, but instead, Notch simultaneously regulated the Th1, Th2, and Th17 cell genetic programs independently of cytokine signals.",23890069_3,"Th1,Th2,Th17","138,143,152","141,146,156","2,2,2"
5233,Notch receptor mRNA expression was semi-quantified by real-time PCR.,30086535_4,Notch receptor,0,14,1
5234,Notch signaling induced interleukin (IL)-22 secretion by CD4+ T cells via retinoid-related orphan nuclear receptor γt (RORγt) or aryl hydrocarbon receptor (AhR).,30473538_0,"aryl hydrocarbon receptor,AhR","129,156","154,159","1,1"
5235,"Notch1 controls the transcription of IL8 and IL6; and the secretion of CCL5 likely by inhibiting the expression of SNAP23, a member of the SNAREs family of proteins involved in cell exocytosis.",30036609_6,"IL8,CCL5","37,71","40,75","0,0"
5236,"Notch1 inhibition reduces immune suppressive cells (i.e. MDSCs and Tregs) while allowing the recruitment of functional CD8(+) T cells, leading to a decrease in the Tregs/CD8(+) ratio, a key parameter in assessing positive responses to immune-checkpoint inhibitors.",30036609_2,Notch1,0,6,1
5237,Notch1 mRNA expression was significantly elevated in CD4+ T cells purified from peripheral bloods and tumor site BALF in lung adenocarcinoma patients.,30473538_8,Notch1,0,6,1
5238,"Notch2 mRNA expression was elevated in both peripheral and lung-resident CD8+ T cells in lung adenocarcinoma patients, however, did not correlated with tumor stages or epidermal growth factor receptor mutation.",30086535_7,Notch2,0,6,1
5239,"Novel IRF4-dependent CD14+CD24+ macrophages were markedly distinct from conventional macrophages and failed to express classical markers including CX3CR1, CD64 and CD88, and surprisingly expressed little IL-10, which was otherwise robustly expressed by all other intestinal macrophages.",33995384_5,IL-10,204,209,0
5240,Nr4a2-deficeint Tregs are prone to lose Foxp3 expression and have attenuated suppressive ability both in vitro and in vivo.,21468021_6,suppressive,77,88,0
5241,"Nuclear factor of activated T cell (NF-AT) transcription activity and mRNA levels in CD4 T cells from SLE patients were explored by reporter gene analysis and real-time RT-PCR, respectively.",20506525_3,NF-AT,36,41,1
5242,Nuclear factor of activated T cells 1 (NFATc1) was found to be a key transcription factor to induce PD-1 expression after infection.,36091043_9,"NFATc1,transcription factor","39,69","45,89","1,1"
5243,"Nuclear receptor subfamily 2, group F, member 6 (NR2F6) is an orphan member of the nuclear receptor superfamily.",26387951_0,"Nuclear receptor,group F","0,30","16,37","1,1"
5244,"Nuclear translocation of IRF4 was much higher in Th2 cells upon stimulation, which contribute to maintain IL-10(high) phenotype of Th2 cells.",21440248_9,"Th2 cells,Th2 cells","49,131","58,140","2,2"
5245,"Numbers of tumor infiltrating Treg inversely correlated with Treg amounts in the bone marrow, suggesting their possible recruitment to melanoma lesions from this organ.",19841169_4,"Treg,Treg","30,61","34,65","2,2"
5246,"Numerous studies conducted in human autoimmune diseases have shown that Treg cells are impaired either in their suppressive function, in number, or both.",30830965_2,Treg cells,72,82,2
5247,"Numerous studies of mouse and human T cells indicate that 4-1BB promotes cellular proliferation, survival, and cytokine production.",22406983_1,cytokine,111,119,0
5248,"O-GlcNAc-deficient Treg cells develop normally but display modestly reduced FOXP3 expression, strongly impaired lineage stability and effector function, and ultimately fatal autoimmunity in mice.",30664665_3,Treg cells,19,29,2
5249,OBJECTIVE: Allergic asthma is a common inflammatory disease regulated by the T helper (Th) cells.,22515488_0,T helper,77,85,2
5250,"OBJECTIVE: Given the clinical importance of rhinovirus, we sought to determine whether it had any unique abilities to activate inflammatory cells compared with another common virus, such as respiratory syncytial virus (RSV).METHODS: We cocultured combinations of human leukocytes (T cells, moDCs, and eosinophils) with each virus.",23374267_4,T cells,281,288,2
5251,"OBJECTIVE: Helios+FoxP3+CD4+ (Helios+) Treg cells are believed to be involved in the regulation of various autoimmune diseases; however, the regulatory mechanisms underlying the development of Helios+ Treg cells remain uncertain.",25733061_0,"Treg cells,Treg cells","201,39","211,49","2,2"
5252,"OBJECTIVE: In this study we investigated the potential role of several epithelium-derived factors, including TSLP, in inducing IL-23 production by human DCs.",24910175_2,"TSLP,IL-23","109,127","113,132","0,0"
5253,"OBJECTIVE: In this study, we further characterized the nature of Treg cells that control skin inflammatory reactions to haptens.",20624644_1,Treg cells,65,75,2
5254,"OBJECTIVE: Interleukin (IL)-10 is an immunosuppressive cytokine produced by many cell types, including T cells.",18023521_0,T cells,103,110,2
5255,"OBJECTIVE: Interleukin-17 (IL-17)-producing T cells (Th17 cells) play critical roles in the pathogenesis of immune-related diseases, including systemic lupus erythematosus.",25891969_0,"Th17 cells,Interleukin-17,T cells","53,11,44","63,25,51","2,0,2"
5256,OBJECTIVE: It was the aim of this study to investigate the effect of genistein on T helper 1 (Th1)/Th2 cytokines in a murine asthma model and to explore its underlying mechanisms.,22508471_3,T helper 1,82,92,2
5257,OBJECTIVE: Recently enhanced T-helper type 17 (Th17) immune responses and deficient CD4(+) CD25(hi) FoxP3(+) regulatory T cells (Tregs) have been reported in acquired aplastic anemia (AA).,25784172_0,Th17,47,51,2
5258,OBJECTIVE: Regulatory (CD4(+)CD25(+)) T cells have been shown to play an important role in the development of allergic diseases.,22793523_0,T cells,38,45,2
5259,OBJECTIVE: The aim of the study was to analyze the differentiation and function of human T(H)17 cells in comparison with other T(H) cell subsets.,19178935_3,cell subsets,132,144,2
5260,OBJECTIVE: The immunomodulatory effect of water extract of cinnamon bark (CWE) on cytokine secretion and involvement of intracellular signaling molecules in activated T cells have been examined.,22053946_1,activated T cells,157,174,1
5261,"OBJECTIVE: The present study was undertaken to explore the direct effects of IFN-alpha on the expression of various cytokines in human CD4+ T cells with a system using immobilized anti-CD3, which permits activation of CD4+ T cells in the complete absence of accessory cells.",15990796_3,IFN-alpha,77,86,0
5262,"OBJECTIVE: This review article explores the roles of T-helper type cytokines, nuclear factor kappa B and transforming growth factor beta in the pathophysiological mechanisms of chronic rhinosinusitis.",26073199_4,"nuclear factor kappa B,transforming growth factor beta","78,105","100,136","1,0"
5263,OBJECTIVE: This study aimed at investigating whether goblet cell (GC) metaplasia and mucus production are differentially regulated in proximal and distal airways.,25772331_1,proximal,134,142,1
5264,OBJECTIVE: To address the alterations of Treg cells in asthma.,30013989_1,Treg cells,41,51,2
5265,"OBJECTIVE: To assess CD154 expression in patients with pediatric systemic lupus erythematosus (SLE) and to explore a transcriptional mechanism that may explain dysregulated expression of CD154.METHODS: Cell surface CD154 expression (pre- and postactivation) in peripheral blood CD4 T cells from 29 children with lupus and 29 controls matched for age, sex, and ethnicity was examined by flow cytometry.",20506525_0,"CD154,transcriptional,T cells","21,117,282","26,132,289","0,1,2"
5266,OBJECTIVE: To determine the T-cell phenotypes involved in nasal polyposis in Chinese patients.,19639723_2,T-cell,28,34,2
5267,OBJECTIVE: To determine the downstream factors employed by IL-25 to induce Th type-2 pulmonary inflammation and AHR.METHODS: IL-25 was delivered to the airways of BALB/c mice by intra-tracheal (i.t.) instillation and AHR and Th type-2 inflammatory responses were characterized in wild type (WT) and Th type-2-cytokine and -signalling pathway-deficient (-/-) mice.,17177681_2,AHR,217,220,1
5268,OBJECTIVE: To elucidate mechanisms underlying different forms of HIES.METHODS: A cohort of 25 Turkish children diagnosed with HIES were examined for STAT3 mutations by DNA sequencing.,19577286_3,STAT3,149,154,1
5269,"OBJECTIVE: To evaluate main effects and gene-gene interactions of haplotype tagging single nucleotide polymorphisms of genes involved in regulatory T-cell function-IL6, IL6R, IL10, heme-oxygenase 1 (HMOX1), IL2, Toll-like receptor 2 (TLR2), TGFB1, TGF-beta receptor (TGFBR)-1, TGFBR2, IL2RA, and forkhead box protein 3 (FOXP3)-in relation to atopy and asthma.",20599261_2,"IL10,IL2","175,207","179,210","0,0"
5270,"OBJECTIVE: To examine the contribution of the signal transducer and activator of transcription (STAT) 6 pathway, involved in Th2 cytokine signalling, to the development of lesions of chronic asthma.",12752600_1,"signal transducer,STAT,Th2","46,96,125","63,100,128","1,1,2"
5271,OBJECTIVE: To explore the effects of adenovirus vector-mediated gene transfer of CTLA4Ig fusion protein on CD4+CD25+ T cells in experimental autoimmune myocarditis (EAM).METHODS: EAM was induced by porcine cardiac myosin as previously described.,16891217_0,adenovirus,37,47,1
5272,"OBJECTIVE: To explore the impact of staphylococcal alpha-toxin on human T cells, as those represent the majority of skin infiltrating cells in AD.METHODS: Adult patients with AD were screened for cutaneous colonization with alpha-toxin producing S. aureus.",16120092_2,T cells,72,79,2
5273,OBJECTIVE: To investigate Th2 differentiation features of Mycobacterium tuberculosis heat resistant antigens (MTB-HAg)-activated human γδT cells and the regulation of transcription factor T-box expression in T cells (T-bet) and GATA-binding protein 3 (GATA-3) on differentiation.,25575062_0,"Th2,T cells,GATA-3","26,208,252","29,215,258","2,2,1"
5274,OBJECTIVE: To investigate the role of Th17/Treg unbalance in the pathogenesis of experimental autoimmune encephalomyelitis (EAE).METHODS: EAE was modeled in mice and the number of regulatory T cells (Tregs) in spleen of EAE mice was detected by flow cytometry.,25270199_0,regulatory T cells,180,198,2
5275,OBJECTIVE: To investigate the role of bronchial fibroblasts obtained from asthmatic subjects and healthy controls in regulating Th17 response by creating a local micro-environment that promotes this response in the airways.,24349168_4,Th17,128,132,2
5276,OBJECTIVE: To investigate whether the induction of STAT5 by IL-2 is altered in the CD8 T cells from HIV-positive individuals and the impact of highly active antiretroviral therapy (HAART) on its status.,15090793_4,"STAT5,IL-2","51,60","56,64","1,0"
5277,"OBJECTIVE: To investigate whether there is a peripheral blood immunoregulatory phenotype associated with clinical remission of sight-threatening non-infectious uveitis by comparing peripheral blood levels of Treg, Th1, and Th17, and associated DNA methylation and cytokine levels in patients with active uveitic disease, control subjects and patients (with previously active disease) in clinical remission induced by immunosuppressive drugs.",29774027_3,"Treg,Th1,Th17","208,214,223","212,217,227","2,2,2"
5278,OBJECTIVE: To study the regulation effect of Scorpio and Scolopendra on CD4 + CD25 + FoxP3 + Treg Cell in peripheral blood from rats with collagen-induced arthritis.,23019895_0,Treg Cell,93,102,2
5279,"OBJECTIVE: We aimed to define the underlying cellular and molecular pathways activated by TGF-β, which determine the suppressor or enhancing activities of iTreg cells.",31626843_1,TGF-β,90,95,0
5280,OBJECTIVE: We aimed to investigate the immunologic mechanisms by which arsenic trioxide (As2O3) may inhibit T helper 17 (Th17) cell differentiation while promoting regulatory T (Treg) cell generation by modulating signal transducer and activator of transcription 3 (STAT3) in treatment-naïve rheumatoid arthritis (RA) patients.,31177080_0,"T helper 17,Th17,cell differentiation,regulatory T,signal transducer,STAT3","108,121,127,164,214,266","119,125,147,176,231,271","2,2,0,2,1,1"
5281,OBJECTIVE: We sought to define the effect of increased STAT1 activity on T helper cell polarization and to investigate the therapeutic potential of ruxolitinib in treating autoimmunity secondary to STAT1 GOF mutations.,28139313_2,"STAT1,STAT1","55,198","60,203","1,1"
