,entities,text,pmid,label
24279,Lc,"Herein, we provide evidence that tumor-induced gr-MDSCs, endowed with the potential of suppressing conventional T Lc, surprisingly impair TGF-β1-mediated generation of CD4(+)CD25(+)FoxP3(+) iTregs.",22891289_3,1
24283,without,"Furthermore, gr-MDSCs impede the proliferation of nTregs without, however, affecting FoxP3 expression.",22891289_4,1
24288,cells,"Suppression of iTreg differentiation from naïve CD4(+) cells by gr-MDSC occurs early in the polarization process, requires inhibition of early T cell activation, and depends on ROS and IDO but does not require arginase 1, iNOS, NO, cystine/cysteine depletion, PD-1 and PD-L1 signaling, or COX-2.",22891289_5,2
24289,early,"Suppression of iTreg differentiation from naïve CD4(+) cells by gr-MDSC occurs early in the polarization process, requires inhibition of early T cell activation, and depends on ROS and IDO but does not require arginase 1, iNOS, NO, cystine/cysteine depletion, PD-1 and PD-L1 signaling, or COX-2.",22891289_5,1
24292,inhibition,"Suppression of iTreg differentiation from naïve CD4(+) cells by gr-MDSC occurs early in the polarization process, requires inhibition of early T cell activation, and depends on ROS and IDO but does not require arginase 1, iNOS, NO, cystine/cysteine depletion, PD-1 and PD-L1 signaling, or COX-2.",22891289_5,1
24293,early,"Suppression of iTreg differentiation from naïve CD4(+) cells by gr-MDSC occurs early in the polarization process, requires inhibition of early T cell activation, and depends on ROS and IDO but does not require arginase 1, iNOS, NO, cystine/cysteine depletion, PD-1 and PD-L1 signaling, or COX-2.",22891289_5,1
24316,activation,"We tested how mcd-exosomes influence CD4+ T cell proliferation induced by bone marrow derived dendritic cells; we quantified NF-κB activation in mature macrophages stimulated with mcd-exosomes, and we compared the cytokine profile of LPS-stimulated, IL-4 induced, and mcd-exosome treated macrophages.",22898052_1,2
24320,IL-4,"We tested how mcd-exosomes influence CD4+ T cell proliferation induced by bone marrow derived dendritic cells; we quantified NF-κB activation in mature macrophages stimulated with mcd-exosomes, and we compared the cytokine profile of LPS-stimulated, IL-4 induced, and mcd-exosome treated macrophages.",22898052_1,1
24331,activation,"The exosomes also activated macrophages, as measured by NF-κB activation.",22898052_3,2
24338,LPS,"The cytokine and chemokine profile of macrophages treated with tumor cell derived exosomes showed marked differences from those induced by either LPS or IL-4, and it suggested that exosomes may play a role in the tumor progression and metastasis formation through supporting tumor immune escape mechanisms.",22898052_4,1
24339,IL-4,"The cytokine and chemokine profile of macrophages treated with tumor cell derived exosomes showed marked differences from those induced by either LPS or IL-4, and it suggested that exosomes may play a role in the tumor progression and metastasis formation through supporting tumor immune escape mechanisms.",22898052_4,1
24343,metastasis,"The cytokine and chemokine profile of macrophages treated with tumor cell derived exosomes showed marked differences from those induced by either LPS or IL-4, and it suggested that exosomes may play a role in the tumor progression and metastasis formation through supporting tumor immune escape mechanisms.",22898052_4,1
24350,granulocyte macrophage colony-stimulating factor,"INTRODUCTION: In this study we describe a patient with a prolonged myasthenic crisis refractory to conventional immunomodulatory therapy who was treated with GM-CSF (granulocyte macrophage colony-stimulating factor, sargramostim).METHODS: T-regulatory cell (Treg) suppressive function and Foxp3 expression were evaluated before and after treatment with GM-CSF.RESULTS: Treatment with GM-CSF was associated with clinical improvement, expansion in the circulating numbers of Foxp3(+) cells, increase in Foxp3 expression levels in Tregs, early improvement in Treg suppressive capacity for AChR-α-induced T-cell proliferation, and subsequent enhancement in Treg suppression of polyclonal T-cell proliferation.",22907239_0,0
24352,Treg,"INTRODUCTION: In this study we describe a patient with a prolonged myasthenic crisis refractory to conventional immunomodulatory therapy who was treated with GM-CSF (granulocyte macrophage colony-stimulating factor, sargramostim).METHODS: T-regulatory cell (Treg) suppressive function and Foxp3 expression were evaluated before and after treatment with GM-CSF.RESULTS: Treatment with GM-CSF was associated with clinical improvement, expansion in the circulating numbers of Foxp3(+) cells, increase in Foxp3 expression levels in Tregs, early improvement in Treg suppressive capacity for AChR-α-induced T-cell proliferation, and subsequent enhancement in Treg suppression of polyclonal T-cell proliferation.",22907239_0,2
24362,cells,"INTRODUCTION: In this study we describe a patient with a prolonged myasthenic crisis refractory to conventional immunomodulatory therapy who was treated with GM-CSF (granulocyte macrophage colony-stimulating factor, sargramostim).METHODS: T-regulatory cell (Treg) suppressive function and Foxp3 expression were evaluated before and after treatment with GM-CSF.RESULTS: Treatment with GM-CSF was associated with clinical improvement, expansion in the circulating numbers of Foxp3(+) cells, increase in Foxp3 expression levels in Tregs, early improvement in Treg suppressive capacity for AChR-α-induced T-cell proliferation, and subsequent enhancement in Treg suppression of polyclonal T-cell proliferation.",22907239_0,2
24365,early,"INTRODUCTION: In this study we describe a patient with a prolonged myasthenic crisis refractory to conventional immunomodulatory therapy who was treated with GM-CSF (granulocyte macrophage colony-stimulating factor, sargramostim).METHODS: T-regulatory cell (Treg) suppressive function and Foxp3 expression were evaluated before and after treatment with GM-CSF.RESULTS: Treatment with GM-CSF was associated with clinical improvement, expansion in the circulating numbers of Foxp3(+) cells, increase in Foxp3 expression levels in Tregs, early improvement in Treg suppressive capacity for AChR-α-induced T-cell proliferation, and subsequent enhancement in Treg suppression of polyclonal T-cell proliferation.",22907239_0,1
24367,T-cell proliferation,"INTRODUCTION: In this study we describe a patient with a prolonged myasthenic crisis refractory to conventional immunomodulatory therapy who was treated with GM-CSF (granulocyte macrophage colony-stimulating factor, sargramostim).METHODS: T-regulatory cell (Treg) suppressive function and Foxp3 expression were evaluated before and after treatment with GM-CSF.RESULTS: Treatment with GM-CSF was associated with clinical improvement, expansion in the circulating numbers of Foxp3(+) cells, increase in Foxp3 expression levels in Tregs, early improvement in Treg suppressive capacity for AChR-α-induced T-cell proliferation, and subsequent enhancement in Treg suppression of polyclonal T-cell proliferation.",22907239_0,2
24370,T-cell proliferation,"INTRODUCTION: In this study we describe a patient with a prolonged myasthenic crisis refractory to conventional immunomodulatory therapy who was treated with GM-CSF (granulocyte macrophage colony-stimulating factor, sargramostim).METHODS: T-regulatory cell (Treg) suppressive function and Foxp3 expression were evaluated before and after treatment with GM-CSF.RESULTS: Treatment with GM-CSF was associated with clinical improvement, expansion in the circulating numbers of Foxp3(+) cells, increase in Foxp3 expression levels in Tregs, early improvement in Treg suppressive capacity for AChR-α-induced T-cell proliferation, and subsequent enhancement in Treg suppression of polyclonal T-cell proliferation.",22907239_0,2
24373,autoimmune,"CONCLUSION: Although definitive conclusions cannot be drawn from a single case, the correlation with similar findings in GM-CSF-treated animals with experimental autoimmune myasthenia gravis suggests further exploration of the effects of GM-CSF in myasthenia gravis should be studied in a clinical trial setting.",22907239_1,1
24381,Treg,BACKGROUND: Several studies have documented modulation of Th17 and T regulatory (Treg) cells in various human malignancies which may vary with the type and extent of the disease.,22956260_0,2
24382,cells,BACKGROUND: Several studies have documented modulation of Th17 and T regulatory (Treg) cells in various human malignancies which may vary with the type and extent of the disease.,22956260_0,2
24401,Treg,"We found that, compared with the healthy controls, patients had a significantly (p < 0.0001) higher proportion of both Th17 (CD4(+)IL17A(+)) and Treg (CD4(+)CD25(+)FOXP3(+)) cells, which further showed a reciprocal balance in relation to clinico-pathological parameters in patients.",22956260_3,2
24403,cells,"We found that, compared with the healthy controls, patients had a significantly (p < 0.0001) higher proportion of both Th17 (CD4(+)IL17A(+)) and Treg (CD4(+)CD25(+)FOXP3(+)) cells, which further showed a reciprocal balance in relation to clinico-pathological parameters in patients.",22956260_3,2
24406,subset,"We also detected a circulating CD8(+) subset of these cells in both patients and healthy controls, although the difference between the two groups was statistically insignificant.",22956260_4,2
24421,lymph,"Higher frequencies of Th17 cells were found in patients with early stages and without lymph node involvement, while an increased prevalence of Tregs was associated with higher clinical stages and lymph node involvement.",22956260_5,2
24430,negative,"Contrarily, Tregs showed a negative association with CD4(+)T and CD8(+)T cells.",22956260_7,1
24434,ratio,CONCLUSIONS: Our results suggest an increase in Th17/Tregs ratio in early stages and a decrease in this ratio in higher stages of oral cancer.,22956260_8,2
24436,decrease,CONCLUSIONS: Our results suggest an increase in Th17/Tregs ratio in early stages and a decrease in this ratio in higher stages of oral cancer.,22956260_8,1
24439,regulation,Such counter regulation of Th17 and Tregs may be a significant prognostic factor in oral cancer patients.,22956260_9,1
24449,WT,"Using xMAP technology and RT-PCR, we investigated cytokine/chemokine profiles during histologically defined phases of disease: (i) no/mild, (ii) moderate, (iii) severe colitis without dysplasia/cancer and (iv) severe colitis with dysplasia/cancer, compared with age-matched wild-type (WT) littermates.",22962436_1,2
