,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,label
32214,cells,13,14,63,68,"In this study, we found that blocking the STAT3 pathway in HCC cells dramatically inhibited murine HCC growth in vivo and prolonged survival of tumor-bearing mice.",25015826_2,-1,-1,2,2
32233,regulatory T cells,2,5,13,31,"Furthermore, regulatory T cells and immunosuppressive IL-10 and TGF-β cytokines were reduced in mice bearing STAT3-blocked HCC cells, suggesting that these factors may be involved in HCC-induced NK cell suppression.",25015826_6,-1,-1,2,2
32234,IL-10,7,8,54,59,"Furthermore, regulatory T cells and immunosuppressive IL-10 and TGF-β cytokines were reduced in mice bearing STAT3-blocked HCC cells, suggesting that these factors may be involved in HCC-induced NK cell suppression.",25015826_6,0,-1,-1,0
32236,reduced,12,13,85,92,"Furthermore, regulatory T cells and immunosuppressive IL-10 and TGF-β cytokines were reduced in mice bearing STAT3-blocked HCC cells, suggesting that these factors may be involved in HCC-induced NK cell suppression.",25015826_6,-1,1,-1,1
32238,cells,18,19,127,132,"Furthermore, regulatory T cells and immunosuppressive IL-10 and TGF-β cytokines were reduced in mice bearing STAT3-blocked HCC cells, suggesting that these factors may be involved in HCC-induced NK cell suppression.",25015826_6,-1,-1,2,2
32244,STAT3,5,6,38,43,These findings indicate that blocking STAT3 in HCC cells can initiate innate immunity in vivo.,25015826_7,-1,1,-1,1
32245,cells,8,9,51,56,These findings indicate that blocking STAT3 in HCC cells can initiate innate immunity in vivo.,25015826_7,-1,-1,2,2
32246,innate immunity,11,13,70,85,These findings indicate that blocking STAT3 in HCC cells can initiate innate immunity in vivo.,25015826_7,0,-1,-1,0
32249,activation,10,11,72,82,The transcription factor NF-κB is central to inflammatory signaling and activation of innate and adaptive immune responses.,25024217_0,-1,-1,2,2
32250,innate,12,13,86,92,The transcription factor NF-κB is central to inflammatory signaling and activation of innate and adaptive immune responses.,25024217_0,0,-1,-1,0
32252,Activation,0,1,0,10,"Activation of the NF-κB pathway is tightly controlled by several negative feedback mechanisms, including A20, an ubiquitin-modifying enzyme encoded by the tnfaip3 gene.",25024217_1,-1,-1,2,2
32255,negative,10,11,65,73,"Activation of the NF-κB pathway is tightly controlled by several negative feedback mechanisms, including A20, an ubiquitin-modifying enzyme encoded by the tnfaip3 gene.",25024217_1,-1,1,-1,1
32259,deletion,3,4,20,28,"Mice with selective deletion of A20 in myeloid, dendritic, or B cells recapitulate some human inflammatory pathology.",25024217_2,-1,1,-1,1
32262,cells,13,14,64,69,"Mice with selective deletion of A20 in myeloid, dendritic, or B cells recapitulate some human inflammatory pathology.",25024217_2,-1,-1,2,2
32264,expression,4,5,20,30,"As we observed high expression of A20 transcripts in dysfunctional CD8 T cells in an autochthonous melanoma, we analyzed the role of A20 in regulation of CD8 T-cell functions, using mice in which A20 was selectively deleted in mature conventional T cells.",25024217_3,-1,1,-1,1
32267,cells,12,13,73,78,"As we observed high expression of A20 transcripts in dysfunctional CD8 T cells in an autochthonous melanoma, we analyzed the role of A20 in regulation of CD8 T-cell functions, using mice in which A20 was selectively deleted in mature conventional T cells.",25024217_3,-1,-1,2,2
32270,regulation,25,26,140,150,"As we observed high expression of A20 transcripts in dysfunctional CD8 T cells in an autochthonous melanoma, we analyzed the role of A20 in regulation of CD8 T-cell functions, using mice in which A20 was selectively deleted in mature conventional T cells.",25024217_3,-1,1,-1,1
32272,cells,43,44,249,254,"As we observed high expression of A20 transcripts in dysfunctional CD8 T cells in an autochthonous melanoma, we analyzed the role of A20 in regulation of CD8 T-cell functions, using mice in which A20 was selectively deleted in mature conventional T cells.",25024217_3,-1,-1,2,2
32276,cells,10,11,70,75,These mice developed lymphadenopathy and some organ infiltration by T cells but no splenomegaly and no detectable pathology.,25024217_4,-1,-1,2,2
32277,pathology,17,18,114,123,These mice developed lymphadenopathy and some organ infiltration by T cells but no splenomegaly and no detectable pathology.,25024217_4,-1,-1,2,2
32279,cells,3,4,18,23,"A20-deleted CD8 T cells had increased sensitivity to antigen stimulation with production of large amounts of IL-2 and IFNγ, correlated with sustained nuclear expression of NF-κB components reticuloendotheliosis oncogene c-Rel and p65.",25024217_5,-1,-1,2,2
32284,IL-2,16,17,109,113,"A20-deleted CD8 T cells had increased sensitivity to antigen stimulation with production of large amounts of IL-2 and IFNγ, correlated with sustained nuclear expression of NF-κB components reticuloendotheliosis oncogene c-Rel and p65.",25024217_5,0,-1,-1,0
32291,cells,9,10,58,63,Overexpression of A20 by retroviral transduction of CD8 T cells dampened their intratumor accumulation and antitumor activity.,25024217_6,-1,-1,2,2
32297,activation,10,11,48,58,"In contrast, relief from the A20 brake in NF-κB activation in adoptively transferred antitumor CD8 T cells led to improved control of melanoma growth.",25024217_7,-1,-1,2,2
32299,cells,17,18,101,106,"In contrast, relief from the A20 brake in NF-κB activation in adoptively transferred antitumor CD8 T cells led to improved control of melanoma growth.",25024217_7,-1,-1,2,2
32300,control,21,22,123,130,"In contrast, relief from the A20 brake in NF-κB activation in adoptively transferred antitumor CD8 T cells led to improved control of melanoma growth.",25024217_7,-1,1,-1,1
32304,cells,4,5,37,42,Tumor-infiltrating A20-deleted CD8 T cells had enhanced production of IFNγ and TNFα and reduced expression of the inhibitory receptor programmed cell death 1.,25024217_8,-1,-1,2,2
32310,expression,4,5,23,33,"As manipulation of A20 expression in CD8 T cells did not result in pathologic manifestations in the mice, we propose it as a candidate to be targeted to increase antitumor efficiency of adoptive T-cell immunotherapy.",25024217_9,-1,1,-1,1
32312,cells,8,9,43,48,"As manipulation of A20 expression in CD8 T cells did not result in pathologic manifestations in the mice, we propose it as a candidate to be targeted to increase antitumor efficiency of adoptive T-cell immunotherapy.",25024217_9,-1,-1,2,2
32319,cells,1,2,7,12,"Cancer cells may escape from host immune responses through active suppression of the immune response, but the detailed mechanisms in colorectal cancer remain to be elucidated.",25034363_0,-1,-1,2,2
32328,tissues,11,12,66,73,"In this study, 108 colorectal tumor samples and their peritumoral tissues were collected for immunohistochemistry of infiltrating lymphocytes.",25034363_1,-1,-1,2,2
32330,lymphocytes,18,19,130,141,"In this study, 108 colorectal tumor samples and their peritumoral tissues were collected for immunohistochemistry of infiltrating lymphocytes.",25034363_1,-1,-1,2,2
32331,Th1,0,1,0,3,"Th1 and Tregs cells were determined by the positive expression of T-bet and FOXP3 proteins, respectively.",25034363_2,-1,-1,2,2
32336,cells,2,3,8,13,The Tr1 cells were identified by CD49b and LAG-3 protein expression.,25034363_3,-1,-1,2,2
32342,cells,7,8,53,58,"Results showed that the percentage of T-bet-positive cells was significantly decreased, while the percentages of IL-17-, FOXP3-, CD49b-, and LAG-3-positive cells were significantly increased in tumor tissues compared to that in peritumoral tissues.",25034363_5,-1,-1,2,2
32343,decreased,10,11,77,86,"Results showed that the percentage of T-bet-positive cells was significantly decreased, while the percentages of IL-17-, FOXP3-, CD49b-, and LAG-3-positive cells were significantly increased in tumor tissues compared to that in peritumoral tissues.",25034363_5,-1,1,-1,1
32349,increased,27,28,181,190,"Results showed that the percentage of T-bet-positive cells was significantly decreased, while the percentages of IL-17-, FOXP3-, CD49b-, and LAG-3-positive cells were significantly increased in tumor tissues compared to that in peritumoral tissues.",25034363_5,0,-1,-1,0
32352,tissues,36,37,240,247,"Results showed that the percentage of T-bet-positive cells was significantly decreased, while the percentages of IL-17-, FOXP3-, CD49b-, and LAG-3-positive cells were significantly increased in tumor tissues compared to that in peritumoral tissues.",25034363_5,-1,-1,2,2
32358,cells,14,15,79,84,"The ratio of IL-17-, FOXP3-, CD49b-, and LAG3-positive cells to T-bet-positive cells was significantly higher in tumor tissues than in peritumoral tissues.",25034363_6,-1,-1,2,2
32360,tissues,24,25,147,154,"The ratio of IL-17-, FOXP3-, CD49b-, and LAG3-positive cells to T-bet-positive cells was significantly higher in tumor tissues than in peritumoral tissues.",25034363_6,-1,-1,2,2
32367,stage,20,21,136,141,"The percentage of infiltrating IL-17-positive cells in tumor tissues was negatively associated with lymph metastasis, invasion, and TNM stage.",25034363_7,-1,1,-1,1
32375,stage,22,23,140,145,"The percentage of CD49b- and LAG-3-positive cells was positively associated with differentiation, lymph metastasis, invasion, TNM, and Duke stage of colorectal cancer.",25034363_8,-1,1,-1,1
32379,cells,7,8,40,45,The percentage of positive Th17 and Tr1 cells is a marker for poor prognosis in patients with CRC.,25034363_9,-1,-1,2,2
32381,CRC,17,18,94,97,The percentage of positive Th17 and Tr1 cells is a marker for poor prognosis in patients with CRC.,25034363_9,-1,1,-1,1
32382,decreased,3,4,15,24,"In conclusion, decreased composition of regulative Th1 cells and increased composition of FOXP(+) Tregs-, CD49b(+)/LAG-3(+) Tr1-, and IL-17-positive cells in tumor tissues may be associated with the progression of colorectal cancer.",25034363_10,-1,1,-1,1
32383,Th1 cells,7,9,51,60,"In conclusion, decreased composition of regulative Th1 cells and increased composition of FOXP(+) Tregs-, CD49b(+)/LAG-3(+) Tr1-, and IL-17-positive cells in tumor tissues may be associated with the progression of colorectal cancer.",25034363_10,-1,-1,2,2
32384,increased,10,11,65,74,"In conclusion, decreased composition of regulative Th1 cells and increased composition of FOXP(+) Tregs-, CD49b(+)/LAG-3(+) Tr1-, and IL-17-positive cells in tumor tissues may be associated with the progression of colorectal cancer.",25034363_10,0,-1,-1,0
32394,cells,7,8,47,52,The high percentage of IL-17- and Tr1-positive cells in tumor tissues is a predictive marker for poor prognosis of colorectal cancer.,25034363_11,-1,-1,2,2
32407,broad,2,3,5,10,"In a broad study using Spp1(-/-) mice along with gene silencing in tumor cells, we obtained evidence of distinct and common activities of OPN when produced by tumor or host cells in a spontaneously metastatic model of breast cancer.",25035397_1,-1,1,-1,1
32415,breast,39,40,218,224,"In a broad study using Spp1(-/-) mice along with gene silencing in tumor cells, we obtained evidence of distinct and common activities of OPN when produced by tumor or host cells in a spontaneously metastatic model of breast cancer.",25035397_1,-1,1,-1,1
32419,secreted,14,15,96,104,"Different cellular localization of OPN is associated with its distinct activities, being mainly secreted in tumor cells while intracellular in myeloid cells.",25035397_2,0,-1,-1,0
32421,intracellular,19,20,126,139,"Different cellular localization of OPN is associated with its distinct activities, being mainly secreted in tumor cells while intracellular in myeloid cells.",25035397_2,0,-1,-1,0
32433,primary,12,13,80,87,Myeloid-derived suppressor cells (MDSC) expanded with tumor progression at both primary and lung metastatic sites.,25035397_4,0,-1,-1,0
32434,lung,14,15,92,96,Myeloid-derived suppressor cells (MDSC) expanded with tumor progression at both primary and lung metastatic sites.,25035397_4,-1,1,-1,1
32436,monocytic,3,4,16,25,"Of the expanded monocytic and granulocytic cell populations of MDSCs, the monocytic subset was the predominant source of OPN.",25035397_5,-1,1,-1,1
32442,lung,8,9,37,41,"In Spp1(-/-) mice, the inhibition of lung metastases correlated with the expansion of granulocyte-oriented MDSCs.",25035397_6,-1,1,-1,1
32447,expression,18,19,112,122,"Notably, monocytic MDSCs in Spp1(-/-) mice were less suppressive than their wild-type counterparts due to lower expression of arginase-1, IL6, and phospho-Stat3.",25035397_7,-1,1,-1,1
32449,IL6,22,23,138,141,"Notably, monocytic MDSCs in Spp1(-/-) mice were less suppressive than their wild-type counterparts due to lower expression of arginase-1, IL6, and phospho-Stat3.",25035397_7,0,-1,-1,0
32450,regulatory T cells,3,6,16,34,"Moreover, fewer regulatory T cells accumulated at the metastatic site in Spp1(-/-) mice.",25035397_8,-1,-1,2,2
32452,lung,5,6,31,35,Our data find correlation with lung metastases of human mammary carcinomas that are associated with myeloid cells expressing OPN.,25035397_9,-1,1,-1,1
32460,precursor,10,11,68,77,BACKGROUND: TEL-AML the most common genetic alteration in childhood precursor B acute lymphoblastic leukemia (BCP-ALL) is associated with a favorable prognosis.,25062112_0,-1,-1,2,2
32468,primary,20,21,142,149,PATIENTS AND METHOD: We studied the expression of nerve growth factor/tumor necrosis factor receptor (NGFR/TNFR)/ligand family members on 108 primary BCP-ALL samples by flow cytometry and compared both their baseline expression and CD40-induced modulation on TEL-AML positive and negative leukemia samples.,25062112_1,0,-1,-1,0
32472,expression,31,32,217,227,PATIENTS AND METHOD: We studied the expression of nerve growth factor/tumor necrosis factor receptor (NGFR/TNFR)/ligand family members on 108 primary BCP-ALL samples by flow cytometry and compared both their baseline expression and CD40-induced modulation on TEL-AML positive and negative leukemia samples.,25062112_1,-1,1,-1,1
