Mature Lymphocyte	UMLS:C1513026
autologous anti-CD19 CAR-CD3zeta-4-1BB-expressing T cells	UMLS:C4725911
Leukocytes &#x7C; Lower respiratory specimen &#x7C; Hematology and Cell counts	UMLS:C5454450
Cells, TH-17	UMLS:C2936411
pericytes	UMLS:C0598800
liso-cel	UMLS:C4086001
AMG 553	UMLS:C5417906
CD4+ T Lymphocyte	UMLS:C0039215
Polymorphonuclear Leukocytes	UMLS:C0018183
Lymphocytes &#x7C; Blood &#x7C; Cell markers	UMLS:C5171656
Autologous CLL1-CAR-CD28-expressing T-lymphocytes	UMLS:C5446539
Inducer Cells	UMLS:C0018894
WZTL-002	UMLS:C5417828
suppressor cells	UMLS:C0038856
4S-CD123-CAR-T cell	UMLS:C4725102
Autologous CD7-CAR-T Cells PA3-17	UMLS:C5667075
Killer Cell, Cytokine-Induced	UMLS:C2348032
T-Lymphocyte, Regulatory	UMLS:C0039198
TNF Transduced TIL	UMLS:C1515168
Myocytes, Cardiac	UMLS:C0225828
autologous human OC-IgT cells	UMLS:C4725930
spheroplasts	UMLS:C0037890
Hematopoietic and Lymphoid Cell	UMLS:C1512385
CD94+ lymphocyte	UMLS:C1267981
Anti-mesothelin CAR Vector-transduced Autologous T-lymphocytes	UMLS:C4085987
Spheroid, Cellular	UMLS:C0282501
Crenated Red Blood Cell	UMLS:C0000886
Autologous HER2-targeted Dual-switch CAR-T Cells BPX-603	UMLS:C5447541
b-lymphocyte	UMLS:C0004561
autologous EGFRt/BCMA-41BBz-targeted CAR T cells	UMLS:C4724868
TC2 Cells	UMLS:C0949432
Homologous Cells	UMLS:C3485979
autologous ovarian cancer immunogene-modified T lymphocytes	UMLS:C4725930
Regulatory T cell	UMLS:C0039198
Pre-B lymphocyte	UMLS:C0312738
CD25+CD19+ Lymphocyte	UMLS:C1267898
autologous dendritic cells loaded with autologous tumor associated antigens	UMLS:C4727558
cells interstitial	UMLS:C0023602
Multicellular Spheroid	UMLS:C0282501
Acanthocytes	UMLS:C0000886
Obecabtagene Autoleucel	UMLS:C5417935
Cells, Jurkat	UMLS:C0376448
Suppressor T-Cells, Naturally-Occurring	UMLS:C1959571
Hepatocytes	UMLS:C0227525
Mouse Lymph Cell	UMLS:C1522703
Leukocyte - Lymphocyte - B-Lymphocyte (MMHCC)	UMLS:C1522109
Autologous BCMA-targeted CAR T Cells LCAR-B4822M	UMLS:C5206608
ARI-0001	UMLS:C5555879
MDA MB 134 Breast Carcinoma Cells	UMLS:C5690732
CD22+CD11C+ lymphocyte	UMLS:C1267893
4S-CD20-CAR-T cell	UMLS:C4725101
sex cell	UMLS:C0017471
Cells &#x7C; Urine sediment &#x7C; Urinalysis	UMLS:C5157927
Anti-MAGE-A3 HLA-A*01 Restricted TCR-Gene Engineered Lymphocytes	UMLS:C3899996
CD4+CD29+ T lymphocytes	UMLS:C1267823
B memory cell	UMLS:C0682638
Precursors, T-Cell	UMLS:C1955941
bursa-equivalent lymphocyte	UMLS:C0004561
Bone Marrow Derived Cell	UMLS:C3896693
CTL119 Cells	UMLS:C4744702
muscle cells	UMLS:C0596981
Autologous iC9-CARCD19 T Cells	UMLS:C4553719
Suppressor effector T lymphocyte	UMLS:C2355611
autologous mRNA CART-cMET	UMLS:C4724864
Autologous Anti-Claudin18.2-transduced T Lymphocytes CT041	UMLS:C4727694
CD19-specific Epsilon-TRuC TC-110	UMLS:C5417911
Precursor B Cells	UMLS:C0312738
Genetically-engineered Immune Cell	UMLS:C4727509
HBV antigen peptides/HepG2 cell protein lysate-activated DCs	UMLS:C4725078
Plant Cells	UMLS:C3178867
autologous cytokine-induced killer cells	UMLS:C4329369
CAR-BCMA T-cells CT053	UMLS:C5700419
GC 022	UMLS:C5417842
autologous PD-1 antibody expressing mesothelin specific CAR-T cells	UMLS:C4724836
Cells, Sternberg-Reed	UMLS:C0085133
NY-ESO-1 reactive TCR retroviral vector transduced autologous PBL	UMLS:C2983758
Cells, Cardiac Muscle	UMLS:C0225828
T-Cells, Helper	UMLS:C0018894
Lymphoma cells &#x7C; Blood &#x7C; Hematology and Cell counts	UMLS:C5171770
CD22-scFv/CD28/CD137/CD27/CD3z-iCasp9 T cells	UMLS:C4725100
Subset, T-Lymphocyte	UMLS:C0080202
Polymorphonuclear Neutrophil	UMLS:C0027950
t-helper cells	UMLS:C0018894
Meningothelial Cell	UMLS:C1513123
ex vivo-expanded autologous T cells IMA101	UMLS:C4329802
CE7R CAR T Cells	UMLS:C3900004
SENL-101	UMLS:C5706465
Set of glial cells	UMLS:C0027836
Autologous Anti-gp100:154-162 T-Cell Receptor Gene-Engineered Peripheral Blood Lymphocytes	UMLS:C1831990
autologous HER2-specific/EGFRt-expressing CD4/CD8-positive CAR T cells	UMLS:C4733685
Villous lymphocytes &#x7C; Blood &#x7C; Hematology and Cell counts	UMLS:C5214313
Autologous Anti-CD19 CAR TCR-zeta/4-1BB-transduced T-cells BinD19	UMLS:C4725691
CD123 CAR-T Cells	UMLS:C5419025
cytotoxic t cell	UMLS:C0039195
Ganglion Cell	UMLS:C0228071
Line, MDA-MB-231 Cell	UMLS:C5690732
Autologous CAR-T Cells Targeting PD-L1 and CD80/CD86	UMLS:C4724905
4S-CAR-T19	UMLS:C4724856
CAR-GPC3 T Cells	UMLS:C4055459
DARIC-expressing CD33-specific Autologous CAR T Cells SC-DARIC33	UMLS:C5666935
MAGE-A3/A6 T cell receptor engineered T cells	UMLS:C4525866
TC-210 T Cells	UMLS:C5700416
Lymphocytes.vacuolated &#x7C; Blood &#x7C; Hematology and Cell counts	UMLS:C5171712
Inducer T-Lymphocytes	UMLS:C0018894
Cell, Epithelial	UMLS:C0014597
Histocyte	UMLS:C0019612
RQR8/TRBC1 CAR T Cells AUTO4	UMLS:C5237046
LTF-303	UMLS:C5691155
Autologous CD19/CD22 CAR T Cells	UMLS:C4684850
basal cell	UMLS:C0596155
Autologous CAR-CD19-CD28-zeta-transduced T-lymphocytes	UMLS:C4733635
MAGE-A3/12-specific TCR Gene-transduced Autologous PBLs	UMLS:C3898559
autologous MG7-CART cells	UMLS:C4329367
Tumor Infiltrating Lymphocytes	UMLS:C0079722
anti-mucin1 autologous CAR T cells	UMLS:C4085976
Chimeric Antigen Receptor T-cells	UMLS:C4527316
Cell, U937	UMLS:C0600531
Autologous Genetically Modified AFPC332 T Cells	UMLS:C4527154
Leukocytes &#x7C; Stem cell product &#x7C; Hematology and Cell counts	UMLS:C5383249
Anti-CD19/Anti-CD79b 4SCAR-expressing Bispecific T-cells	UMLS:C5708221
anti-CD20 CAR-T cells 4SCAR20	UMLS:C4725101
amebocyte	UMLS:C0031307
Autologous Anti-BCMA-CAR-mRNA-transfected CD8+ T-lymphocytes	UMLS:C4745003
cells granulocyte	UMLS:C0018183
Blood mononuclear cells	UMLS:C2347293
Skin Basal Cell	UMLS:C0596155
Autologous iC9-CAR19 T-cells	UMLS:C4553719
Autologous IL-12/Multi-targeted Primed T-lymphocytes RPTR 168	UMLS:C5555853
Allogeneic CARCIK-CD19 (SY)	UMLS:C4727557
Red Blood Corpuscles	UMLS:C0014792
Autologous CD8+ Melanoma Specific T Cells	UMLS:C3900002
Autologous Anti-CD22 CAR-T Cells SCRI-CAR22v2	UMLS:C5448063
Memory B Lymphocyte	UMLS:C0682638
Autologous Anti-BCMA CAR-T Cells CT103A	UMLS:C5666940
cytotoxic t lymphocyte	UMLS:C0039195
Autologous Anti-CD19 CAR T-cells UF-KURE19	UMLS:C5706469
CART-HER-2 cells	UMLS:C2698146
T-Cell	UMLS:C0039194
anti-LeY-CAR-transduced autologous T lymphocytes	UMLS:C4329333
Activated B-Lymphocyte	UMLS:C1515878
Accessory Cell, Immunologic	UMLS:C0003315
B-Lymphocytes, Memory	UMLS:C0682638
CD8-Positive Lymphocytes	UMLS:C0242629
Lymphocyte, Null	UMLS:C0024265
Autologous Anti-CD123 CAR-T Cells	UMLS:C5419025
Leydig cell	UMLS:C0023602
meso-CART	UMLS:C3273206
Anti-NY-ESO1 TCR-transduced Autologous CD62L+-derived T-Lymphocytes	UMLS:C3831512
HL-60 Cell	UMLS:C0282549
Zamtocabtagene Autoleucel	UMLS:C5556488
Autologous LCAR-B4822M CAR T Cells	UMLS:C5206608
Agranulocyte	UMLS:C0023517
Tumor Cell, Circulating	UMLS:C0027625
autologous anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ T lymphocytes JCAR017	UMLS:C5400052
sternberg-reed cells	UMLS:C0085133
Autologous NYCE Cells	UMLS:C4727561
T Lymphocytes	UMLS:C0039194
Autologous Bispecific CD19/CD22-targeted CAR-T Cells GC022	UMLS:C5417842
KITE439	UMLS:C5204822
Cells, Acini	UMLS:C0596030
Precursor B Lymphocytes	UMLS:C0312738
Neoplastic Cell	UMLS:C0597032
Rapid Personalized Manufacturing CD19-mbIL15-CAR T Cells	UMLS:C5556546
Autologous GPC3-specific CAR-IL-15-iCasp9 T Cells	UMLS:C5575455
CD20-4SCAR-expressing T lymphocytes	UMLS:C4725101
TH 2 Cells	UMLS:C0242633
t-cells	UMLS:C0039194
autologous iC9-GD2-CAR-expressing VZV-specific T lymphocytes	UMLS:C3831436
Autologous CD123-4SCAR-expressing T-cells 4SCAR123	UMLS:C4725102
Autologous Anti-c-Met/PD-L1 CAR T-cells	UMLS:C5206588
KITE 439	UMLS:C5204822
Differentiated Anti-BCMA Autologous CAR T Cells ARI0002h	UMLS:C5447425
CYAD-02	UMLS:C5418020
KITE 718	UMLS:C4525866
Gamma/Delta T Lymphocyte	UMLS:C1515186
MDA-MB-231 Cell	UMLS:C5690732
giant cells	UMLS:C0017526
Lymphokine-activated natural killer cell	UMLS:C1518075
Autologous CRISPR-edited CD7-targeting CAR-CD28zeta T Cells	UMLS:C5206131
ZAP70 cells &#x7C; Blood &#x7C; Cell markers	UMLS:C5185785
TH 17 Cell	UMLS:C2936411
CD19CAR-CD28-CD3zeta-EGFRt-expressing Tn/mem-enriched T-lymphocytes	UMLS:C4522300
Juxtaglomerular Cell	UMLS:C0227650
Autologous Desmoglein-3 Chimeric Autoantibody Receptor T-cells DSG3-CAART	UMLS:C5667586
autologous anti-BCMA-CAR-4-1BB-CD3zeta-expressing memory T lymphocytes bb21217	UMLS:C4682857
MB-106	UMLS:C5706491
Myocyte, Skeletal	UMLS:C1704336
Recent Thymic Emigrant	UMLS:C3828361
Peripheral blood mononuclear cell (cell)	UMLS:C1321301
Cells, COS	UMLS:C0376702
RD14 01	UMLS:C5706526
Autologous Immunogenic Neoantigen-specific T-cells GEN-011	UMLS:C5555040
CD45RO+ T lymphocyte	UMLS:C4322815
Gametes	UMLS:C0017471
NK Cell	UMLS:C0022688
RBC	UMLS:C0014792
Germ Cell	UMLS:C0017471
NIB103	UMLS:C5667009
Connective tissue cells	UMLS:C0009781
Type 1 T-helper cell	UMLS:C0242632
cells spur	UMLS:C0000886
Cells.TACI	UMLS:C4740205
CD31+ lymphocyte	UMLS:C1267904
Autologous EGFR806-specific CAR T Cells	UMLS:C4761464
anti-HER2-CAR autologous CMV-specific cytotoxic T lymphocytes	UMLS:C2984032
Cell, Nerve	UMLS:C0027882
Abnormal Hematopoietic and Lymphoid Cell	UMLS:C1510725
cones	UMLS:C0206428
IMA202 T cells	UMLS:C4727097
anti-GPC3-scFvGC33-CAR autologous T lymphocytes	UMLS:C4329326
Autologous HPV Specific Immune Lymphocytes	UMLS:C4733637
Mother Cell	UMLS:C0038250
Autologous Genetically-modified MAGE-A4 C1032 CD8alpha T Lymphocytes	UMLS:C5206827
KK-LC-1 TCR T Cells	UMLS:C5557362
autologous TCR-engineered T cells IMA201	UMLS:C4687450
circulating neoplastic cell	UMLS:C0027625
Cell, Lymphoid Stem	UMLS:C1955939
Anti-MSLN CAR-T Cells	UMLS:C5707052
Autologous Desmoglein 3 Chimeric Autoantibody Receptor T Cells DSG3-CAART	UMLS:C5667586
Basophilic Leukocyte	UMLS:C0004827
OBX 115	UMLS:C5706539
CEA-specific CTLs	UMLS:C4086003
brain cell	UMLS:C0596208
Autologous Ovarian Cancer-specific Cytotoxic T-Lymphocytes	UMLS:C4733630
Epithelial Cells	UMLS:C0014597
Autologous Anti-HLA-A*0201/AFP CAR T-cells ET1402L1	UMLS:C4733642
EpCAM-specific CAR autologous T cells	UMLS:C4289582
Autologous Anti-CD19/Anti-CD20-CAR-CD28-4-1BB-CD3zeta-EGFRt+-expressing Tn/mem Cells	UMLS:C5205544
Autologous P-BCMA-101 CAR-T Cells	UMLS:C4684874
Cell, Heart Muscle	UMLS:C0225828
YTB323	UMLS:C5446599
Lymphocyte Activated Killer Cell	UMLS:C2350468
Nerve Cell, Neuroepithelial Cell, and Supporting Cell of the Nervous System	UMLS:C1518293
Type-2 Helper T Cells	UMLS:C0242633
Alpha/Beta T-Cell	UMLS:C4744787
nk cells	UMLS:C0022688
mammary carcinoma cell line	UMLS:C0596890
PC12 cell	UMLS:C0085262
CAR.B7-H3T Cells	UMLS:C5707274
B-Lymphocytes, Immature	UMLS:C1512631
Cell, Strain L	UMLS:C0022827
MCF7 Cell	UMLS:C0596890
PA-TriMAR Lentiviral Vector-transduced Autologous T-cells	UMLS:C5206704
Jurkat cell	UMLS:C0376448
Anti-CD19/CD70 Bispecific 4SCAR T-cells	UMLS:C5708220
MCARH109	UMLS:C5447112
Nucleated Erythrocyte	UMLS:C0014762
M87o-Transduced CD34+ PBSC	UMLS:C2826113
IMA-202	UMLS:C4727097
Anti-CD38/BCMA CAR T-lymphocytes	UMLS:C4764038
autologous T cells transduced with ET1402L1-CAR	UMLS:C4733642
Muscle cell	UMLS:C0596981
CD8-Positive T-Lymphocyte	UMLS:C0242629
CD4+ T Lymphocytes	UMLS:C0039215
GSK-3901961	UMLS:C5446937
Baltaleucel-T	UMLS:C4289937
Epithelial cell	UMLS:C0014597
autologous peripheral blood lymphocytes cotransduced with retroviral vectors encoding inducible IL-12 and anti-NY-ESO-1 TCR	UMLS:C3827113
Intraepithelial T Cell	UMLS:C1512944
T Cells, Mucosal	UMLS:C1512944
Lymphocyte-Activated Killer Cell	UMLS:C2350468
Autologous ROR1-CAR-T Cells	UMLS:C3896611
CD19-directed CAR-T Cells IC19/1563	UMLS:C5666893
Autologous Anti-TnMUC1-CAR-expressing T-lymphocytes	UMLS:C5237176
Retinal Cone Cells	UMLS:C0206428
CLIC-1901	UMLS:C4764289
Autologous Anti-GD2/Anti-PSMA 4SCAR-expressing Bispecific T-cells	UMLS:C5708040
Cytolytic T-Cell	UMLS:C0039195
Memory B Cells	UMLS:C0682638
Akti-treated TIL	UMLS:C4055481
Juxtaglomerular cell	UMLS:C0227650
Autologous CD19-specific CAR-T Cells IM19	UMLS:C4733644
Anti-CD19/CD20 CAR Autologous T-lymphocytes	UMLS:C4684970
MCARH 109	UMLS:C5447112
Anti-thyroglobulin mTCR-transduced Autologous Peripheral Blood Lymphocytes	UMLS:C4053742
CD3+CD38+ Lymphocyte	UMLS:C1267820
Cells, U937	UMLS:C0600531
Autologous Anti-GD2/PSMA Bispecific 4SCAR-expressing T-cells	UMLS:C5708040
Cone Cell, Retinal	UMLS:C0206428
Autologous CD34+ cells encoding βA-T87Q-Globin gene	UMLS:C4086010
Autologous TAAs-loaded Autologous Dendritic Cells AV-GBM-1	UMLS:C4727558
Immature B Cell	UMLS:C1512631
autologous CD19-CD8-CD28-CD3zeta-CAR-mbIL15-HER1t T cells	UMLS:C4726059
Cell, Progenitor	UMLS:C0038250
Autologous CD20-4SCAR-expressing T-cells 4SCAR20	UMLS:C4725101
CIK Cells	UMLS:C2348032
Human Anti-CD30scFv CAR-expressing Autologous T-lymphocytes	UMLS:C4745172
Muscle Cells, Cardiac	UMLS:C0225828
Myeloperoxidase cells	UMLS:C1440393
Mucosal T Lymphocytes	UMLS:C1512944
SCRI-CARB7H3(s)x19	UMLS:C5417851
cMET CAR-mRNA-electroporated Autologous T lymphocytes	UMLS:C4724864
Cytoplasmic CD179a blasts &#x7C; XXX &#x7C; Cell markers	UMLS:C5161797
accessory cell	UMLS:C0003315
Keratinocytes	UMLS:C0022567
B-Lymphoid Precursor Cell	UMLS:C1512631
Variant lymphocytes &#x7C; Body fluid &#x7C; Hematology and Cell counts	UMLS:C5184819
Clone cells	UMLS:C0009013
anti-CD19-CD20-CAR-CD3zeta-4-1BB-expressing autologous T lymphocytes	UMLS:C4684970
Cell, Lymphoid Progenitor	UMLS:C1955939
Lymphokine-Activated Killer Cells	UMLS:C0022687
T Lymphocytes, Cultured, Autologous, Genetically-modified [EXT]	UMLS:C4522890
Cell-based Gene Therapy Agent	UMLS:C4727509
TM4SF1-CAR/EpCAM-CAR-expressing Autologous T Cells	UMLS:C5420487
Anti-gp100 TCR Retroviral Vector-Transduced Autologous PBL	UMLS:C1515996
Leukocytes &#x7C; Synovial fluid &#x7C; Hematology and Cell counts	UMLS:C5170941
leucocyte	UMLS:C0023516
CRISPR-Cas9 Mediated PD-1 and TCR Gene-knocked Out Mesothelin-directed CAR-T Cells	UMLS:C4764291
T Lymphocyte	UMLS:C0039194
Relmacabtagene Autoleucel	UMLS:C5551406
CRC-01	UMLS:C5556476
Autologous NYCE T-cells	UMLS:C4727561
Neutrophil leukocyte	UMLS:C0027950
CT 103A	UMLS:C5666940
BAFF CAR-T Cells LMY-920	UMLS:C5706399
HER-2 CAR-expressing autologous T-lymphocytes	UMLS:C2698146
Myeloperoxidase cells &#x7C; Body fluid &#x7C; Cell markers	UMLS:C5174120
Autologous m-ceNK Cells	UMLS:C5556651
GD2/CD70 Bispecific 4SCAR-T Cells	UMLS:C5708043
ICT-121 Dendritic Cell Vaccine	UMLS:C4086505
APDC Vaccine	UMLS:C4086004
allogeneic CD19CAR-transfected cytokine-induced killer cells	UMLS:C4727557
cd4 lymphocyte	UMLS:C0039215
CT-120	UMLS:C5575850
Pre-B Lymphocyte	UMLS:C0312738
Set of cells	UMLS:C0007634
Autologous T-cells	UMLS:C1711172
CD57+ T lymphocyte	UMLS:C4322738
Transitional B Cell	UMLS:C1512631
cells sperm	UMLS:C0037868
Plasma cells &#x7C; Body fluid &#x7C; Hematology and Cell counts	UMLS:C5177454
CD28+ T lymphocyte	UMLS:C4324118
Anti-VEGFR2-CAR Retroviral Vector-transduced Autologous T-lymphocytes	UMLS:C3831510
Autologous TIL LN-144	UMLS:C5700380
anti-mesothelin-CAR mRNA-transduced autologous T lymphocytes	UMLS:C3273206
Autologous IL-7 Expanded HER2-specific CD4+ T Cells	UMLS:C5707292
ET 190	UMLS:C4688337
Helper T-Lymphocyte	UMLS:C0018894
CD42C+ lymphocyte	UMLS:C1267923
CD102+ lymphocyte	UMLS:C1267988
autologous WT1-transduced CD8-positive Tcm/Tn lymphocytes	UMLS:C4055421
Autologous Anti-BCMA CAR-T Cells JNJ-68284528	UMLS:C5575123
ET190	UMLS:C4688337
BCMA CAR-CD4+/CD8+ T-cells	UMLS:C4684830
Proplasmacyte	UMLS:C0229658
Autologous CAR-T Cells GC007F	UMLS:C5417841
ITIL168	UMLS:C5666883
Autologous Anti-mesothelin TCR-expressing T-cells FH-TCR TMSLN	UMLS:C5446661
NY-ESO-1C259T	UMLS:C4086009
autologous MART-1 (26-35) peptide pulsed DC vaccine	UMLS:C4684836
autologous anti-MG7 CAR-T cells	UMLS:C4329367
Dental pulp cell	UMLS:C1519550
Autologous CD7-targeted CAR-T Cells PA3-17	UMLS:C5667075
ACTolog IMA101	UMLS:C4722695
Myeloid Cell	UMLS:C0887899
red blood corpuscle	UMLS:C0014792
Giant Cell	UMLS:C0017526
P-PSMA101	UMLS:C5448026
GSK 4427296	UMLS:C5706543
Autologous Anti-CD19 CAR-IL-18-expressing T-lymphocytes	UMLS:C5555808
autologous PD1-inhibiting anti-CD19 4-1BB CAR T cells	UMLS:C4726569
blood cells rbc red	UMLS:C0014792
GCC19-CART	UMLS:C5706397
EFS-ADA lentiviral vector-transduced CD34-positive autologous lymphocytes	UMLS:C3830334
CARTBCMA ARI0002h	UMLS:C5447425
Cells, HeLa	UMLS:C0018873
LentiGlobin for SCD bb1111	UMLS:C5447474
T Cell, Intraepithelial	UMLS:C1512944
Claudin18.2-redirected Autologous Cells	UMLS:C4727694
6B11 Anti-idiotype Minibody-pulsed DCs Induced Autologous CTLs	UMLS:C4764287
OKT3/humanized 3F8 bispecific antibody-activated T lymphocytes	UMLS:C3896657
SBIL-2 Transduced Autologous Tumor-Infiltrating Lymphocyte	UMLS:C1519129
EGFRvIII-4SCAR-IgT Cells-producing PD1 and PD-L1 Antibodies	UMLS:C4725796
NY-ESO-1 antigen specific affinity-enhanced TCR transduced autologous T cells	UMLS:C4687729
Skeletal Myocyte	UMLS:C1704336
Polyclonal plasma cells	UMLS:C5142689
GC012F	UMLS:C5446552
Autologous CAR T-cells Targeting AXL CCT301-38	UMLS:C4727549
Lymphocytes Plasmacytoid &#x7C; Blood &#x7C; Hematology and Cell counts	UMLS:C5171676
autologous CD20-4SCAR-expressing T cells 4SCAR20	UMLS:C4725101
Neoantigen-specific TCRs Gene-transduced Autologous PBLs	UMLS:C4687585
Autologous CT-RCC-1 HERV-E-TCR-transduced-HLA-A11-restricted CD8+/CD34t+ T-cells	UMLS:C4763556
L Cells, Cell Line	UMLS:C0022827
CD123-4SCAR-expressing T lymphocytes	UMLS:C4725102
SJCAR19	UMLS:C4684890
Michigan Cancer Foundation 7 Cells	UMLS:C0596890
CD9+ lymphocyte	UMLS:C1267860
autologous anti-CD33 CAR-T cells	UMLS:C4725105
HeLa KB Cells	UMLS:C0022539
Natural Killer Cells	UMLS:C0022688
autologous ovarian cancer-specific CTLs	UMLS:C4733630
MAGE-A3 Reactive T Cell Receptor-transduced Autologous T Cells	UMLS:C3273204
Red blood corpuscle	UMLS:C0014792
thymocyte	UMLS:C0814999
autologous anti-CD19 CAR-positive T lymphocytes KTE-C19	UMLS:C4722589
Rod cell of Corti	UMLS:C0229470
Renal Tumor-Reactive Autologous Peripheral Blood Lymphocyte	UMLS:C1709903
Autologous CLL-1.CAR T Cells	UMLS:C5446539
Lymphoid Progenitor, Common	UMLS:C1955940
Spheroids, Cellular	UMLS:C0282501
Naturally-Occurring Suppressor T-Cell	UMLS:C1959571
Cell, Acinus	UMLS:C0596030
Autologous EGFRt/BCMA-41BBz CAR T Cell	UMLS:C4724868
Skeletal muscle cell	UMLS:C1704336
spermatozoon	UMLS:C0037868
APRIL CAR T cells (AUTO2) targeting BCMA and TACI	UMLS:C4725789
Carcinoma Cells, Embryonal	UMLS:C0013485
nerve cell	UMLS:C0027882
autologous CD19-CD8-CD28-CD3zeta-CAR-mbIL15-EGFRt T cells	UMLS:C4726059
Tympanic cells set	UMLS:C1183209
Autologous HPV-CTLs	UMLS:C4733637
CD30+ lymphocyte	UMLS:C1267903
Mipetresgene Autoleucel	UMLS:C5420910
Granulocytic Cell	UMLS:C0018183
AUTO2	UMLS:C4725789
neuroglia	UMLS:C0027836
Autologous NKG2D CAR T-cells CYAD-02	UMLS:C5418020
NIB101	UMLS:C5667076
MART-1 reactive CD8+ lymphocytes	UMLS:C3829190
Cells, Goblet	UMLS:C0506994
GD2-CAR-expressing Autologous T-lymphocytes	UMLS:C4086350
Autologous Anti-gp100:154-162 TCR Gene Engineered TILs	UMLS:C5556435
Anti-SLAMF7 CAR-expressing T-lymphocytes	UMLS:C5205962
Lymphocytes &#x7C; Pericardial fluid &#x7C; Hematology and Cell counts	UMLS:C5171663
L Cell, Strain	UMLS:C0022827
anti-thyroglobulin mTCR-transduced autologous PBL	UMLS:C4053742
Naive T Cells	UMLS:C3641721
IMA 203CD8	UMLS:C5706522
individual patient TCR-transduced autologous PBLs	UMLS:C4687585
Autologous TCR-transduced MAGE-A4 C1032 T Cells	UMLS:C4528709
autologous PBLs expressing mutated neoantigen-specific T-cell receptors	UMLS:C4687585
CD11B+ lymphocyte	UMLS:C1267867
Autologous CLL1-CD33 cCAR T Cells	UMLS:C4763523
Cells.multiple drug resistance	UMLS:C1440392
CAR.CD30-expressing Autologous T Lymphocytes	UMLS:C3899815
Leukocyte - Lymphoblast (MMHCC)	UMLS:C1522099
Cells, MDA-MB-231	UMLS:C5690732
TAC01-HER2	UMLS:C5554927
YTB-323	UMLS:C5446599
red blood cell	UMLS:C0014792
TAC01-CD19	UMLS:C5417884
Cell, T8	UMLS:C0242629
CD123-CD28-CD3zeta.EGFRt+ Autologous T Cells MB-102	UMLS:C5575170
CD20-targeted Autologous CAR-T Cells MB-106	UMLS:C5706491
Autologous ICAM-1-targeted CAR T-cells AIC100	UMLS:C5417969
spCART269	UMLS:C5554950
Cell, Pancreatic Stellate	UMLS:C2936598
giant cell	UMLS:C0017526
Mature Muscle Cell	UMLS:C0596981
HER2.CAR.AdVST	UMLS:C5203928
autologous anti-CD19 chimeric antigen receptor T cells C-CAR011	UMLS:C4683473
Blood Cells, White	UMLS:C0023516
myeloid cells	UMLS:C0887899
TCR-transduced autologous T cells KITE-718	UMLS:C4525866
Endocrine Cells	UMLS:C0229525
large lymphocyte	UMLS:C0229618
Cell Line L-Cell	UMLS:C0022827
Cell, Chromaffin	UMLS:C0376604
Descartes-08	UMLS:C4745003
Normal cell	UMLS:C0007634
Autologous Anti-CD19 Chimeric Antigen Receptor T-cells C-CAR011	UMLS:C4683473
ZAP70 cells &#x7C; XXX &#x7C; Cell markers	UMLS:C5185787
CT053	UMLS:C5700419
Melanoma Tumor-Reactive Autologous Tumor Infiltrating Lymphocyte	UMLS:C1708978
Cells, Sertoli	UMLS:C0036770
cells line	UMLS:C0007600
chromaffin cells	UMLS:C0376604
Mature B-Cell	UMLS:C1513019
cell	UMLS:C0007634
HeLa cells	UMLS:C0018873
Derived Synovial Fluid Cell	UMLS:C4528182
Helper T lymphocyte	UMLS:C0018894
Reproductive Cells	UMLS:C0017471
CD22-specific 4th Generation Chimeric Antigen Receptor-modified T Cells	UMLS:C4725100
white blood cells	UMLS:C0023516
lymphoblasts	UMLS:C0229613
Null Lymphocytes	UMLS:C0024265
Autologous CD19-CD8-CD28-CD3zeta-CAR-mbIL15-EGFRt T Cells	UMLS:C4726059
CD27+ lymphocyte	UMLS:C1267900
Fusiform Cell	UMLS:C0333721
Autologous iC9.2A.deltaNGFR.2A.CAR.CD19 T Cells	UMLS:C4329370
mononuclear leukocytes	UMLS:C0023517
Autologous LMP1-/LMP2- Specific Cytotoxic T-Lymphocytes	UMLS:C2346885
Aminergic cells in reticular formation set	UMLS:C1183176
Lymphocytes.CD5+CD19+	UMLS:C0487156
hepatic parenchymal cell	UMLS:C0227525
Cells, Neural Crest	UMLS:C0815004
Helper T Cells	UMLS:C0018894
Autologous aDC1-induced CTLs	UMLS:C4723770
4SCAR20 T-cells	UMLS:C4725101
neutrophils	UMLS:C0027950
T-cytotoxic cell	UMLS:C0039195
CD30 CAR-expressing autologous T lymphocytes	UMLS:C3899815
CAR-CD30-28zeta-specific autologous T cells	UMLS:C4733635
Lymphocytes.immature	UMLS:C1440938
Set of adrenergic cells in area postrema and anterior reticular nucleus [C1, C2]	UMLS:C1183200
Anti-GPC3-CAR Autologous T Lymphocytes	UMLS:C4055459
CD21+ Lymphocyte	UMLS:C1267891
Ovarian Granulosa Cell	UMLS:C0018207
Alpha/Beta T Lymphocyte	UMLS:C4744787
Plasmablast	UMLS:C0229657
BREXUCABTAGENE AUTOLEUCEL	UMLS:C5398046
Bone Marrow Cells	UMLS:C0005955
Nerve Cells	UMLS:C0027882
Antigen Presenting Cells	UMLS:C0003315
Cone Photoreceptor Cell	UMLS:C0206428
CD8-Positive Suppressor T-Cell	UMLS:C1956157
FMC7 cells	UMLS:C1268459
PA3-17	UMLS:C5667075
