,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
20229,malondialdehyde,17,18,131,146,"Plasma extracts were analyzed by a highly sensitive high-performance liquid chromatographic method for the direct determination of malondialdehyde, oxypurines, and nucleosides.",7710775_3,0,-1,0,20229,0
20232,malondialdehyde,1,2,7,22,"Plasma malondialdehyde, which was present in minimal amount at zero time (0.058 mumol/liter plasma; SD 0.015), increased after 5 min of ischemia, resulting in a fivefold increase after 30 min of carotid occlusion (0.298 mumol/liter plasma; SD 0.078).",7710775_5,0,-1,0,20232,0
20237,malondialdehyde,2,3,17,32,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0,-1,0,20237,0
20240,nitroprusside,46,47,311,324,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0,-1,0,20240,0
20243,malondialdehyde,63,64,424,439,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0,-1,0,20243,0
20244,malondialdehyde,8,9,52,67,"The present data indicate that the determination of malondialdehyde, oxypurines, and nucleosides in peripheral blood, may be used to monitor the metabolic alterations of tissues occurring during ischemic phenomena.(ABSTRACT TRUNCATED AT 250 WORDS)",7710775_7,0,-1,0,20244,0
20322,dobutamine,30,31,180,190,"The patient continued to remain hypotensive with complete heart block, even with multiple uses of intravenous atropine as well as high doses of pressor agents such as dopamine and dobutamine.",7785794_3,0,-1,0,20322,0
20343,creatinine,7,8,46,56,"Laboratory variables of renal function [serum creatinine, blood urea nitrogen (BUN) and electrolytes] were evaluated before initiation of therapy and every 2 days, until termination of the study (a period of at least 6 days).",7791169_3,0,-1,0,20343,0
20344,blood urea nitrogen,9,12,58,77,"Laboratory variables of renal function [serum creatinine, blood urea nitrogen (BUN) and electrolytes] were evaluated before initiation of therapy and every 2 days, until termination of the study (a period of at least 6 days).",7791169_3,0,-1,0,20344,0
20353,creatinine,6,7,28,38,"The mean increments in BUN, creatinine, and K were reduced by 63, 80, and 42%, respectively, in Group B patients compared to Group A. Response to treatment did not differ significantly between the 2 groups.",7791169_7,0,-1,0,20353,0
20412,ouabain,5,6,27,34,"We assessed the effects of ouabain (0.015 mg/kg body weight) on hemodynamic, volumetric, and metabolic parameters in 11 patients with severe chronic coronary artery disease without clinical congestive heart failure.",783197_3,0,-1,0,20412,0
20416,ouabain,26,27,169,176,"Because the protocol was long and involved interventions which might affect the determinations, we also studied in nine patients using an identical protocol except that ouabain administration was omitted.",783197_4,0,-1,0,20416,0
20419,ouabain,14,15,109,116,"Left ventricular end-diastolic pressure and left ventricular end-diastolic volume fell in each patient given ouabain, even though they were initially elevated in only two patients.",783197_5,0,-1,0,20419,0
20423,ouabain,40,41,219,226,Left ventricular end-diastolic pressure fell from 11.5+/-1.4 (mean+/-SE) to 5.6+/-0.9 mm Hg (P less than 0.001) and left ventricular end-diastolic volume fell from 100+/-17 to 82+/-12 ml/m2 (P less than 0.01) 1 h after ouabain infusion was completed.,783197_6,0,-1,0,20423,0
20431,ouabain,9,10,70,77,No significant change in myocardial oxygen consumption occurred after ouabain administration but this may be related to a greater decrease in mean arterial pressure in the ouabain patients than in the control patients.,783197_9,0,-1,0,20431,0
20433,ouabain,26,27,172,179,No significant change in myocardial oxygen consumption occurred after ouabain administration but this may be related to a greater decrease in mean arterial pressure in the ouabain patients than in the control patients.,783197_9,0,-1,0,20433,0
20438,ouabain,24,25,165,172,We conclude that in patients with chronic coronary artery disease who are not in clinical congestive heart failure left ventricular end-diastolic volume falls after ouabain administration even when it is initially normal.,783197_10,0,-1,0,20438,0
20496,5-fluorouracil,8,9,51,65,Acute confusion induced by a high-dose infusion of 5-fluorouracil and folinic acid.,7858459_0,0,-1,0,20496,0
20497,folinic acid,10,12,70,82,Acute confusion induced by a high-dose infusion of 5-fluorouracil and folinic acid.,7858459_0,0,-1,0,20497,0
20501,etoposide,11,12,87,96,"A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",7858459_1,0,-1,0,20501,0
20503,folinic acid,21,23,150,162,"A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",7858459_1,0,-1,0,20503,0
20509,5-fluorouracil,35,36,195,209,"He developed acute neurologic symptoms of mental confusion, disorientation and irritability, and then lapsed into a deep coma, lasting for approximately 40 hours during the first dose (day 2) of 5-fluorouracil and folinic acid infusion.",7858459_2,0,-1,0,20509,0
20512,5-fluorouracil,11,12,65,79,"This complication reappeared on day 25 during the second dose of 5-fluorouracil and folinic acid, which were then the only drugs given.",7858459_3,0,-1,0,20512,0
20513,folinic acid,13,15,84,96,"This complication reappeared on day 25 during the second dose of 5-fluorouracil and folinic acid, which were then the only drugs given.",7858459_3,0,-1,0,20513,0
20518,5-fluorouracil,16,17,103,117,"Because folinic acid was unlikely to be associated with this condition, neurotoxicity due to high-dose 5-fluorouracil was highly suspected.",7858459_4,0,-1,0,20518,0
20519,5-fluorouracil,3,4,20,34,"The pathogenesis of 5-fluorouracil neurotoxicity may be due to a Krebs cycle blockade by fluoroacetate and fluorocitrate, thiamine deficiency, or dihydrouracil dehydrogenase deficiency.",7858459_5,0,-1,0,20519,0
20526,carbamazepine,3,4,20,33,Effect of switching carbamazepine to oxcarbazepine on the plasma levels of neuroleptics.,7862923_0,0,-1,0,20526,0
20529,Carbamazepine,0,1,0,13,"Carbamazepine was switched to its 10-keto analogue oxcarbazepine among six difficult-to-treat schizophrenic or organic psychotic patients using concomitantly haloperidol, chlorpromazine or clozapine.",7862923_2,0,-1,0,20529,0
20545,Bupivacaine,0,1,0,11,Bupivacaine 0.75% with adrenaline was given followed by a 24-hr continuous infusion of 0.25% bupivacaine.,7880714_2,0,-1,0,20545,0
20546,bupivacaine,16,17,93,104,Bupivacaine 0.75% with adrenaline was given followed by a 24-hr continuous infusion of 0.25% bupivacaine.,7880714_2,0,-1,0,20546,0
20576,Octreotide,0,1,0,10,"Octreotide, an effective treatment for acromegaly, induces gall bladder stones in 13-60% of patients.",7890216_1,0,-1,0,20576,0
20578,octreotide,28,29,173,183,"Because knowledge of stone composition is essential for studies of their pathogenesis, treatment, and prevention, this was investigated by direct and indirect methods in 14 octreotide treated acromegalic patients with gall stones.",7890216_2,0,-1,0,20578,0
20594,octreotide,3,4,15,25,"In conclusion, octreotide induced gall stones are generally small, multiple, and cholesterol rich although, in common with spontaneous gall stone disease, at presentation some patients will have a blocked cystic duct and some gall stones containing calcium.",7890216_10,0,-1,0,20594,0
20652,methylprednisolone,5,6,29,47,The patient was treated with methylprednisolone and gradually improved.,7919560_4,0,-1,0,20652,0
20765,coniine,2,3,10,17,Effect of coniine on the developing chick embryo.,8073369_0,0,-1,0,20765,0
20766,Coniine,0,1,0,7,"Coniine, an alkaloid from Conium maculatum (poison hemlock), has been shown to be teratogenic in livestock.",8073369_1,0,-1,0,20766,0
20772,coniine,2,3,9,16,"However, coniine has failed to produce arthrogryposis in rats or mice and is only weakly teratogenic in rabbits.",8073369_3,0,-1,0,20772,0
20775,coniine,13,14,69,76,The purpose of this study was to evaluate and compare the effects of coniine and nicotine in the developing chick.,8073369_4,0,-1,0,20775,0
20776,coniine,2,3,18,25,"Concentrations of coniine and nicotine sulfate were 0.015%, 0.03%, 0.075%, 0.15%, 0.75%, 1.5%, 3%, and 6% and 1%, 5%, and 10%, respectively.",8073369_5,0,-1,0,20776,0
20780,coniine,14,15,87,94,All concentrations of nicotine sulfate caused some lethality but a no effect level for coniine lethality was 0.75%.,8073369_7,0,-1,0,20780,0
20781,coniine,5,6,32,39,The deformations caused by both coniine and nicotine sulfate were excessive flexion or extension of one or more toes.,8073369_8,0,-1,0,20781,0
20788,coniine,16,17,78,85,There was a statistically significant (P < or = 0.01) decrease in movement in coniine and nicotine sulfate treated chicks as determined by ultrasound.,8073369_10,0,-1,0,20788,0
20874,propranolol,12,13,73,84,"Several drugs, including clonidine, physostigmine, methysergide, 5-MDOT, propranolol, and MK-801, markedly reduced the dyskinetic movements but at the cost of a return of parkinsonian symptomatology.",8106150_5,0,-1,0,20874,0
20878,yohimbine,2,3,9,18,"However, yohimbine and meperidine reduced predominantly the dyskinetic movements.",8106150_6,0,-1,0,20878,0
20886,ifosfamide,18,19,113,123,BACKGROUND: Hallucinations as a symptom of central neurotoxicity are a known but poorly described side effect of ifosfamide.,8111719_1,0,-1,0,20886,0
20888,ifosfamide,5,6,38,48,All patients were receiving high-dose ifosfamide as part of their bone marrow transplant procedure.,8111719_4,0,-1,0,20888,0
20908,bepridil,14,15,80,88,"For each of the three tested calcium channel blockers (diltiazem, verapamil and bepridil) 6 groups of mice were treated by two different doses, i.e. 2 and 10 mg/kg/i.p., or an equal volume of saline for the control group (n = 20); 15 minutes later, all the animals were injected with a single 50 mg/kg/i.p.",8231633_2,0,-1,0,20908,0
20911,bupivacaine,2,3,8,19,dose of bupivacaine.,8231633_3,0,-1,0,20911,0
20916,bupivacaine,4,5,27,38,The convulsant activity of bupivacaine was not significantly modified but calcium channel blockers decreased the time of latency to obtain bupivacaine-induced convulsions; this effect was less pronounced with bepridil.,8231633_6,0,-1,0,20916,0
20917,bepridil,29,30,209,217,The convulsant activity of bupivacaine was not significantly modified but calcium channel blockers decreased the time of latency to obtain bupivacaine-induced convulsions; this effect was less pronounced with bepridil.,8231633_6,0,-1,0,20917,0
21025,daunorubicin,16,17,98,110,We report a non-randomized Phase II clinical trial to assess the efficacy and safety of liposomal daunorubicin (DaunoXome) in the treatment of AIDS related Kaposi's sarcoma.,8305357_1,0,-1,0,21025,0
21046,losartan,37,38,250,258,"The appearance of nephrotic syndromes such as proteinuria, hypoalbuminemia, hypercholesterolemia and increase in blood nitrogen urea, induced in rats by injection of puromycin aminonucleoside was markedly inhibited by oral administration of Dup 753 (losartan), a novel angiotensin II receptor antagonist, at a dose of 1 or 2 mg/kg per day.",8319760_1,0,-1,0,21046,0
21136,oral contraceptives,13,15,78,97,Hepatic adenomas and focal nodular hyperplasia of the liver in young women on oral contraceptives: case reports.,839274_0,0,-1,0,21136,0
