,text,pmid,entities,start_chars,end_chars,label
7895,Self-antigen [mouse thyroglobulin (mTg)] presentation by GM-CSF-exposed CD8a- DCs to T cells from mTg-primed mice induced a profound increase in the frequency of forkhead box P3 (FoxP3)-expressing T cells compared with antigen presentation by GM-CSF-exposed CD8a+ DCs and control CD8a+ and CD8a- DCs.,19174473_4,"forkhead box P3,T cells,T cells","162,197,85","177,204,92","1,2,2"
7896,"Sensitized and challenged mice developed allergic airway inflammation and Th2 responses, and decreased Foxp3(+) Tregs.",18201369_6,Th2,74,77,2
7897,Serine protease activity of Per a 10 from Periplaneta americana modulates dendritic cell (DC) functions by a mechanism(s) that remains unclear.,25492061_0,Serine protease activity,0,24,1
7898,Serum 25(OH)D levels significantly increased under vitamin D supplementation (p = 0.001).,27423437_11,vitamin D,51,60,1
7899,Serum CRP and Mayo Clinic scores were positively correlated with TFH and TFH2 but negatively correlated with TFR.,32117258_7,"TFH,TFH2","65,73","68,77","2,2"
7900,Serum IL-12 and IL-21 were up-regulated while IL-10 was down-regulated in active UC.,32117258_8,"IL-12,IL-10,IL-21","6,46,16","11,51,21","0,0,0"
7901,Serum IL-17 cytokine was studied by ELISA.,25461407_2,"cytokine,IL-17","12,6","20,11","0,0"
7902,Serum IL-9 and IL-5 levels were determined by enzyme-linked immunosorbent assay.,26466682_10,"IL-5 levels,IL-9","15,6","26,10","0,0"
7903,"Serum OVA-specific IgE levels, Interleukin-10 (IL-10) levels and Interleukin-17A (IL-17A) levels in the bronchoalveolar lavage fluid (BALF), serum, and splenocyte culture supernatants were measured by ELISA.",31030098_5,"Interleukin-10,Interleukin-17A","31,65","45,80","0,0"
7904,Serum TGF-β1 levels correlated inversely with CD3+Foxp3+T cells.,24761872_8,TGF-β1,6,12,0
7905,Serum TGF-β1 levels in patients with HCC were measured by enzyme-linked immunosorbent assay.,24761872_5,TGF-β1,6,12,0
7906,Serum amyloid A (SAA) has recently been identified by our group as a mitogen for regulatory T cells (Treg).,24632292_0,"regulatory T cells,mitogen,Treg","81,69,101","99,76,105","2,0,2"
7907,Serum anti-CII antibody and the percentage of Th17 cells were also significantly reduced.,24443940_12,Th17 cells,46,56,2
7908,Serum level of IFN-γ was elevated in the umbelliprenin treated cancerous mice compared to the control group while IL-10 and IL-4 secretions were reduced.,24325354_8,"IL-4,IFN-γ,IL-10","124,15,114","128,20,119","0,0,0"
7909,Serum levels of IL-4 and INF- γ were then measured.,29447007_6,IL-4,16,20,0
7910,"Serum levels of IL-6, MCP-1, IFN-gamma, and TNF-alpha were comparable between L. monocytogenes-infected AhR(-/-) and AhR(+/-) mice.",17982086_5,"IFN-gamma,TNF-alpha","29,44","38,53","0,0"
7911,"Serum levels of interferon (IFN)-γ, tumor necrosis factor (TNF)-α, interleukin (IL)-6, IL-10 and transforming growth factor (TGF)-β were measured with enzyme-linked immunosorbent assay.",24467668_6,"IL-10,transforming growth factor (TGF)-β,interferon (IFN)-γ,tumor necrosis factor (TNF)-α","87,97,16,36","92,131,34,65","0,0,0,0"
7912,"Serum levels of the cytokines interleukin (IL)‑6, IL‑10, IL‑17, and transforming grown factor‑β1 were detected with ELISA.",30569125_2,"IL‑10,IL‑17,transforming grown factor‑β1","50,57,68","55,62,96","0,0,0"
7913,"Serum melatonin levels were lower in MG patients than in HCs, and MT1 expression was lower in PBMCs from MG patients than in those from HCs.",33136553_6,melatonin,6,15,0
7914,"Several costimulatory molecules for T cells have been identified in Tr1 cells, but their intrinsic functions are still unclear.",33451863_1,"T cells,Tr1 cells","36,68","43,77","2,2"
7915,"Several distinct cell types have been demonstrated to produce IL-10, including most recently CD8+ cytotoxic T lymphocytes (CTLs) responding to respiratory virus infection.",21297642_1,IL-10,62,67,0
7916,"Several epigenetic markers, such as histone acetylation and methylation, and cytosine residue methylation in CpG dinucleotides, have been reported at the Foxp3 locus.",19641188_4,"methylation,histone acetylation","60,36","71,55","1,1"
7917,Several evidences suggest that regulatory T cells (Treg) promote Th17 differentiation.,24146810_0,"Treg,Th17,regulatory T cells","51,65,31","55,69,49","2,2,2"
7918,"Several groups have exploited DC to expand allo-Ag-specific Treg in vitro, followed by adoptive transfer of the Treg to graft recipients, an approach that holds promise for tolerogenic cell therapy in clinical cell and organ transplantation.",19424018_3,"Treg,Treg","60,112","64,116","2,2"
7919,"Several lines of evidence support that both AHR agonists and antagonists have profound immunological effects; and recently, the AHR has been implicated in antibacterial host defense.",26511867_2,"AHR,AHR","128,44","131,47","1,1"
7920,"Several lines of work now suggest that differentiating Th2 cells in the lymph node are potent IL-4 cytokine producers, but do not become competent IL-5- and IL-13-producing cells until after receiving cues from non-lymphoid tissue.",31611881_3,"Th2 cells,IL-5-,IL-4","55,147,94","64,152,98","2,0,0"
7921,"Several markers that characterize Tregs include glucocorticoid-induced tumor necrosis factor receptor, cytotoxic T lymphocyte antigen-4, and forkhead box protein 3 (Foxp3).",27420920_2,"Tregs,forkhead box protein 3,glucocorticoid-induced tumor necrosis factor receptor","34,141,48","39,163,101","2,1,0"
7922,Several regulating molecules can affect the transcription of IL-2 gene and had an important role in the pathogenesis of SLE.,27987522_7,IL-2 gene,61,70,0
7923,Several reports have shown that prophylactic depletion of regulatory T cells (Treg) using various monoclonal antibodies (mAb) in mice can stimulate potent antitumor immune responses and prevent tumor development.,20332236_0,"Treg,mAb,regulatory T cells","78,121,58","82,124,76","2,1,2"
7924,Several studies have found that the AHR modulates the balance between regulatory and effector T cell functions and drives T cell differentiation in vitro and in vivo using murine models of autoimmune disease.,30574142_10,AHR,36,39,1
7925,Several studies have reported that the fine-tuning of regulatory T cells (Tregs) is required for a successful pregnancy and for the control of autoimmune diseases.,21329987_0,regulatory T cells,54,72,2
7926,Several studies have suggested the involvement of CD4+ regulatory T cells (Treg s) in xeno-immune tolerance.,31111577_1,Treg,75,79,2
7927,"Several studies in MLN DCs have revealed that the CD103+ DC subset highly induces regulatory T cells, and another study has reported that MLN DCs from programmed death ligand 1 (PD-L1) -deficient mice could not induce regulatory T cells.",28423181_1,"regulatory T cells,regulatory T cells","218,82","236,100","2,2"
7928,Several studies indicate that a correct combination of cluster of differentiation 8 and cluster of differentiation 4 T cells is key to fight tumor progression and that the presence of regulatory T cells (Tregs) infiltrating ovarian solid tumors (or present in ascites) is deleterious.,27420920_1,regulatory T cells,184,202,2
7929,Several studies showed that Foxp3+T cells take part in inducing this process by expressing FasL in tumor patients.,24761872_1,FasL,91,95,0
7930,"Several subsets of NKT cells have been identified, including IFN-γ-producing NKT1 cells, IL-4-producing NKT2 cells, and IL-17-producing NKT17 cells.",30851295_1,NKT cells,19,28,2
7931,"Several transcription factors and cis-regulatory regions have been identified to regulate epigenetic processes on chromatin, to allow the production of proper effector cytokines during CD4 T cell differentiation.",27126747_2,"cis-regulatory regions,transcription factors","34,8","56,29","1,1"
7932,Shaping of Treg by the cytokine milieu has implications for the application of Treg cell-based immune therapies.,22732485_8,"Treg,cytokine,Treg","79,23,11","83,31,15","2,0,2"
7933,"Sharing the same co-receptor, the IL-1 family member IL-36 exhibits properties similar to those of IL-1.",23147407_1,"family member,IL-1,IL-36,IL-1","39,99,53,34","52,103,58,38","1,0,0,0"
7934,Shikonin increased the frequencies of CD4+Foxp3+ regulatory T cells (Tregs) post-transplantation and induced CD4+Foxp3+ Tregs in vitro as well.,30988670_8,"Tregs,regulatory T cells","120,49","125,67","2,2"
7935,Short-term IL-10 administration suppresses PF4/heparin-specific IgG production in wild-type mice.,31471526_9,IL-10,11,16,0
7936,Short-term combined treatment with TGF-β1/Fc and rapamycin achieved long-term pancreatic islet allograft survival and donor-specific tolerance in a mouse model.,20844194_3,TGF-β1/Fc,35,44,0
7937,"Short-term treatment of low-dose (0.05 mg/kg or 0.1 mg/kg) bortezomib reduced the MHC class II expression in dendritic cells (DCs) of alloantigen-sensitized mice, and prolonged the islet allograft survival for up to 50 days in diabetic mice.",31593743_3,"MHC,class II","82,86","85,94","1,1"
7938,"Should low levels of IL-18 be demonstrated in the vaginal fluids of women with recurrent VVC, targeting the AhR/IL-22/IL-18 pathway could be exploited for future therapeutic approaches in VVC.",31681274_9,IL-18,21,26,0
7939,Signal transducer and activator of transcription (STAT) 1 is a transcription factor that maintains T helper type 1 cell development.,25807359_2,"T helper type 1 cell,transcription factor,Signal transducer,activator","99,63,0,22","119,83,17,31","2,1,1,1"
7940,Signal transducer and activator of transcription (STAT) family molecules play essential roles during the differentiation of helper T cells from naïve precursors.,25871878_0,"helper T cells,Signal transducer,activator","124,0,22","138,17,31","2,1,1"
7941,Signal transducer and activator of transcription (STAT) proteins are well known for their essential roles in transmitting cytokine-mediated signals and specifying T helper (T(H)) cell differentiation.,21436836_0,"Signal transducer,cell differentiation,activator","0,179,22","17,199,31","1,0,1"
7942,"Signal transducer and activator of transcription 1 (STAT1)-dependent signaling pathways are required for inhibition of proliferation, and viral infections can elicit high levels of type 1 IFNs as well as total STAT1 protein expression.",16210337_2,"activator,STAT1,Signal transducer,proliferation","22,210,0,119","31,215,17,132","1,1,1,1"
7943,Signal transducer and activator of transcription 1 (Stat1) is a key player in responses to interferons (IFN).,22719255_0,"IFN,activator,Signal transducer,Stat1","104,22,0,52","107,31,17,57","0,1,1,1"
7944,"Signal transducer and activator of transcription 1 (Stat1) is considered a key transcription factor that inhibits tumorigenesis, and Stat1 activation in the host is required for interleukin-12 (IL-12)-mediated generation of CTL activity.",16618773_0,"activator,interleukin-12,transcription factor,Signal transducer,Stat1,Stat1","22,178,79,0,133,52","31,192,99,17,138,57","1,0,1,1,1,1"
7945,Signal transducer and activator of transcription 3 (STAT3) is highly activated in multiple myeloma.,24407159_0,"Signal transducer,activator,STAT3","0,22,52","17,31,57","1,1,1"
7946,Signal transducer and activator of transcription 3 (STAT3) protein is a transcription factor that promotes the maturation of the memory CD8 T cell response in cooperation with IL-10 and IL-21.,31780735_2,"IL-10,IL-21,transcription factor,Signal transducer,activator","176,186,72,0,22","181,191,92,17,31","0,0,1,1,1"
7947,Signal transducer and activator of transcription 3 (STAT3) triggered production of Th-17 cytokines mediates protective immunity against fungi.,26255980_0,"Th-17,Signal transducer,STAT3,activator","83,0,52,22","88,17,57,31","2,1,1,1"
7948,"Signal transducer and activator of transcription 4 (STAT4) is critical for the response to IL-12, although there is a parallel pathway involving T box expressed in T cells (T-bet), and cells from mice double-deficient in STAT4 and T-bet are refractory to the inhibition of aTreg-cell development by IL-12.",19604309_2,"transcription 4,STAT4,STAT4,IL-12,Signal transducer,IL-12,activator,T cells","35,52,221,91,0,299,22,164","50,57,226,96,17,304,31,171","1,1,1,0,1,0,1,2"
7949,"Signal transducer and activator of transcription 4 (Stat4) is a transcription factor activated by IL-12 and IL-23, two cytokines known to play important roles in the pathogenesis of EAE by inducing T cells to secrete IFN-gamma and IL-17, respectively.",18832727_1,"IL-12,IFN-gamma,Signal transducer,activator,IL-23,IL-17,Stat4,transcription factor,transcription 4,T cells","98,217,0,22,108,231,52,64,35,198","103,226,17,31,113,236,57,84,50,205","0,0,1,1,0,0,1,1,1,2"
7950,"Signal transducer and activator of transcription family transcription factors sense these cytokines and they in turn regulate expression of lineage-defining master regulators that programme selective gene expression, resulting in distinctive phenotypes.",21977994_2,"Signal transducer,activator,transcription family","0,22,35","17,31,55","1,1,1"
7951,"Signal transducers and activators of transcription (STAT) 1 is critical for cellular responses to type I interferons (IFN-Is), with the capacity to determine the outcome of viral infection.",32310998_0,"type I interferons,Signal transducers,IFN-Is","98,0,118","116,18,124","0,1,0"
7952,Signal transducers and activators of transcription 3 (STAT-3) and transcription factor RAR-related organ receptor C (RORC) messenger RNA (mRNA) expressions were examined by quantitative reverse transcription polymerase chain reaction (RT-PCR).,22537755_4,"transcription 3,Signal transducers,STAT-3,quantitative reverse transcription polymerase chain reaction,transcription factor","37,0,54,173,66","52,18,60,233,86","1,1,1,1,1"
7953,"Signal transduction was studied by Western blot, quantitative polymerase chain reaction (qPCR), and luciferase assay.",27156806_6,Signal transduction,0,19,1
7954,"Signaling through IL-2 induces the activation of pathways that lead to the proliferation, survival and cytokine production of effector T cells.",18442895_0,"cytokine,proliferation,IL-2","103,75,18","111,88,22","0,1,0"
7955,"Signaling through the IL-2 receptor has been shown to activate mTOR, which plays an important role in the integration of signals that determine the fate of T cells.",18990450_4,"mTOR,IL-2 receptor,T cells","63,22,156","67,35,163","1,0,2"
